#Protein ID	KO	EC	KO protein ID	KO protein name	eggNOG OG	eggNOG HMM Desc.	nr annotation	nr phylogenetic assignment	genome position	Prokka annotation	KO (4 intergrated)	GhostKOALA KO	KAAS KO	eggNOG KO (1st)	eggNOG COG transferred KO
Candidatus_bacterium_SZUA-1184|SZUA-1184_00001	K08307	[EC:4.2.2.-]	mltD, dniR	membrane-bound lytic murein transglycosylase D	05E9H@bactNOG,0QHZG@gproNOG,16Q6H@proNOG,COG0741@NOG	Lytic Murein transglycosylase			SZUA-1184_1:c(1414..3030)	Membrane-bound lytic murein transglycosylase D	K08307	K08307		K08307	K08309
Candidatus_bacterium_SZUA-1184|SZUA-1184_00541	K02536	[EC:2.3.1.191]	lpxD	UDP-3-O-[3-hydroxymyristoyl] glucosamine N-acyltransferase	05D7M@bactNOG,0ESW9@cloNOG,0NDQ5@firmNOG,COG1044@NOG	Catalyzes the N-acylation of UDP-3-O-acylglucosamine using 3-hydroxyacyl-ACP as the acyl donor. Is involved in the biosynthesis of lipid A, a phosphorylated glycolipid that anchors the lipopolysaccharide to the outer membrane of the cell (By similarity)			SZUA-1184_91:812..1807	UDP-3-O-(3-hydroxymyristoyl)glucosamine N-acyltransferase	K02536	K02536		K02536	K02536
Candidatus_bacterium_SZUA-1184|SZUA-1184_00542	K16363	[EC:3.5.1.108][EC:4.2.1.59]	lpxC-fabZ	UDP-3-O-[3-hydroxymyristoyl] N-acetylglucosamine deacetylase / 3-hydroxyacyl-[acyl-carrier-protein] dehydratase	05C7C@bactNOG,0CZ1F@chlNOG,COG0764@NOG,COG0774@NOG	involved in the biosynthesis of lipid A, a phosphorylated glycolipid that anchors the lipopolysaccharide to the outer membrane of the cell (By similarity)			SZUA-1184_91:1804..2742	UDP-3-O-acyl-N-acetylglucosamine deacetylase	K16363	K16363		K02535	K16363
Candidatus_bacterium_SZUA-1184|SZUA-1184_00543	K02535	[EC:3.5.1.108]	lpxC	UDP-3-O-[3-hydroxymyristoyl] N-acetylglucosamine deacetylase	05C7C@bactNOG,COG0764@NOG,COG0774@NOG	involved in the biosynthesis of lipid A, a phosphorylated glycolipid that anchors the lipopolysaccharide to the outer membrane of the cell (By similarity)			SZUA-1184_91:2822..3214	3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabZ	K02535			K02535	K16363
Candidatus_bacterium_SZUA-1184|SZUA-1184_00544	K00677	[EC:2.3.1.129]	lpxA	UDP-N-acetylglucosamine acyltransferase	055U9@bacteNOG,05DAF@bactNOG,09A9C@bctoNOG,COG1043@NOG	Involved in the biosynthesis of lipid A, a phosphorylated glycolipid that anchors the lipopolysaccharide to the outer membrane of the cell (By similarity)			SZUA-1184_91:3429..3989	Acyl-[acyl-carrier-protein]--UDP-N- acetylglucosamine O-acyltransferase	K00677	K00677		K00677	K00677
Candidatus_bacterium_SZUA-1184|SZUA-1184_00545									SZUA-1184_91:4009..4719	hypothetical protein					
Candidatus_bacterium_SZUA-1184|SZUA-1184_00546	K00099	[EC:1.1.1.267]	dxr	1-deoxy-D-xylulose-5-phosphate reductoisomerase	05CEA@bactNOG,0CZD6@chlNOG,COG0743@NOG	Catalyzes the NADP-dependent rearrangement and reduction of 1-deoxy-D-xylulose-5-phosphate (DXP) to 2-C-methyl-D-erythritol 4-phosphate (MEP) (By similarity)			SZUA-1184_91:4722..5876	1-deoxy-D-xylulose 5-phosphate reductoisomerase	K00099	K00099	K00099	K00099	K00099
Candidatus_bacterium_SZUA-1184|SZUA-1184_00547	K11749	[EC:3.4.24.-]	rseP	regulator of sigma E protease	05DZP@bactNOG,0G59M@defNOG,COG0750@NOG	membrane-associated zinc metalloprotease			SZUA-1184_91:5895..7070	Regulator of sigma-W protease RasP	K11749	K11749		K11749	K11749
Candidatus_bacterium_SZUA-1184|SZUA-1184_00548					06TIM@bactNOG,0XTE3@NOG	Protein of unknown function (DUF3108)			SZUA-1184_91:c(7060..7773)	hypothetical protein					
Candidatus_bacterium_SZUA-1184|SZUA-1184_00549	K07566	[EC:2.7.7.87]	tsaC, rimN, SUA5	L-threonylcarbamoyladenylate synthase	05EK0@bactNOG,0GFNV@delNOG,0HGHG@dproNOG,16RA3@proNOG,COG0009@NOG	sua5 ycio yrdc ywlc family protein			SZUA-1184_91:c(7773..8345)	putative protein YciO	K07566			K07566	K07566
Candidatus_bacterium_SZUA-1184|SZUA-1184_00550	K02517	[EC:2.3.1.241]	lpxL, htrB	Kdo2-lipid IVA lauroyltransferase	05D1S@bactNOG,COG1560@NOG	lipid A biosynthesis			SZUA-1184_91:c(8342..9214)	Lipid A biosynthesis lauroyltransferase	K02517	K02517		K02517	K12974
Candidatus_bacterium_SZUA-1184|SZUA-1184_00551	K02982		RP-S3, rpsC	small subunit ribosomal protein S3	055KK@bacteNOG,05CKE@bactNOG,09B7S@bctoNOG,COG0092@NOG	Binds the lower part of the 30S subunit head. Binds mRNA in the 70S ribosome, positioning it for translation (By similarity)			SZUA-1184_92:c(257..886)	30S ribosomal protein S3	K02982	K02982		K02982	K02985
Candidatus_bacterium_SZUA-1184|SZUA-1184_00552	K02890		RP-L22, MRPL22, rplV	large subunit ribosomal protein L22	04UV2@bacNOG,05KAP@bactNOG,0NJ7J@firmNOG,COG0091@NOG	The globular domain of the protein is located near the polypeptide exit tunnel on the outside of the subunit, while an extended beta-hairpin is found that lines the wall of the exit tunnel in the center of the 70S ribosome (By similarity)			SZUA-1184_92:c(888..1241)	50S ribosomal protein L22	K02890	K02890		K02890	K02890
Candidatus_bacterium_SZUA-1184|SZUA-1184_00553	K02965		RP-S19, rpsS	small subunit ribosomal protein S19	05K7S@bactNOG,09GNN@bctoNOG,1AK9H@sphNOG,COG0185@NOG	Protein S19 forms a complex with S13 that binds strongly to the 16S ribosomal RNA (By similarity)			SZUA-1184_92:c(1244..1513)	30S ribosomal protein S19	K02965	K02965		K02965	K02965
Candidatus_bacterium_SZUA-1184|SZUA-1184_00554	K02886		RP-L2, MRPL2, rplB	large subunit ribosomal protein L2	05CFD@bactNOG,0G5G3@defNOG,COG0090@NOG	One of the primary rRNA binding proteins. Required for association of the 30S and 50S subunits to form the 70S ribosome, for tRNA binding and peptide bond formation. It has been suggested to have peptidyltransferase activity			SZUA-1184_92:c(1514..2338)	50S ribosomal protein L2	K02886	K02886		K02886	K02938
Candidatus_bacterium_SZUA-1184|SZUA-1184_00555	K02892		RP-L23, MRPL23, rplW	large subunit ribosomal protein L23	05KZR@bactNOG,0D2ZE@chloNOG,COG0089@NOG	One of the early assembly proteins it binds 23S rRNA. One of the proteins that surrounds the polypeptide exit tunnel on the outside of the ribosome. Forms the main docking site for trigger factor binding to the ribosome (By similarity)			SZUA-1184_92:c(2342..2665)	50S ribosomal protein L23	K02892	K02892		K02892	K02893
Candidatus_bacterium_SZUA-1184|SZUA-1184_00556	K02926		RP-L4, MRPL4, rplD	large subunit ribosomal protein L4	06U5A@bactNOG,0NEBN@firmNOG,0X2EJ@negNOG,COG0088@NOG	Forms part of the polypeptide exit tunnel (By similarity)			SZUA-1184_92:c(2665..3294)	50S ribosomal protein L4	K02926	K02926		K02926	K02930
Candidatus_bacterium_SZUA-1184|SZUA-1184_00557	K02906		RP-L3, MRPL3, rplC	large subunit ribosomal protein L3	05EEE@bactNOG,099XY@bctoNOG,0P7PU@flaNOG,COG0087@NOG	One of the primary rRNA binding proteins, it binds directly near the 3'-end of the 23S rRNA, where it nucleates assembly of the 50S subunit (By similarity)			SZUA-1184_92:c(3297..3914)	50S ribosomal protein L3	K02906	K02906		K02906	K02925
Candidatus_bacterium_SZUA-1184|SZUA-1184_00558	K02946		RP-S10, MRPS10, rpsJ	small subunit ribosomal protein S10	04UUJ@bacNOG,08Z10@bactNOG,0NJ6Y@firmNOG,COG0051@NOG	Involved in the binding of tRNA to the ribosomes (By similarity)			SZUA-1184_92:c(3917..4225)	30S ribosomal protein S10	K02946	K02946		K02946	K02969
Candidatus_bacterium_SZUA-1184|SZUA-1184_00559	K03072		secD	preprotein translocase subunit SecD	07QN8@bactNOG,0GAPD@delNOG,0HCFN@dproNOG,16Q35@proNOG,COG0342@NOG	Part of the Sec protein translocase complex. Interacts with the SecYEG preprotein conducting channel. SecDF uses the proton motive force (PMF) to complete protein translocation after the ATP-dependent function of SecA (By similarity)			SZUA-1184_93:97..855	Protein translocase subunit SecDF	K03072	K03072		K03072	K12257
Candidatus_bacterium_SZUA-1184|SZUA-1184_00560	K03074		secF	preprotein translocase subunit SecF	07RAB@bactNOG,0GB21@delNOG,0HC3E@dproNOG,16QMD@proNOG,COG0341@NOG	Part of the Sec protein translocase complex. Interacts with the SecYEG preprotein conducting channel. SecDF uses the proton motive force (PMF) to complete protein translocation after the ATP-dependent function of SecA (By similarity)			SZUA-1184_93:852..1775	Protein translocase subunit SecF	K03074	K03074		K03072	K12257
Candidatus_bacterium_SZUA-1184|SZUA-1184_00561	K00567	[EC:2.1.1.63]	ogt, MGMT	methylated-DNA-[protein]-cysteine S-methyltransferase	05K85@bactNOG,0NI5E@firmNOG,COG0350@NOG	Involved in the cellular defense against the biological effects of O6-methylguanine (O6-MeG) in DNA. Repairs alkylated guanine in DNA by stoichiometrically transferring the alkyl group at the O-6 position to a cysteine residue in the enzyme. This is a suicide reaction the enzyme is irreversibly inactivated (By similarity)			SZUA-1184_93:1825..2316	Methylated-DNA--protein-cysteine methyltransferase	K00567	K00567		K00567	K13531
Candidatus_bacterium_SZUA-1184|SZUA-1184_00562					05EUT@bactNOG,09BVF@bctoNOG,0P93I@flaNOG,0XRPD@NOG	Oxidoreductase			SZUA-1184_94:105..749	hypothetical protein					
Candidatus_bacterium_SZUA-1184|SZUA-1184_00563	K01816	[EC:5.3.1.22]	hyi, gip	hydroxypyruvate isomerase	07T17@bactNOG,09CC9@bctoNOG,0P8GD@flaNOG,COG3622@NOG	Catalyzes the reversible isomerization between hydroxypyruvate and 2-hydroxy-3-oxopropanoate (also termed tartronate semialdehyde) (By similarity)			SZUA-1184_94:767..1693	Hydroxypyruvate isomerase	K01816	K01816		K01816	K01816
Candidatus_bacterium_SZUA-1184|SZUA-1184_00564					05DX4@bactNOG,09A5P@bctoNOG,0XQDN@NOG	Secreted protein containing N-terminal Zinc-dependent carboxypeptidase related domain			SZUA-1184_94:c(1719..4286)	hypothetical protein					
Candidatus_bacterium_SZUA-1184|SZUA-1184_00565	K07164		K07164	uncharacterized protein	068X3@bactNOG,0G5NT@defNOG,0YJTX@NOG	Putative zinc ribbon domain			SZUA-1184_94:4641..5363	Chromosome partition protein Smc	K07164	K07164		K07164	
Candidatus_bacterium_SZUA-1184|SZUA-1184_00566					05SWE@bactNOG,0XP9X@NOG,17SDP@proNOG	CotH protein			SZUA-1184_95:34..2214	hypothetical protein					
Candidatus_bacterium_SZUA-1184|SZUA-1184_00567	K13275	[EC:3.4.21.-]	isp	major intracellular serine protease	07SBA@bactNOG,0D0W7@chlNOG,COG1404@NOG	Peptidase S8 and S53 subtilisin kexin sedolisin			SZUA-1184_95:c(2290..4236)	hypothetical protein	K13275			K13275	K20755
Candidatus_bacterium_SZUA-1184|SZUA-1184_00568	K07093		K07093	uncharacterized protein	0XQAU@NOG	alkaline phosphatase			SZUA-1184_96:30..2600	hypothetical protein	K07093			K07093	
Candidatus_bacterium_SZUA-1184|SZUA-1184_00569					08PCH@bactNOG,0F3TW@cloNOG,0P1MS@firmNOG,11FYY@NOG				SZUA-1184_97:c(1201..2163)	hypothetical protein					
Candidatus_bacterium_SZUA-1184|SZUA-1184_00570	K01689	[EC:4.2.1.11]	ENO, eno	enolase	05C70@bactNOG,0EPBK@cloNOG,0NDKN@firmNOG,COG0148@NOG	Catalyzes the reversible conversion of 2- phosphoglycerate into phosphoenolpyruvate. It is essential for the degradation of carbohydrates via glycolysis (By similarity)			SZUA-1184_97:2281..3567	Enolase	K01689	K01689		K01689	K01689
Candidatus_bacterium_SZUA-1184|SZUA-1184_00571	K02835		prfA, MTRF1, MRF1	peptide chain release factor 1	05C8K@bactNOG,1C88S@synNOG,COG0216@NOG	Peptide chain release factor 1 directs the termination of translation in response to the peptide chain termination codons UAG and UAA (By similarity)			SZUA-1184_98:c(15..1076)	Peptide chain release factor RF1	K02835	K02835		K02835	K02835
Candidatus_bacterium_SZUA-1184|SZUA-1184_00572	K09153		K09153	uncharacterized protein	05CBJ@bactNOG,0G57D@defNOG,COG3872@NOG	Protein of unknown function (DUF1385)			SZUA-1184_98:c(1073..2014)	hypothetical protein	K09153			K09153	
Candidatus_bacterium_SZUA-1184|SZUA-1184_00573	K02909		RP-L31, rpmE	large subunit ribosomal protein L31	082DI@bactNOG,1DIV5@verNOG,1DN57@verrNOG,COG0254@NOG	Ribosomal protein L31			SZUA-1184_98:c(2102..2350)	50S ribosomal protein L31 type B	K02909	K02909	K02909	K02909	K02909
Candidatus_bacterium_SZUA-1184|SZUA-1184_00574	K00812	[EC:2.6.1.1]	aspB	aspartate aminotransferase	00CZM@actNOG,05CHM@bactNOG,COG0436@NOG	Aspartate aminotransferase			SZUA-1184_98:c(2364..2861)	Asparagine--oxo-acid transaminase	K00812	K00812		K00812	K20615
Candidatus_bacterium_SZUA-1184|SZUA-1184_00575					05FEF@bactNOG,09D3A@bctoNOG,10051@NOG	tonB-dependent Receptor			SZUA-1184_99:c(91..2907)	Protein oar					
Candidatus_bacterium_SZUA-1184|SZUA-1184_00576					0XUPZ@NOG				SZUA-1184_99:c(3082..4932)	hypothetical protein					
Candidatus_bacterium_SZUA-1184|SZUA-1184_00577	K07047	[EC:3.5.1.91]	nfdA	N-substituted formamide deformylase	05EFZ@bactNOG,COG1574@NOG	amidohydrolase			SZUA-1184_100:32..751	N-substituted formamide deformylase	K07047			K07047	K07047
Candidatus_bacterium_SZUA-1184|SZUA-1184_00578	K03437		spoU	RNA methyltransferase, TrmH family	04TAW@bacNOG,08RWN@bactNOG,0NHTR@firmNOG,COG0566@NOG	Methyltransferase			SZUA-1184_100:748..1503	Putative TrmH family tRNA/rRNA methyltransferase	K03437	K03437		K00556	K21514
Candidatus_bacterium_SZUA-1184|SZUA-1184_00579	K07052		K07052	uncharacterized protein	05AT8@bacteNOG,067UA@bactNOG,09GHE@bctoNOG,0XUJM@NOG	CAAX protease self-immunity			SZUA-1184_100:1604..2407	hypothetical protein	K07052	K07052		K07052	
Candidatus_bacterium_SZUA-1184|SZUA-1184_00580	K01869	[EC:6.1.1.4]	LARS, leuS	leucyl-tRNA synthetase	05C8T@bactNOG,0CZCF@chlNOG,COG0495@NOG	Leucyl-tRNA synthetase			SZUA-1184_101:22..696	Leucine--tRNA ligase	K01869	K01869		K01869	K01869
Candidatus_bacterium_SZUA-1184|SZUA-1184_00581	K10716		kch, trkA, mthK, pch	voltage-gated potassium channel	07TME@bactNOG,0GBIM@delNOG,0HD15@dproNOG,16VY4@proNOG,COG1226@NOG	domain protein			SZUA-1184_101:c(743..1741)	Voltage-gated potassium channel Kch	K10716	K10716	K10716	K10716	K11747
Candidatus_bacterium_SZUA-1184|SZUA-1184_00582	K03926		cutA	periplasmic divalent cation tolerance protein	0C61X@braNOG,1BRII@strNOG,1E3D0@virNOG,COG1324@NOG,KOG3338@euNOG	CutA1 divalent ion tolerance protein			SZUA-1184_101:c(1751..2071)	Divalent-cation tolerance protein CutA	K03926	K03926	K03926	K03926	
Candidatus_bacterium_SZUA-1184|SZUA-1184_00583					08TSP@bactNOG,COG4188@NOG	Platelet-activating factor acetylhydrolase, plasma intracellular isoform II			SZUA-1184_101:c(2085..3245)	hypothetical protein					
Candidatus_bacterium_SZUA-1184|SZUA-1184_00585									SZUA-1184_101:c(3521..4264)	hypothetical protein					
Candidatus_bacterium_SZUA-1184|SZUA-1184_00586	K01491	[EC:1.5.1.5][EC:3.5.4.9]	folD	methylenetetrahydrofolate dehydrogenase (NADP+) / methenyltetrahydrofolate cyclohydrolase	0KS07@eurNOG,0RF95@halNOG,COG0190@NOG,arCOG04538@arNOG	Catalyzes the oxidation of 5,10- methylenetetrahydrofolate to 5,10-methenyltetrahydrofolate and then the hydrolysis of 5,10-methenyltetrahydrofolate to 10- formyltetrahydrofolate (By similarity)			SZUA-1184_101:c(4308..5189)	Bifunctional protein FolD protein	K01491	K01491		K01491	
Candidatus_bacterium_SZUA-1184|SZUA-1184_00587	K09888		zapA	cell division protein ZapA	04WQD@bacNOG,0687F@bactNOG,0NQZS@firmNOG,COG3027@NOG	Activator of cell division through the inhibition of FtsZ GTPase activity, therefore promoting FtsZ assembly into bundles of protofilaments necessary for the formation of the division Z ring. It is recruited early at mid-cell but it is not essential for cell division (By similarity)			SZUA-1184_101:c(5203..5496)	Cell division protein ZapA	K09888	K09888		K09888	K09888
Candidatus_bacterium_SZUA-1184|SZUA-1184_00588	K01890	[EC:6.1.1.20]	FARSB, pheT	phenylalanyl-tRNA synthetase beta chain	05C6A@bactNOG,0GB5Z@delNOG,0HCP5@dproNOG,16Q23@proNOG,COG0072@NOG,COG0073@NOG	Phenylalanyl-tRNA synthetase, beta subunit			SZUA-1184_101:c(5522..7906)	Phenylalanine--tRNA ligase beta subunit	K01890	K01890		K01890	K06878
Candidatus_bacterium_SZUA-1184|SZUA-1184_00589	K01889	[EC:6.1.1.20]	FARSA, pheS	phenylalanyl-tRNA synthetase alpha chain	05CSS@bactNOG,099RN@bctoNOG,COG0016@NOG	Phenylalanyl-tRNA synthetase alpha subunit			SZUA-1184_101:c(7906..8751)	Phenylalanine--tRNA ligase alpha subunit	K01889	K01889		K01889	K01889
Candidatus_bacterium_SZUA-1184|SZUA-1184_00590									SZUA-1184_102:711..944	hypothetical protein					
Candidatus_bacterium_SZUA-1184|SZUA-1184_00591	K18218		tet35	tetracycline resistance efflux pump	07S6Z@bactNOG,1CG7Y@therNOG,COG1757@NOG	Na H antiporter			SZUA-1184_103:1316..2983	Malate-2H(+)/Na(+)-lactate antiporter	K18218				K18218
Candidatus_bacterium_SZUA-1184|SZUA-1184_00592	K03310		TC.AGCS	alanine or glycine:cation symporter, AGCS family	05BZG@bactNOG,09AGD@bctoNOG,0P862@flaNOG,COG1115@NOG	amino acid carrier protein			SZUA-1184_103:3038..4399	Amino-acid carrier protein AlsT	K03310	K03310		K03310	K11626
Candidatus_bacterium_SZUA-1184|SZUA-1184_00593	K07106	[EC:4.2.1.126]	murQ	N-acetylmuramic acid 6-phosphate etherase	05E15@bactNOG,099GW@bctoNOG,COG2103@NOG	Specifically catalyzes the cleavage of the D-lactyl ether substituent of MurNAc 6-phosphate, producing GlcNAc 6- phosphate and D-lactate (By similarity)			SZUA-1184_103:4396..5289	N-acetylmuramic acid 6-phosphate etherase	K07106	K07106		K07106	K07106
Candidatus_bacterium_SZUA-1184|SZUA-1184_00595	K00423	[EC:1.10.3.3]	E1.10.3.3	L-ascorbate oxidase	05E3B@bactNOG,1DIEH@verNOG,1DPDE@verrNOG,COG2132@NOG	Multicopper oxidase			SZUA-1184_104:c(569..2632)	Copper resistance protein A	K00423			K00423	K20219
Candidatus_bacterium_SZUA-1184|SZUA-1184_00596	K07807		K07807	uncharacterized protein	05VPX@bactNOG,0BEV7@bproNOG,17JZX@proNOG,COG1937@NOG	Pfam:DUF156			SZUA-1184_104:c(2633..2830)	Copper-sensing transcriptional repressor CsoR	K07807			K07807	K21600
Candidatus_bacterium_SZUA-1184|SZUA-1184_00597									SZUA-1184_105:2..712	hypothetical protein					
Candidatus_bacterium_SZUA-1184|SZUA-1184_00598	K03925		mraZ	MraZ protein	07YM1@bactNOG,09ECD@bctoNOG,COG2001@NOG	mraZ protein			SZUA-1184_105:872..1336	Transcriptional regulator MraZ	K03925	K03925		K03925	K03925
Candidatus_bacterium_SZUA-1184|SZUA-1184_00599	K03438	[EC:2.1.1.199]	mraW, rsmH	16S rRNA (cytosine1402-N4)-methyltransferase	05CGJ@bactNOG,0ENW8@cloNOG,0NDC3@firmNOG,COG0275@NOG	Specifically methylates the N4 position of cytidine in position 1402 (C1402) of 16S rRNA (By similarity)			SZUA-1184_105:1336..2238	Ribosomal RNA small subunit methyltransferase H	K03438	K03438		K03438	K03438
Candidatus_bacterium_SZUA-1184|SZUA-1184_00600									SZUA-1184_105:2235..2567	Cell division protein FtsL					
Candidatus_bacterium_SZUA-1184|SZUA-1184_00601	K03587	[EC:3.4.16.4]	ftsI	cell division protein FtsI (penicillin-binding protein 3)	05CJN@bactNOG,0CZ4C@chlNOG,COG0768@NOG	peptidoglycan glycosyltransferase (EC 2.4.1.129)			SZUA-1184_105:2564..4549	Stage V sporulation protein D	K03587	K03587	K03587	K03587	K21468
Candidatus_bacterium_SZUA-1184|SZUA-1184_00602	K01928	[EC:6.3.2.13]	murE	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase	07EEN@bactNOG,0ENU6@cloNOG,0NDQ3@firmNOG,COG0769@NOG	acid to the nucleotide precursor UDP-N-acetylmuramoyl-L-alanyl-D-glutamate (UMAG) in the biosynthesis of bacterial cell-wall peptidoglycan (By similarity)			SZUA-1184_105:4546..6000	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2, 6-diaminopimelate ligase	K01928	K01928	K01928	K01928	K15792
Candidatus_bacterium_SZUA-1184|SZUA-1184_00603	K01929	[EC:6.3.2.10]	murF	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase	07EES@bactNOG,0GBI4@delNOG,0HD22@dproNOG,16UX2@proNOG,COG0770@NOG	Involved in cell wall formation. Catalyzes the final step in the synthesis of UDP-N-acetylmuramoyl-pentapeptide, the precursor of murein (By similarity)			SZUA-1184_105:5978..7324	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D- alanine ligase	K01929	K01929		K01929	K21612
Candidatus_bacterium_SZUA-1184|SZUA-1184_00604	K00336	[EC:1.6.5.3]	nuoG	NADH-quinone oxidoreductase subunit G	07R0R@bactNOG,COG1034@NOG	NADH dehydrogenase subunit g			SZUA-1184_106:c(600..2189)	NADH-quinone oxidoreductase subunit G	K00336	K00336		K00336	K05588
Candidatus_bacterium_SZUA-1184|SZUA-1184_00605	K00335	[EC:1.6.5.3]	nuoF	NADH-quinone oxidoreductase subunit F	01TWC@aproNOG,07QIZ@bactNOG,16PNT@proNOG,COG1894@NOG	NADH dehydrogenase (quinone) (EC 1.6.99.5)			SZUA-1184_106:c(2189..3487)	NADH-quinone oxidoreductase subunit F	K00335	K00335		K00124	K18331
Candidatus_bacterium_SZUA-1184|SZUA-1184_00606	K00334	[EC:1.6.5.3]	nuoE	NADH-quinone oxidoreductase subunit E	05GKE@bactNOG,0GG77@delNOG,0HGXJ@dproNOG,16T8G@proNOG,COG1905@NOG	subunit E			SZUA-1184_106:c(3484..3975)	NADH-quinone oxidoreductase subunit 2	K00334	K00334		K00127	K18330
Candidatus_bacterium_SZUA-1184|SZUA-1184_00607	K00333	[EC:1.6.5.3]	nuoD	NADH-quinone oxidoreductase subunit D	05CQV@bactNOG,153C5@plaNOG,COG0649@NOG	NDH-1 shuttles electrons from NADH, via FMN and iron- sulfur (Fe-S) centers, to quinones in the respiratory chain. The immediate electron acceptor for the enzyme in this species is believed to be ubiquinone. Couples the redox reaction to proton translocation (for every two electrons transferred, four hydrogen ions are translocated across the cytoplasmic membrane), and thus conserves the redox energy in a proton gradient (By similarity)			SZUA-1184_106:c(3972..5174)	NADH-quinone oxidoreductase subunit 4	K00333	K00333		K00333	K13380
Candidatus_bacterium_SZUA-1184|SZUA-1184_00608	K00332	[EC:1.6.5.3]	nuoC	NADH-quinone oxidoreductase subunit C	05CYU@bactNOG,0GFVR@delNOG,0HGP8@dproNOG,16SWQ@proNOG,COG0852@NOG	NDH-1 shuttles electrons from NADH, via FMN and iron- sulfur (Fe-S) centers, to quinones in the respiratory chain. The immediate electron acceptor for the enzyme in this species is believed to be ubiquinone. Couples the redox reaction to proton translocation (for every two electrons transferred, four hydrogen ions are translocated across the cytoplasmic membrane), and thus conserves the redox energy in a proton gradient (By similarity)			SZUA-1184_106:c(5171..5686)	NADH-quinone oxidoreductase subunit 5	K00332	K00332	K05581	K00332	K13380
Candidatus_bacterium_SZUA-1184|SZUA-1184_00609	K00331	[EC:1.6.5.3]	nuoB	NADH-quinone oxidoreductase subunit B	05ES3@bactNOG,15455@plaNOG,COG0377@NOG	NDH-1 shuttles electrons from NADH, via FMN and iron- sulfur (Fe-S) centers, to quinones in the respiratory chain. The immediate electron acceptor for the enzyme in this species is believed to be ubiquinone. Couples the redox reaction to proton translocation (for every two electrons transferred, four hydrogen ions are translocated across the cytoplasmic membrane), and thus conserves the redox energy in a proton gradient (By similarity)			SZUA-1184_106:c(5687..6178)	NADH-quinone oxidoreductase subunit 6	K00331	K00331		K00331	K13380
