#Protein ID	KO	EC	KO protein ID	KO protein name	eggNOG OG	eggNOG HMM Desc.	nr annotation	nr phylogenetic assignment	genome position	Prokka annotation	KO (4 intergrated)	GhostKOALA KO	KAAS KO	eggNOG KO (1st)	eggNOG COG transferred KO
Campylobacterales_bacterium_SZUA-1327|SZUA-1327_00001	K01939	[EC:6.3.4.4]	purA, ADSS	adenylosuccinate synthase	05C91@bactNOG,0GAN7@delNOG,0I2ZP@eproNOG,16PIX@proNOG,COG0104@NOG	Plays an important role in the de novo pathway of purine nucleotide biosynthesis			SZUA-1327_1:634..1896	Adenylosuccinate synthetase	K01939	K01939	K01939	K01939	K01939
Campylobacterales_bacterium_SZUA-1327|SZUA-1327_00282	K00794	[EC:2.5.1.78]	ribH, RIB4	6,7-dimethyl-8-ribityllumazine synthase	08UTT@bactNOG,0GDEM@delNOG,0I3HR@eproNOG,179XR@proNOG,COG0054@NOG	Catalyzes the formation of 6,7-dimethyl-8- ribityllumazine by condensation of 5-amino-6-(D- ribitylamino)uracil with 3,4-dihydroxy-2-butanone 4-phosphate. This is the penultimate step in the biosynthesis of riboflavin (By similarity)			SZUA-1327_45:2237..2707	6,7-dimethyl-8-ribityllumazine synthase	K00794	K00794	K00794	K00794	K00794
Campylobacterales_bacterium_SZUA-1327|SZUA-1327_00283	K03625		nusB	N utilization substance protein B	05M7K@bactNOG,0GEZM@delNOG,0I3VU@eproNOG,16WCN@proNOG,COG0781@NOG	Involved in the transcription termination process (By similarity)			SZUA-1327_45:2711..3103	Transcription antitermination protein NusB	K03625	K03625		K03625	K03625
Campylobacterales_bacterium_SZUA-1327|SZUA-1327_00284					05NPD@bactNOG,0QUQN@gproNOG,11WVC@NOG,17FUV@proNOG	Membrane-bound metal-dependent hydrolase			SZUA-1327_45:3108..3824	hypothetical protein					
Campylobacterales_bacterium_SZUA-1327|SZUA-1327_00285	K03596		lepA	GTP-binding protein LepA	05C4S@bactNOG,0GAJM@delNOG,0I2TV@eproNOG,16PGF@proNOG,COG0481@NOG	Required for accurate and efficient protein synthesis under certain stress conditions. May act as a fidelity factor of the translation reaction, by catalyzing a one-codon backward translocation of tRNAs on improperly translocated ribosomes. Back- translocation proceeds from a post-translocation (POST) complex to a pre-translocation (PRE) complex, thus giving elongation factor G a second chance to translocate the tRNAs correctly. Binds to ribosomes in a GTP-dependent manner (By similarity)			SZUA-1327_46:84..1883	Elongation factor 4	K03596	K03596	K03596	K03596	K03596
Campylobacterales_bacterium_SZUA-1327|SZUA-1327_00286	K10536	[EC:3.5.3.12]	aguA	agmatine deiminase	05DWY@bactNOG,0GB11@delNOG,0I2IW@eproNOG,16PCA@proNOG,COG2957@NOG	deiminase			SZUA-1327_46:1873..2790	Agmatine deiminase	K10536			K10536	K10536
Campylobacterales_bacterium_SZUA-1327|SZUA-1327_00287									SZUA-1327_46:c(2787..3179)	hypothetical protein					
Campylobacterales_bacterium_SZUA-1327|SZUA-1327_00288									SZUA-1327_46:c(3224..3544)	hypothetical protein					
Campylobacterales_bacterium_SZUA-1327|SZUA-1327_00289	K00297	[EC:1.5.1.20]	metF, MTHFR	methylenetetrahydrofolate reductase (NADPH)	07U2G@bactNOG,0GC0Q@delNOG,0I324@eproNOG,174R4@proNOG,COG0685@NOG	Methylenetetrahydrofolate reductase			SZUA-1327_47:130..1035	Bifunctional homocysteine S-methyltransferase/5,10-methylenetetrahydrofolate reductase	K00297			K00297	K00297
Campylobacterales_bacterium_SZUA-1327|SZUA-1327_00290	K03406		mcp	methyl-accepting chemotaxis protein					SZUA-1327_47:1045..1839	Methyl-accepting chemotaxis protein 2	K03406	K03406			
Campylobacterales_bacterium_SZUA-1327|SZUA-1327_00291									SZUA-1327_47:c(1870..1959)	hypothetical protein					
Campylobacterales_bacterium_SZUA-1327|SZUA-1327_00292									SZUA-1327_47:c(1970..2200)	hypothetical protein					
Campylobacterales_bacterium_SZUA-1327|SZUA-1327_00293	K00406		ccoP	cytochrome c oxidase cbb3-type subunit III	07UIK@bactNOG,0GCRG@delNOG,0I338@eproNOG,16VHW@proNOG,COG2010@NOG	C-type cytochrome. Part of the cbb3-type cytochrome c oxidase complex (By similarity)			SZUA-1327_47:c(2204..3139)	Cbb3-type cytochrome c oxidase subunit CcoP	K00406	K00406		K00406	K20936
Campylobacterales_bacterium_SZUA-1327|SZUA-1327_00294	K00405		ccoO	cytochrome c oxidase cbb3-type subunit II	05DUJ@bactNOG,0GB28@delNOG,0I2N4@eproNOG,16RP5@proNOG,COG2993@NOG	cytochrome C oxidase subunit II			SZUA-1327_47:c(3358..4050)	hypothetical protein	K00405	K00405	K00405	K00405	K15862
Campylobacterales_bacterium_SZUA-1327|SZUA-1327_00295	K00404	[EC:1.9.3.1]	ccoN	cytochrome c oxidase cbb3-type subunit I	05EUH@bactNOG,0GAS8@delNOG,0I2SA@eproNOG,16PI4@proNOG,COG3278@NOG	cytochrome C oxidase, cbb3-type, subunit i			SZUA-1327_47:c(4062..5546)	Cbb3-type cytochrome c oxidase subunit CcoN1	K00404	K00404	K00404	K00404	K15862
Campylobacterales_bacterium_SZUA-1327|SZUA-1327_00296	K01803	[EC:5.3.1.1]	TPI, tpiA	triosephosphate isomerase (TIM)	05CP7@bactNOG,0GDIU@delNOG,0I3G6@eproNOG,16SW3@proNOG,COG0149@NOG	Triose-phosphate isomerase			SZUA-1327_47:c(5606..6313)	Triosephosphate isomerase	K01803	K01803		K01803	K21910
Campylobacterales_bacterium_SZUA-1327|SZUA-1327_00297	K00927	[EC:2.7.2.3]	PGK, pgk	phosphoglycerate kinase	05BZA@bactNOG,0GAIS@delNOG,0I2TN@eproNOG,16PB3@proNOG,COG0126@NOG	phosphoglycerate kinase			SZUA-1327_47:c(6316..7509)	Phosphoglycerate kinase	K00927	K00927	K00927	K00927	K15330
Campylobacterales_bacterium_SZUA-1327|SZUA-1327_00298	K00134	[EC:1.2.1.12]	GAPDH, gapA	glyceraldehyde 3-phosphate dehydrogenase	05C17@bactNOG,0GAIN@delNOG,0I2JY@eproNOG,16PMS@proNOG,COG0057@NOG	Glyceraldehyde-3-phosphate dehydrogenase			SZUA-1327_47:c(7513..8514)	Glyceraldehyde-3-phosphate dehydrogenase 1	K00134	K00134	K00134	K00134	K03472
Campylobacterales_bacterium_SZUA-1327|SZUA-1327_00299	K00177	[EC:1.2.7.3]	korC, oorC	2-oxoglutarate ferredoxin oxidoreductase subunit gamma	08ZHB@bactNOG,0GCIF@delNOG,0I2TQ@eproNOG,1782X@proNOG,COG1014@NOG	2-oxoglutarate-acceptor oxidoreductase subunit OorC			SZUA-1327_47:c(8700..9266)	NADH-dependent phenylglyoxylate dehydrogenase subunit gamma	K00177	K00177		K00177	K04090
Campylobacterales_bacterium_SZUA-1327|SZUA-1327_00300	K00175	[EC:1.2.7.3][EC:1.2.7.11]	korB, oorB, oforB	2-oxoglutarate/2-oxoacid ferredoxin oxidoreductase subunit beta	05DQU@bactNOG,0GBGW@delNOG,0I2VF@eproNOG,16QSW@proNOG,COG1013@NOG	2-oxoglutarate-acceptor oxidoreductase subunit OorB			SZUA-1327_47:c(9276..10133)	2-oxoglutarate oxidoreductase subunit KorB	K00175	K00175	K00175	K00175	K19071
Campylobacterales_bacterium_SZUA-1327|SZUA-1327_00301	K00174	[EC:1.2.7.3][EC:1.2.7.11]	korA, oorA, oforA	2-oxoglutarate/2-oxoacid ferredoxin oxidoreductase subunit alpha	05DI2@bactNOG,0GBHN@delNOG,0I2SX@eproNOG,16RHS@proNOG,COG0674@NOG	2-oxoglutarate-acceptor oxidoreductase subunit OorA			SZUA-1327_47:c(10136..11287)	2-oxoglutarate oxidoreductase subunit KorA	K00174	K00174		K00174	K19070
Campylobacterales_bacterium_SZUA-1327|SZUA-1327_00302	K00176	[EC:1.2.7.3]	korD, oorD	2-oxoglutarate ferredoxin oxidoreductase subunit delta	08398@bactNOG,0GFI5@delNOG,0I46D@eproNOG,17G2B@proNOG,COG1146@NOG	2-oxoglutarate-acceptor oxidoreductase subunit oord			SZUA-1327_47:c(11296..11610)	NAD(P)H-quinone oxidoreductase subunit I, chloroplastic	K00176	K00176	K00176	K00176	K20449
Campylobacterales_bacterium_SZUA-1327|SZUA-1327_00303	K02237		comEA	competence protein ComEA	085DK@bactNOG,0GH4S@delNOG,0I4MF@eproNOG,16XIY@proNOG,COG1555@NOG	competence protein comea			SZUA-1327_47:c(11762..12049)	ComE operon protein 1	K02237	K02237		K02237	K02237
Campylobacterales_bacterium_SZUA-1327|SZUA-1327_00304	K01155	[EC:3.1.21.4]	E3.1.21.4	type II restriction enzyme	08KY3@bactNOG,0ZIH9@NOG	Eco47II restriction endonuclease			SZUA-1327_47:c(12093..12500)	hypothetical protein	K01155			K01155	
Campylobacterales_bacterium_SZUA-1327|SZUA-1327_00305	K01155	[EC:3.1.21.4]	E3.1.21.4	type II restriction enzyme	08KY3@bactNOG,0ZIH9@NOG	Eco47II restriction endonuclease			SZUA-1327_47:c(12497..12850)	hypothetical protein	K01155			K01155	
Campylobacterales_bacterium_SZUA-1327|SZUA-1327_00306	K00558	[EC:2.1.1.37]	DNMT1, dcm	DNA (cytosine-5)-methyltransferase 1	05DVF@bactNOG,1CA8U@tenNOG,COG0270@NOG	cytosine-specific methyltransferase			SZUA-1327_47:c(12822..13859)	Modification methylase HaeIII	K00558	K00558	K00558	K00558	K00558
Campylobacterales_bacterium_SZUA-1327|SZUA-1327_00307	K18284	[EC:3.2.2.9][EC:3.2.2.30]	K18284	adenosylhomocysteine/aminodeoxyfutalosine nucleosidase	05DUF@bactNOG,0GBYM@delNOG,0I2V7@eproNOG,16TS3@proNOG,COG0775@NOG	5'-methylthioadenosine S-adenosylhomocysteine nucleosidase			SZUA-1327_47:13919..14611	Aminodeoxyfutalosine nucleosidase	K18284	K18284	K18284	K01243	K18284
Campylobacterales_bacterium_SZUA-1327|SZUA-1327_00308	K01658	[EC:4.1.3.27]	trpG	anthranilate synthase component II	05DDQ@bactNOG,0GCPE@delNOG,0I31H@eproNOG,16QG1@proNOG,COG0512@NOG	anthranilate synthase component ii			SZUA-1327_47:14614..15186	Anthranilate synthase component 2	K01658	K01658		K01658	K21175
Campylobacterales_bacterium_SZUA-1327|SZUA-1327_00309	K04485		radA, sms	DNA repair protein RadA/Sms	05DNJ@bactNOG,0GAJ2@delNOG,0I2GK@eproNOG,16PQE@proNOG,COG1066@NOG	May play a role in the repair of endogenous alkylation damage (By similarity)			SZUA-1327_47:c(15187..16521)	DNA repair protein RadA	K04485	K04485		K04485	K04485
Campylobacterales_bacterium_SZUA-1327|SZUA-1327_00310	K01945	[EC:6.3.4.13]	purD	phosphoribosylamine---glycine ligase	05C12@bactNOG,0GAP8@delNOG,0I2P2@eproNOG,16PVE@proNOG,COG0151@NOG	Phosphoribosylglycinamide synthetase			SZUA-1327_47:c(16505..17794)	Phosphoribosylamine--glycine ligase	K01945	K01945	K01945	K01945	K13713
Campylobacterales_bacterium_SZUA-1327|SZUA-1327_00311	K01633	[EC:4.1.2.25][EC:5.1.99.8][EC:1.13.11.81]	folB	7,8-dihydroneopterin aldolase/epimerase/oxygenase	060Z3@bactNOG,0GGQ6@delNOG,0I4E3@eproNOG,17NU8@proNOG,COG1539@NOG	dihydroneopterin aldolase			SZUA-1327_48:198..530	Dihydroneopterin aldolase	K01633			K01633	K13940
Campylobacterales_bacterium_SZUA-1327|SZUA-1327_00312					08PH6@bactNOG,0GC20@delNOG,0I359@eproNOG,0XTGW@NOG,16QND@proNOG				SZUA-1327_48:523..2040	hypothetical protein					
Campylobacterales_bacterium_SZUA-1327|SZUA-1327_00313	K04759		feoB	ferrous iron transport protein B	05CE1@bactNOG,0GB1M@delNOG,0I2U1@eproNOG,16PTK@proNOG,COG0370@NOG	ferrous iron transport protein			SZUA-1327_48:c(2029..4089)	Fe(2+) transporter FeoB	K04759	K04759	K04759	K04759	K04759
Campylobacterales_bacterium_SZUA-1327|SZUA-1327_00314	K04758		feoA	ferrous iron transport protein A	07FII@bactNOG,0GR2Y@delNOG,0I4MY@eproNOG,0ZIZA@NOG,18AB3@proNOG	feoa family			SZUA-1327_48:c(4073..4321)	hypothetical protein	K04758			K04758	
Campylobacterales_bacterium_SZUA-1327|SZUA-1327_00315	K03100	[EC:3.4.21.89]	lepB	signal peptidase I	05C3F@bactNOG,0GBPH@delNOG,0I37Y@eproNOG,16PF2@proNOG,COG0681@NOG	signal peptidase i			SZUA-1327_48:c(4305..5084)	Signal peptidase I	K03100	K03100		K03100	K03100
Campylobacterales_bacterium_SZUA-1327|SZUA-1327_00316	K01491	[EC:1.5.1.5][EC:3.5.4.9]	folD	methylenetetrahydrofolate dehydrogenase (NADP+) / methenyltetrahydrofolate cyclohydrolase	05CN0@bactNOG,0GAJQ@delNOG,0I2H9@eproNOG,16QKC@proNOG,COG0190@NOG	Catalyzes the oxidation of 5,10- methylenetetrahydrofolate to 5,10-methenyltetrahydrofolate and then the hydrolysis of 5,10-methenyltetrahydrofolate to 10- formyltetrahydrofolate (By similarity)			SZUA-1327_48:c(5085..5918)	Bifunctional protein FolD protein	K01491	K01491	K01491	K01491	K01491
Campylobacterales_bacterium_SZUA-1327|SZUA-1327_00317	K00769	[EC:2.4.2.22]	gpt	xanthine phosphoribosyltransferase	05K9M@bactNOG,0GER0@delNOG,0I43B@eproNOG,16WCQ@proNOG,COG2236@NOG	phosphoribosyltransferase			SZUA-1327_48:c(5968..6423)	Xanthine phosphoribosyltransferase	K00769	K00769		K00769	K19836
Campylobacterales_bacterium_SZUA-1327|SZUA-1327_00318									SZUA-1327_48:c(6414..7505)	hypothetical protein					
Campylobacterales_bacterium_SZUA-1327|SZUA-1327_00319									SZUA-1327_48:c(7444..7818)	hypothetical protein					
Campylobacterales_bacterium_SZUA-1327|SZUA-1327_00320									SZUA-1327_49:30..1451	hypothetical protein					
Campylobacterales_bacterium_SZUA-1327|SZUA-1327_00321	K06603		flaG	flagellar protein FlaG	05VFY@bactNOG,0GHBP@delNOG,0I4CS@eproNOG,17MRF@proNOG,COG1334@NOG	flagellar protein FlaG			SZUA-1327_49:1491..1895	hypothetical protein	K06603			K06603	K06603
Campylobacterales_bacterium_SZUA-1327|SZUA-1327_00322	K00075	[EC:1.3.1.98]	murB	UDP-N-acetylmuramate dehydrogenase	05D4A@bactNOG,0GE56@delNOG,0I39X@eproNOG,16QW4@proNOG,COG0812@NOG	Cell wall formation (By similarity)			SZUA-1327_50:c(220..1011)	UDP-N-acetylenolpyruvoylglucosamine reductase	K00075	K00075		K00075	K00075
Campylobacterales_bacterium_SZUA-1327|SZUA-1327_00323	K00764	[EC:2.4.2.14]	purF, PPAT	amidophosphoribosyltransferase	05CBA@bactNOG,0GB0T@delNOG,0I2HQ@eproNOG,16PS6@proNOG,COG0034@NOG	Glutamine phosphoribosylpyrophosphate amidotransferase			SZUA-1327_50:c(1001..2386)	Amidophosphoribosyltransferase	K00764	K00764		K00764	K00764
Campylobacterales_bacterium_SZUA-1327|SZUA-1327_00324	K00821	[EC:2.6.1.11][EC:2.6.1.17]	argD	acetylornithine/N-succinyldiaminopimelate aminotransferase	05C8Y@bactNOG,0GAYG@delNOG,0I33J@eproNOG,16Q45@proNOG,COG4992@NOG	acetylornithine aminotransferase			SZUA-1327_50:c(2376..3545)	Acetylornithine aminotransferase	K00821	K00821		K00818	K21778
Campylobacterales_bacterium_SZUA-1327|SZUA-1327_00325	K03406		mcp	methyl-accepting chemotaxis protein	07V4J@bactNOG,0GBTP@delNOG,0I2SU@eproNOG,16V2R@proNOG,COG0840@NOG	Methyl-accepting chemotaxis			SZUA-1327_50:c(3514..4692)	Putative methyl-accepting chemotaxis protein YoaH	K03406	K03406		K03406	K19691
Campylobacterales_bacterium_SZUA-1327|SZUA-1327_00326	K00641	[EC:2.3.1.31]	metX	homoserine O-acetyltransferase	05DWV@bactNOG,0GB2J@delNOG,0I2YU@eproNOG,16PN6@proNOG,COG2021@NOG	homoserine o-acetyltransferase (EC 2.3.1.31)			SZUA-1327_51:c(74..1189)	Homoserine O-acetyltransferase	K00641	K00641	K00641	K00641	K19726
Campylobacterales_bacterium_SZUA-1327|SZUA-1327_00327	K19997	[EC:5.1.3.26]	gnu	GlcNAc-P-P-Und epimerase	07W7F@bactNOG,COG0451@NOG	Male sterility protein			SZUA-1327_51:c(1232..2206)	N-acetyl-alpha-D-glucosaminyl-diphospho-ditrans, octacis-undecaprenol 4-epimerase	K19997	K19997		K19997	K22025
Campylobacterales_bacterium_SZUA-1327|SZUA-1327_00328	K03271	[EC:5.3.1.28]	gmhA, lpcA	D-sedoheptulose 7-phosphate isomerase	05F55@bactNOG,0GDV4@delNOG,0I3P5@eproNOG,16PM7@proNOG,COG0279@NOG	Catalyzes the isomerization of sedoheptulose 7-phosphate in D-glycero-D-manno-heptose 7-phosphate (By similarity)			SZUA-1327_51:c(2203..2769)	Phosphoheptose isomerase 1	K03271	K03271		K03271	K12961
Campylobacterales_bacterium_SZUA-1327|SZUA-1327_00329	K15353		sspH2	E3 ubiquitin-protein ligase SspH2	073FT@bactNOG,COG4886@NOG	Leucine-rich repeAt			SZUA-1327_52:147..683	E3 ubiquitin-protein ligase ipaH9.8	K15353				K15353
Campylobacterales_bacterium_SZUA-1327|SZUA-1327_00330	K06942		ychF	ribosome-binding ATPase	05C3G@bactNOG,0GAVF@delNOG,0I2JI@eproNOG,16QF1@proNOG,COG0012@NOG	GTP-binding protein			SZUA-1327_52:c(680..1780)	Ribosome-binding ATPase YchF	K06942	K06942	K06942	K06942	K19788
Campylobacterales_bacterium_SZUA-1327|SZUA-1327_00331	K07058		K07058	membrane protein	07YBA@bactNOG,0GCI0@delNOG,0I3MG@eproNOG,16W25@proNOG,COG1295@NOG	ribonuclease bn			SZUA-1327_52:1845..2651	hypothetical protein	K07058	K07058		K07058	K07058
Campylobacterales_bacterium_SZUA-1327|SZUA-1327_00332					06YIE@bactNOG,0GPI0@delNOG,0I5PD@eproNOG,0YUC3@NOG,184KZ@proNOG				SZUA-1327_52:c(2667..3050)	hypothetical protein					
Campylobacterales_bacterium_SZUA-1327|SZUA-1327_00333	K01462	[EC:3.5.1.88]	PDF, def	peptide deformylase	08Z02@bactNOG,0GDVW@delNOG,0I3NR@eproNOG,179MN@proNOG,COG0242@NOG	Removes the formyl group from the N-terminal Met of newly synthesized proteins. Requires at least a dipeptide for an efficient rate of reaction. N-terminal L-methionine is a prerequisite for activity but the enzyme has broad specificity at other positions (By similarity)			SZUA-1327_52:3176..3691	Peptide deformylase 1	K01462	K01462		K01462	K01462
Campylobacterales_bacterium_SZUA-1327|SZUA-1327_00334	K11755	[EC:3.6.1.31][EC:3.5.4.19]	hisIE	phosphoribosyl-ATP pyrophosphohydrolase / phosphoribosyl-AMP cyclohydrolase	05K8F@bactNOG,0GBPI@delNOG,0I367@eproNOG,16SFP@proNOG,COG0139@NOG,COG0140@NOG	phosphoribosyl-amp cyclohydrolase			SZUA-1327_52:3675..4358	Phosphoribosyl-AMP cyclohydrolase	K11755	K11755		K01496	K14152
Campylobacterales_bacterium_SZUA-1327|SZUA-1327_00335					06AFH@bactNOG,0GISP@delNOG,0I4PZ@eproNOG,0XUKW@NOG,17TC3@proNOG	integral membrane protein			SZUA-1327_52:4351..4947	hypothetical protein					
Campylobacterales_bacterium_SZUA-1327|SZUA-1327_00336					06PN2@bactNOG,0QKDY@gproNOG,0XQ4U@NOG,16R8I@proNOG	(Lipo)protein			SZUA-1327_52:4922..6238	hypothetical protein					
Campylobacterales_bacterium_SZUA-1327|SZUA-1327_00337	K00057	[EC:1.1.1.94]	gpsA	glycerol-3-phosphate dehydrogenase (NAD(P)+)	05CSF@bactNOG,0GAWP@delNOG,0I321@eproNOG,16QXB@proNOG,COG0240@NOG	NAD(P)H-dependent glycerol-3-phosphate dehydrogenase			SZUA-1327_52:6235..7122	Glycerol-3-phosphate dehydrogenase [NAD(P)+]	K00057	K00057		K00057	K00057
Campylobacterales_bacterium_SZUA-1327|SZUA-1327_00338	K07058		K07058	membrane protein	07YBA@bactNOG,0GCI0@delNOG,0I3MG@eproNOG,16W25@proNOG,COG1295@NOG	ribonuclease bn			SZUA-1327_52:7119..7901	hypothetical protein	K07058	K07058		K07058	K07058
Campylobacterales_bacterium_SZUA-1327|SZUA-1327_00339					06YIE@bactNOG,0GPI0@delNOG,0I5PD@eproNOG,0YUC3@NOG,184KZ@proNOG				SZUA-1327_52:c(7929..8315)	hypothetical protein					
Campylobacterales_bacterium_SZUA-1327|SZUA-1327_00340					08QUX@bactNOG,0GD59@delNOG,0I3D1@eproNOG,0ZS4H@NOG,175QK@proNOG				SZUA-1327_53:101..802	hypothetical protein					
Campylobacterales_bacterium_SZUA-1327|SZUA-1327_00341	K11749	[EC:3.4.24.-]	rseP	regulator of sigma E protease	05DZP@bactNOG,0GB8P@delNOG,0I2N0@eproNOG,16RU4@proNOG,COG0750@NOG	Membrane-associated zinc metalloprotease			SZUA-1327_53:804..1856	Regulator of sigma-W protease RasP	K11749	K11749	K11749	K11749	K11749
Campylobacterales_bacterium_SZUA-1327|SZUA-1327_00342	K02340	[EC:2.7.7.7]	holA	DNA polymerase III subunit delta	08VMB@bactNOG,0GE76@delNOG,0I3TM@eproNOG,1769A@proNOG,COG1466@NOG	DNA polymerase III subunit delta'			SZUA-1327_53:c(1845..2750)	hypothetical protein	K02340			K02340	K02340
Campylobacterales_bacterium_SZUA-1327|SZUA-1327_00343									SZUA-1327_53:c(2810..3169)	hypothetical protein					
Campylobacterales_bacterium_SZUA-1327|SZUA-1327_00344	K00812	[EC:2.6.1.1]	aspB	aspartate aminotransferase	05CHM@bactNOG,0GAQT@delNOG,0I2PY@eproNOG,16PWZ@proNOG,COG0436@NOG	Aspartate aminotransferase			SZUA-1327_53:c(3166..4335)	Aspartate aminotransferase	K00812	K00812	K00812	K00812	K20615
Campylobacterales_bacterium_SZUA-1327|SZUA-1327_00345	K02386		flgA	flagella basal body P-ring formation protein FlgA	05VT5@bactNOG,0GGP5@delNOG,0I4AC@eproNOG,17R0D@proNOG,COG1261@NOG	flagellar basal body P-ring biosynthesis protein			SZUA-1327_53:c(4387..5253)	hypothetical protein	K02386		K02386	K02386	K02386
Campylobacterales_bacterium_SZUA-1327|SZUA-1327_00347	K03530		hupB	DNA-binding protein HU-beta	0841J@bactNOG,0GRVU@delNOG,0I41F@eproNOG,16WU7@proNOG,COG0776@NOG	DNA-binding protein Hu			SZUA-1327_53:c(5410..5739)	DNA-binding protein HU	K03530	K03530		K03530	K05788
Campylobacterales_bacterium_SZUA-1327|SZUA-1327_00348	K14575		AFG2, DRG1, SPATA5	AAA family ATPase	05FEE@bactNOG,0GB54@delNOG,0I2MZ@eproNOG,16QTT@proNOG,COG0464@NOG	Aaa family atpase			SZUA-1327_54:23..196	hypothetical protein	K14575				K14575
Campylobacterales_bacterium_SZUA-1327|SZUA-1327_00349									SZUA-1327_54:201..620	hypothetical protein					
Campylobacterales_bacterium_SZUA-1327|SZUA-1327_00350									SZUA-1327_54:c(597..959)	hypothetical protein					
Campylobacterales_bacterium_SZUA-1327|SZUA-1327_00351									SZUA-1327_55:431..790	hypothetical protein					
Campylobacterales_bacterium_SZUA-1327|SZUA-1327_00352	K03216	[EC:2.1.1.207]	trmL, cspR	tRNA (cytidine/uridine-2'-O-)-methyltransferase	08UIQ@bactNOG,0GDY5@delNOG,0I3PJ@eproNOG,179ME@proNOG,COG0219@NOG	Methylates the ribose at the nucleotide 34 wobble position in the two leucyl isoacceptors tRNA(Leu)(CmAA) and tRNA(Leu)(cmnm5UmAA). Catalyzes the methyl transfer from S- adenosyl-L-methionine to the 2'-OH of the wobble nucleotide (By similarity)			SZUA-1327_55:c(741..1208)	tRNA (cytidine(34)-2'-O)-methyltransferase	K03216	K03216		K00566	K03216
Campylobacterales_bacterium_SZUA-1327|SZUA-1327_00353	K00053	[EC:1.1.1.86]	ilvC	ketol-acid reductoisomerase	05C6M@bactNOG,0GB1B@delNOG,0I2XW@eproNOG,16PIU@proNOG,COG0059@NOG	Alpha-keto-beta-hydroxylacyl reductoisomerase			SZUA-1327_55:1264..2286	Ketol-acid reductoisomerase (NADP(+))	K00053	K00053	K00053	K00053	K00053
Campylobacterales_bacterium_SZUA-1327|SZUA-1327_00354	K03609		minD	septum site-determining protein MinD	07QMS@bactNOG,0GARS@delNOG,0I2PU@eproNOG,16Q57@proNOG,COG2894@NOG	site-determining protein			SZUA-1327_55:2332..3141	Septum site-determining protein MinD	K03609	K03609	K03609	K03609	K03609
Campylobacterales_bacterium_SZUA-1327|SZUA-1327_00355	K03608		minE	cell division topological specificity factor	084TB@bactNOG,0GHDV@delNOG,0I4G0@eproNOG,16X60@proNOG,COG0851@NOG	Prevents the cell division inhibition by proteins MinC and MinD at internal division sites while permitting inhibition at polar sites. This ensures cell division at the proper site by restricting the formation of a division septum at the midpoint of the long axis of the cell (By similarity)			SZUA-1327_55:3141..3437	Cell division topological specificity factor	K03608	K03608		K03608	K03608
Campylobacterales_bacterium_SZUA-1327|SZUA-1327_00356	K09798		K09798	uncharacterized protein	05PXI@bactNOG,0GE2G@delNOG,0I3R2@eproNOG,16TTQ@proNOG,COG2861@NOG	Divergent polysaccharide deacetylase			SZUA-1327_55:3397..4371	hypothetical protein	K09798	K09798		K09798	K09798
Campylobacterales_bacterium_SZUA-1327|SZUA-1327_00357									SZUA-1327_55:c(4368..5303)	hypothetical protein					
Campylobacterales_bacterium_SZUA-1327|SZUA-1327_00358	K01783	[EC:5.1.3.1]	rpe, RPE	ribulose-phosphate 3-epimerase	05DJV@bactNOG,0GBWJ@delNOG,0I2X4@eproNOG,16PI5@proNOG,COG0036@NOG	Ribulose-phosphate 3-epimerase			SZUA-1327_55:c(5300..5938)	Ribulose-phosphate 3-epimerase	K01783	K01783		K01783	K17195
Campylobacterales_bacterium_SZUA-1327|SZUA-1327_00359					05E3D@bactNOG,0GH51@delNOG,0I4FU@eproNOG,0XQKS@NOG,16RQ2@proNOG				SZUA-1327_55:6033..7424	Chromosome partition protein Smc					
