#Protein ID	KO	EC	KO protein ID	KO protein name	eggNOG OG	eggNOG HMM Desc.	nr annotation	nr phylogenetic assignment	genome position	Prokka annotation	KO (4 intergrated)	GhostKOALA KO	KAAS KO	eggNOG KO (1st)	eggNOG COG transferred KO
Campylobacterales_bacterium_SZUA-1433|SZUA-1433_00001					05PN5@bactNOG,0FMVY@cyaNOG,11YV8@NOG	Aldolase_II			SZUA-1433_1:82..522	Methylthioribulose-1-phosphate dehydratase					
Campylobacterales_bacterium_SZUA-1433|SZUA-1433_00682					083BD@bactNOG,0D10G@chlNOG,0ZX4N@NOG				SZUA-1433_125:c(2391..4913)	Protease 1					
Campylobacterales_bacterium_SZUA-1433|SZUA-1433_00683					067J0@bactNOG,0GIYD@delNOG,0I4EF@eproNOG,12C39@NOG,17QHA@proNOG	domain protein			SZUA-1433_126:c(451..738)	hypothetical protein					
Campylobacterales_bacterium_SZUA-1433|SZUA-1433_00684	K07710	[EC:2.7.13.3]	atoS	two-component system, NtrC family, sensor histidine kinase AtoS	08EIR@bactNOG,0GSF8@delNOG,0I65U@eproNOG,170Y9@proNOG,COG0642@NOG	Histidine kinase			SZUA-1433_126:c(714..1709)	Sensor protein ZraS	K07710		K07710	K02482	K20975
Campylobacterales_bacterium_SZUA-1433|SZUA-1433_00685	K06921		K06921	uncharacterized protein	07V7N@bactNOG,0GFAK@delNOG,0I45J@eproNOG,174YJ@proNOG,COG1672@NOG	Archaea bacterial proteins of unknown function			SZUA-1433_126:c(1702..2565)	hypothetical protein	K06921	K06921		K06921	K06921
Campylobacterales_bacterium_SZUA-1433|SZUA-1433_00686	K07042		ybeY, yqfG	probable rRNA maturation factor	080V7@bactNOG,0GFRY@delNOG,0I43H@eproNOG,16WXK@proNOG,COG0319@NOG	Single strand-specific metallo-endoribonuclease involved in late-stage 70S ribosome quality control and in maturation of the 3' terminus of the 16S rRNA (By similarity)			SZUA-1433_126:2641..3057	Endoribonuclease YbeY	K07042	K07042		K07042	K07042
Campylobacterales_bacterium_SZUA-1433|SZUA-1433_00687									SZUA-1433_126:c(3150..3566)	hypothetical protein					
Campylobacterales_bacterium_SZUA-1433|SZUA-1433_00688					05BZU@bactNOG,0GB41@delNOG,0XNMH@NOG,18A4X@proNOG	Histidine kinase			SZUA-1433_127:721..2238	Sensor protein FixL					
Campylobacterales_bacterium_SZUA-1433|SZUA-1433_00689	K03688		ubiB, aarF	ubiquinone biosynthesis protein	05CNK@bactNOG,0GBX7@delNOG,0I32T@eproNOG,16PNI@proNOG,COG0661@NOG	ABC transporter			SZUA-1433_127:c(2228..3778)	hypothetical protein	K03688			K03688	K03688
Campylobacterales_bacterium_SZUA-1433|SZUA-1433_00690	K06888		K06888	uncharacterized protein	05C7Z@bactNOG,0GB6C@delNOG,0I2KJ@eproNOG,16QZG@proNOG,COG1331@NOG	Pfam:DUF255			SZUA-1433_127:3885..5855	hypothetical protein	K06888	K06888		K06888	K06888
Campylobacterales_bacterium_SZUA-1433|SZUA-1433_00691	K00508	[EC:1.14.19.3]	E1.14.19.3	linoleoyl-CoA desaturase	05DV5@bactNOG,0GC15@delNOG,16ZBJ@proNOG,COG3239@NOG	fatty acid desaturase family protein			SZUA-1433_127:5925..7085	NADPH-dependent stearoyl-CoA 9-desaturase	K00508			K00508	K10255
Campylobacterales_bacterium_SZUA-1433|SZUA-1433_00692					04WWT@bacNOG,05VWA@bactNOG,0NNW5@firmNOG,COG4895@NOG	Uncharacterized conserved protein (DUF2196)			SZUA-1433_127:7454..7648	hypothetical protein					
Campylobacterales_bacterium_SZUA-1433|SZUA-1433_00693	K09768		K09768	uncharacterized protein	08UPT@bactNOG,0GEQ9@delNOG,0I3MJ@eproNOG,179V4@proNOG,COG1671@NOG	UPF0178 protein			SZUA-1433_127:7645..8094	hypothetical protein	K09768	K09768		K09768	K09768
Campylobacterales_bacterium_SZUA-1433|SZUA-1433_00694					08HNQ@bactNOG,09JMT@bctoNOG,10WIF@NOG,1AKH5@sphNOG	peptidase M12A astacin			SZUA-1433_127:8161..8952	hypothetical protein					
Campylobacterales_bacterium_SZUA-1433|SZUA-1433_00695					07NA1@bactNOG,0FR34@cyaNOG,COG3021@NOG	Endonuclease/Exonuclease/phosphatase family			SZUA-1433_128:c(563..1333)	hypothetical protein					
Campylobacterales_bacterium_SZUA-1433|SZUA-1433_00696	K06131	[EC:2.7.8.-]	clsA_B	cardiolipin synthase A/B	07RZC@bactNOG,0GC17@delNOG,0I3WT@eproNOG,16QBC@proNOG,COG1502@NOG	Phospholipase			SZUA-1433_128:c(1343..2746)	Major cardiolipin synthase ClsA	K06131	K06131		K06131	K17717
Campylobacterales_bacterium_SZUA-1433|SZUA-1433_00697					05THR@bactNOG,0GG9M@delNOG,0I44F@eproNOG,11X3H@NOG,181EA@proNOG	Protein of unknown function DUF86			SZUA-1433_128:c(2768..3055)	hypothetical protein					
Campylobacterales_bacterium_SZUA-1433|SZUA-1433_00698					06SPG@bactNOG,0GN0M@delNOG,0I5BU@eproNOG,0YJU8@NOG,180YM@proNOG				SZUA-1433_129:c(34..309)	hypothetical protein					
Campylobacterales_bacterium_SZUA-1433|SZUA-1433_00699					08ZKV@bactNOG,0GGJ1@delNOG,0I495@eproNOG,11WSM@NOG,17H9T@proNOG	Inherit from proNOG: Domain of unknown function DUF302			SZUA-1433_129:c(682..1263)	hypothetical protein					
Campylobacterales_bacterium_SZUA-1433|SZUA-1433_00700					05XFW@bactNOG,0GIZX@delNOG,12CNV@NOG,17U13@proNOG	transposase			SZUA-1433_129:1648..1839	hypothetical protein					
Campylobacterales_bacterium_SZUA-1433|SZUA-1433_00701	K02959		RP-S16, MRPS16, rpsP	small subunit ribosomal protein S16	05K5M@bactNOG,0GHI7@delNOG,0I438@eproNOG,17FHF@proNOG,COG0228@NOG	30S ribosomal protein s16			SZUA-1433_130:c(224..454)	30S ribosomal protein S16	K02959	K02959	K02959	K02959	K02959
Campylobacterales_bacterium_SZUA-1433|SZUA-1433_00702	K03106	[EC:3.6.5.4]	SRP54, ffh	signal recognition particle subunit SRP54	05CB9@bactNOG,0GAJ3@delNOG,0I2GM@eproNOG,16Q52@proNOG,COG0541@NOG	Involved in targeting and insertion of nascent membrane proteins into the cytoplasmic membrane. Binds to the hydrophobic signal sequence of the ribosome-nascent chain (RNC) as it emerges from the ribosomes. The SRP-RNC complex is then targeted to the cytoplasmic membrane where it interacts with the SRP receptor FtsY. Interaction with FtsY leads to the transfer of the RNC complex to the Sec translocase for insertion into the membrane, the hydrolysis of GTP by both Ffh and FtsY, and the dissociation of the SRP-FtsY complex into the individual components (By similarity)			SZUA-1433_130:c(624..1967)	Signal recognition particle protein	K03106	K03106	K03106	K03106	K03106
Campylobacterales_bacterium_SZUA-1433|SZUA-1433_00703	K01537	[EC:3.6.3.8]	E3.6.3.8	Ca2+-transporting ATPase	02EJB@aquNOG,05C52@bactNOG,COG0474@NOG	ATPase, P-type (transporting), HAD superfamily, subfamily IC			SZUA-1433_131:c(150..1016)	Calcium-transporting ATPase 1	K01537	K01537		K01537	K14951
Campylobacterales_bacterium_SZUA-1433|SZUA-1433_00704	K00764	[EC:2.4.2.14]	purF, PPAT	amidophosphoribosyltransferase	05CBA@bactNOG,0GB0T@delNOG,0I2HQ@eproNOG,16PS6@proNOG,COG0034@NOG	Glutamine phosphoribosylpyrophosphate amidotransferase			SZUA-1433_131:c(1040..2377)	Amidophosphoribosyltransferase	K00764	K00764		K00764	K00764
Campylobacterales_bacterium_SZUA-1433|SZUA-1433_00705	K00215	[EC:1.17.1.8]	dapB	4-hydroxy-tetrahydrodipicolinate reductase	05DUK@bactNOG,0GC1N@delNOG,0I38F@eproNOG,16RQV@proNOG,COG0289@NOG	Catalyzes the conversion of 4-hydroxy- tetrahydrodipicolinate (HTPA) to tetrahydrodipicolinate (By similarity)			SZUA-1433_131:c(2386..3153)	4-hydroxy-tetrahydrodipicolinate reductase	K00215	K00215	K00215	K00215	K00215
Campylobacterales_bacterium_SZUA-1433|SZUA-1433_00706	K00384	[EC:1.8.1.9]	trxB, TRR	thioredoxin reductase (NADPH)	05C3M@bactNOG,0GB9J@delNOG,0I3A4@eproNOG,16PJU@proNOG,COG0492@NOG	thioredoxin reductase			SZUA-1433_131:c(3175..4101)	Thioredoxin reductase	K00384	K00384	K00384	K00384	K21567
Campylobacterales_bacterium_SZUA-1433|SZUA-1433_00707					065X6@bactNOG,0GHY6@delNOG,124Y6@NOG,17MCJ@proNOG				SZUA-1433_131:c(4112..4522)	hypothetical protein					
Campylobacterales_bacterium_SZUA-1433|SZUA-1433_00708	K03671		trxA	thioredoxin 1	05K63@bactNOG,0GENA@delNOG,0I3XA@eproNOG,17FGI@proNOG,COG0526@NOG	Thioredoxin			SZUA-1433_131:c(4572..4889)	Thioredoxin	K03671	K03671	K13984	K03671	K13996
Campylobacterales_bacterium_SZUA-1433|SZUA-1433_00709									SZUA-1433_131:5092..5502	hypothetical protein					
Campylobacterales_bacterium_SZUA-1433|SZUA-1433_00710	K01867	[EC:6.1.1.2]	WARS, trpS	tryptophanyl-tRNA synthetase	05C31@bactNOG,0GAZ1@delNOG,0I3AI@eproNOG,16PPP@proNOG,COG0180@NOG	Tryptophanyl-tRNA synthetase			SZUA-1433_132:c(565..1530)	Tryptophan--tRNA ligase	K01867	K01867		K01867	K01867
Campylobacterales_bacterium_SZUA-1433|SZUA-1433_00711					07QKQ@bactNOG,099PH@bctoNOG,0FV6B@cytNOG,0XNQ9@NOG	Peptidase S8 and S53 subtilisin kexin sedolisin			SZUA-1433_132:1747..3732	Serine protease AprX					
Campylobacterales_bacterium_SZUA-1433|SZUA-1433_00712									SZUA-1433_132:c(3727..4149)	hypothetical protein					
Campylobacterales_bacterium_SZUA-1433|SZUA-1433_00713	K03596		lepA	GTP-binding protein LepA	05C4S@bactNOG,0GAJM@delNOG,0I2TV@eproNOG,16PGF@proNOG,COG0481@NOG	Required for accurate and efficient protein synthesis under certain stress conditions. May act as a fidelity factor of the translation reaction, by catalyzing a one-codon backward translocation of tRNAs on improperly translocated ribosomes. Back- translocation proceeds from a post-translocation (POST) complex to a pre-translocation (PRE) complex, thus giving elongation factor G a second chance to translocate the tRNAs correctly. Binds to ribosomes in a GTP-dependent manner (By similarity)			SZUA-1433_132:c(4289..5785)	Elongation factor 4	K03596	K03596		K03596	K03596
Campylobacterales_bacterium_SZUA-1433|SZUA-1433_00714	K03406		mcp	methyl-accepting chemotaxis protein	07V4J@bactNOG,0GBTP@delNOG,0I2SU@eproNOG,16V2R@proNOG,COG0840@NOG	Methyl-accepting chemotaxis			SZUA-1433_133:283..1197	hypothetical protein	K03406			K03406	K19691
Campylobacterales_bacterium_SZUA-1433|SZUA-1433_00715					086CP@bactNOG,11ES2@NOG				SZUA-1433_133:1208..2518	hypothetical protein					
Campylobacterales_bacterium_SZUA-1433|SZUA-1433_00716									SZUA-1433_133:2519..3184	hypothetical protein					
Campylobacterales_bacterium_SZUA-1433|SZUA-1433_00717									SZUA-1433_133:c(3294..3506)	hypothetical protein					
Campylobacterales_bacterium_SZUA-1433|SZUA-1433_00718									SZUA-1433_133:c(4113..4493)	hypothetical protein					
Campylobacterales_bacterium_SZUA-1433|SZUA-1433_00719	K01710	[EC:4.2.1.46]	E4.2.1.46, rfbB, rffG	dTDP-glucose 4,6-dehydratase	05C1B@bactNOG,0GAWH@delNOG,0I2MT@eproNOG,16QWB@proNOG,COG1088@NOG	dtdp-glucose 4,6-dehydratase			SZUA-1433_134:109..927	dTDP-glucose 4,6-dehydratase	K01710	K01710		K01710	K01710
Campylobacterales_bacterium_SZUA-1433|SZUA-1433_00720	K00957	[EC:2.7.7.4]	cysD	sulfate adenylyltransferase subunit 2	05C11@bactNOG,0GBWZ@delNOG,0I2SZ@eproNOG,16PIN@proNOG,COG0175@NOG	sulfate adenylyltransferase subunit 2 (EC 2.7.7.4)			SZUA-1433_134:917..1828	Sulfate adenylyltransferase subunit 2	K00957	K00957		K00390	K19170
Campylobacterales_bacterium_SZUA-1433|SZUA-1433_00721	K02340	[EC:2.7.7.7]	holA	DNA polymerase III subunit delta	08VMB@bactNOG,0GE76@delNOG,0I3TM@eproNOG,1769A@proNOG,COG1466@NOG	DNA polymerase III subunit delta'			SZUA-1433_135:c(2..982)	hypothetical protein	K02340	K02340		K02340	K02340
Campylobacterales_bacterium_SZUA-1433|SZUA-1433_00722	K12573	[EC:3.1.-.-]	rnr, vacB	ribonuclease R	05C40@bactNOG,0GBH7@delNOG,0I2QK@eproNOG,16PCP@proNOG,COG0557@NOG	Ribonuclease R			SZUA-1433_135:c(975..2843)	Ribonuclease R	K12573	K12573		K01147	K19782
Campylobacterales_bacterium_SZUA-1433|SZUA-1433_00723									SZUA-1433_135:c(2940..3122)	hypothetical protein					
Campylobacterales_bacterium_SZUA-1433|SZUA-1433_00724	K14645	[EC:3.4.21.-]	K14645	serine protease	0KTFR@eurNOG,COG1404@NOG,arCOG00702@arNOG	Peptidase S8 and S53 subtilisin kexin sedolisin			SZUA-1433_135:3349..4758	Calcium-dependent protease	K14645			K14645	
Campylobacterales_bacterium_SZUA-1433|SZUA-1433_00725	K01885	[EC:6.1.1.17]	EARS, gltX	glutamyl-tRNA synthetase	05C20@bactNOG,0GBWW@delNOG,0I2IA@eproNOG,16QZ8@proNOG,COG0008@NOG	Catalyzes the attachment of glutamate to tRNA(Glu) in a two-step reaction glutamate is first activated by ATP to form Glu-AMP and then transferred to the acceptor end of tRNA(Glu) (By similarity)			SZUA-1433_135:4815..6086	Glutamate--tRNA ligase	K01885	K01885		K01885	K09698
Campylobacterales_bacterium_SZUA-1433|SZUA-1433_00726	K01892	[EC:6.1.1.21]	HARS, hisS	histidyl-tRNA synthetase	05CUT@bactNOG,0GARX@delNOG,0I2TP@eproNOG,16PEA@proNOG,COG0124@NOG	histidyl-tRNA synthetase			SZUA-1433_136:19..993	Histidine--tRNA ligase	K01892	K01892		K01892	K01892
Campylobacterales_bacterium_SZUA-1433|SZUA-1433_00727	K01585	[EC:4.1.1.19]	speA	arginine decarboxylase	05DP5@bactNOG,0GBQS@delNOG,0I2II@eproNOG,16R8P@proNOG,COG1166@NOG	arginine decarboxylase			SZUA-1433_136:986..2815	Biosynthetic arginine decarboxylase	K01585	K01585		K01585	K01585
Campylobacterales_bacterium_SZUA-1433|SZUA-1433_00728	K00640	[EC:2.3.1.30]	cysE	serine O-acetyltransferase	05D7W@bactNOG,0GAV1@delNOG,0I2QT@eproNOG,16S5E@proNOG,COG1045@NOG	serine acetyltransferase			SZUA-1433_136:2825..3541	Serine acetyltransferase	K00640	K00640		K00640	K03819
Campylobacterales_bacterium_SZUA-1433|SZUA-1433_00729									SZUA-1433_136:c(3555..3983)	hypothetical protein					
Campylobacterales_bacterium_SZUA-1433|SZUA-1433_00730					05D3N@bactNOG,0GC82@delNOG,0I2TF@eproNOG,16R1U@proNOG,COG3347@NOG	Class II aldolase adducin family protein			SZUA-1433_137:32..778	hypothetical protein					
Campylobacterales_bacterium_SZUA-1433|SZUA-1433_00731									SZUA-1433_137:778..2178	hypothetical protein					
Campylobacterales_bacterium_SZUA-1433|SZUA-1433_00732	K00031	[EC:1.1.1.42]	IDH1, IDH2, icd	isocitrate dehydrogenase	05E9K@bactNOG,0GBJG@delNOG,0I355@eproNOG,16PGU@proNOG,COG2838@NOG	Isocitrate dehydrogenase			SZUA-1433_138:40..1581	Isocitrate dehydrogenase [NADP]	K00031	K00031		K00031	
Campylobacterales_bacterium_SZUA-1433|SZUA-1433_00733	K00024	[EC:1.1.1.37]	mdh	malate dehydrogenase	05C80@bactNOG,0GB7Q@delNOG,0I2Z0@eproNOG,16Q71@proNOG,COG0039@NOG	Catalyzes the reversible oxidation of malate to oxaloacetate (By similarity)			SZUA-1433_138:1589..2560	Malate dehydrogenase	K00024	K00024		K00024	K00051
Campylobacterales_bacterium_SZUA-1433|SZUA-1433_00734	K01679	[EC:4.2.1.2]	E4.2.1.2B, fumC, FH	fumarate hydratase, class II	05C9Q@bactNOG,0GAMH@delNOG,0I2KY@eproNOG,16PGI@proNOG,COG0114@NOG	fumarate hydratase class II			SZUA-1433_138:2561..3952	Fumarate hydratase class II	K01679	K01679	K01679	K01679	K01679
Campylobacterales_bacterium_SZUA-1433|SZUA-1433_00735	K02237		comEA	competence protein ComEA	085DK@bactNOG,0GH4S@delNOG,0I4MF@eproNOG,16XIY@proNOG,COG1555@NOG	competence protein comea			SZUA-1433_139:93..326	ComE operon protein 1	K02237	K02237		K02237	K02237
Campylobacterales_bacterium_SZUA-1433|SZUA-1433_00736									SZUA-1433_139:501..713	hypothetical protein					
Campylobacterales_bacterium_SZUA-1433|SZUA-1433_00737					08RFF@bactNOG,17BYX@proNOG,COG4636@NOG	Pfam:DUF820			SZUA-1433_139:c(761..1294)	hypothetical protein					
Campylobacterales_bacterium_SZUA-1433|SZUA-1433_00738	K01524	[EC:3.6.1.11][EC:3.6.1.40]	ppx-gppA	exopolyphosphatase / guanosine-5'-triphosphate,3'-diphosphate pyrophosphatase	08TY8@bactNOG,0GD6Z@delNOG,0I31Z@eproNOG,1798M@proNOG,COG0248@NOG	phosphatase			SZUA-1433_140:593..1462	Exopolyphosphatase 2	K01524	K01524		K01524	K01524
Campylobacterales_bacterium_SZUA-1433|SZUA-1433_00739	K21470		ycbB	L,D-transpeptidase YcbB	05DIT@bactNOG,0GCJ8@delNOG,0I3FI@eproNOG,16R47@proNOG,COG2989@NOG	Putative peptidoglycan binding domain			SZUA-1433_140:1512..3230	hypothetical protein	K21470	K21470			K21470
Campylobacterales_bacterium_SZUA-1433|SZUA-1433_00740					05EAQ@bactNOG,0QJZF@gproNOG,16SQV@proNOG,COG3108@NOG	exported protein			SZUA-1433_140:3315..3893	hypothetical protein					
Campylobacterales_bacterium_SZUA-1433|SZUA-1433_00741	K03634		lolA	outer membrane lipoprotein carrier protein	05ZGC@bactNOG,0GGXK@delNOG,0I4BC@eproNOG,17KI8@proNOG,COG2834@NOG	lipoprotein carrier protein			SZUA-1433_140:c(3911..4435)	Outer-membrane lipoprotein carrier protein	K03634			K03634	K03634
Campylobacterales_bacterium_SZUA-1433|SZUA-1433_00742	K03070		secA	preprotein translocase subunit SecA	05CI6@bactNOG,0GAXQ@delNOG,0I30W@eproNOG,16PFC@proNOG,COG0653@NOG	Part of the Sec protein translocase complex. Interacts with the SecYEG preprotein conducting channel. Has a central role in coupling the hydrolysis of ATP to the transfer of proteins into and across the cell membrane, serving as an ATP-driven molecular motor driving the stepwise translocation of polypeptide chains across the membrane (By similarity)			SZUA-1433_140:4547..7168	Protein translocase subunit SecA	K03070	K03070	K03070	K03070	K03070
Campylobacterales_bacterium_SZUA-1433|SZUA-1433_00743	K03407	[EC:2.7.13.3]	cheA	two-component system, chemotaxis family, sensor kinase CheA	05BZU@bactNOG,0QHSC@gproNOG,0XNMH@NOG,16PBK@proNOG	Histidine kinase			SZUA-1433_141:36..692	Riboflavin-binding protein RibY	K03407			K03407	
Campylobacterales_bacterium_SZUA-1433|SZUA-1433_00744									SZUA-1433_141:920..1324	hypothetical protein					
Campylobacterales_bacterium_SZUA-1433|SZUA-1433_00745									SZUA-1433_142:3..203	hypothetical protein					
Campylobacterales_bacterium_SZUA-1433|SZUA-1433_00746	K12251	[EC:3.5.1.53]	aguB	N-carbamoylputrescine amidase	05CQP@bactNOG,0GBGE@delNOG,0I2ME@eproNOG,16R0U@proNOG,COG0388@NOG	hydrolase			SZUA-1433_143:c(550..1422)	N-carbamoyl-D-amino acid hydrolase	K12251	K12251	K12251	K12251	K20806
Campylobacterales_bacterium_SZUA-1433|SZUA-1433_00747	K00796	[EC:2.5.1.15]	folP	dihydropteroate synthase	05EEI@bactNOG,0GAR7@delNOG,0I2M5@eproNOG,16QUG@proNOG,COG0294@NOG	dihydropteroate synthase			SZUA-1433_143:c(1419..2564)	Bifunctional dihydropteroate synthase/dihydropteroate reductase	K00796	K00796	K00796	K00796	K18974
Campylobacterales_bacterium_SZUA-1433|SZUA-1433_00748	K02341	[EC:2.7.7.7]	holB	DNA polymerase III subunit delta'	05WE9@bactNOG,0GFIS@delNOG,0I4CD@eproNOG,17KU9@proNOG,COG0470@NOG	DNA polymerase III subunit delta'			SZUA-1433_143:c(2561..3196)	hypothetical protein	K02341	K02341	K02341	K02341	K04801
Campylobacterales_bacterium_SZUA-1433|SZUA-1433_00749					09060@bactNOG,0GEZY@delNOG,0I3QJ@eproNOG,11NMV@NOG,179W4@proNOG	DNA replication regulator			SZUA-1433_143:c(3193..3750)	hypothetical protein					
Campylobacterales_bacterium_SZUA-1433|SZUA-1433_00750	K00928	[EC:2.7.2.4]	lysC	aspartate kinase	05CFH@bactNOG,0GAWY@delNOG,0I32W@eproNOG,16QRR@proNOG,COG0527@NOG	aspartate kinase EC 2.7.2.4			SZUA-1433_143:c(3760..4968)	Aspartate kinase Ask_LysC	K00928	K00928	K00928	K00928	K12526
Campylobacterales_bacterium_SZUA-1433|SZUA-1433_00751	K08311	[EC:3.6.1.-]	nudH	putative (di)nucleoside polyphosphate hydrolase	05EJF@bactNOG,0GDXQ@delNOG,0I3MH@eproNOG,16S8P@proNOG,COG0494@NOG	Accelerates the degradation of transcripts by removing pyrophosphate from the 5'-end of triphosphorylated RNA, leading to a more labile monophosphorylated state that can stimulate subsequent ribonuclease cleavage (By similarity)			SZUA-1433_143:c(4981..5454)	RNA pyrophosphohydrolase	K08311	K08311		K08311	K18568
Campylobacterales_bacterium_SZUA-1433|SZUA-1433_00752	K02495	[EC:1.3.98.3]	hemN, hemZ	oxygen-independent coproporphyrinogen III oxidase	05CSA@bactNOG,0GBP1@delNOG,0I2R6@eproNOG,16Q82@proNOG,COG0635@NOG	Oxygen-independent coproporphyrinogen III oxidase			SZUA-1433_143:5510..6559	Oxygen-independent coproporphyrinogen-III oxidase-like protein YqeR	K02495			K02495	K21936
Campylobacterales_bacterium_SZUA-1433|SZUA-1433_00753	K06187		recR	recombination protein RecR	05F3K@bactNOG,0GDVC@delNOG,0I3MZ@eproNOG,16R16@proNOG,COG0353@NOG	May play a role in DNA repair. It seems to be involved in an RecBC-independent recombinational process of DNA repair. It may act with RecF and RecO (By similarity)			SZUA-1433_143:c(6556..7128)	Recombination protein RecR	K06187	K06187	K06187	K06187	K06187
Campylobacterales_bacterium_SZUA-1433|SZUA-1433_00754	K01462	[EC:3.5.1.88]	PDF, def	peptide deformylase	06N9J@bactNOG,0GK3E@delNOG,0I54J@eproNOG,17Z81@proNOG,COG0242@NOG	Polypeptide deformylase			SZUA-1433_143:7212..8024	Peptide deformylase	K01462	K01462			K01462
Campylobacterales_bacterium_SZUA-1433|SZUA-1433_00755	K06180	[EC:5.4.99.23]	rluD	23S rRNA pseudouridine1911/1915/1917 synthase	05EI2@bactNOG,0GDB4@delNOG,0I3JE@eproNOG,16PU1@proNOG,COG0564@NOG	Pseudouridine synthase			SZUA-1433_143:c(8014..8736)	Ribosomal large subunit pseudouridine synthase D	K06180	K06180	K06179	K06177	K15454
Campylobacterales_bacterium_SZUA-1433|SZUA-1433_00756					05BZU@bactNOG,0QIJK@gproNOG,0XNMH@NOG,16PBJ@proNOG	Diguanylate cyclase phosphodiesterase			SZUA-1433_143:c(8782..9468)	putative signaling protein					
Campylobacterales_bacterium_SZUA-1433|SZUA-1433_00757					05BZU@bactNOG,0QIJK@gproNOG,0XNMH@NOG,16PBJ@proNOG	Diguanylate cyclase phosphodiesterase			SZUA-1433_143:c(9490..9852)	putative signaling protein					
Campylobacterales_bacterium_SZUA-1433|SZUA-1433_00758					05BZU@bactNOG,0XNMH@NOG,16PBJ@proNOG	Diguanylate cyclase phosphodiesterase			SZUA-1433_143:c(9922..10398)	Diguanylate cyclase DgcN					
Campylobacterales_bacterium_SZUA-1433|SZUA-1433_00759									SZUA-1433_143:c(10426..10743)	hypothetical protein					
Campylobacterales_bacterium_SZUA-1433|SZUA-1433_00760	K02527	[EC:2.4.99.12][EC:2.4.99.13][EC:2.4.99.14][EC:2.4.99.15]	kdtA, waaA	3-deoxy-D-manno-octulosonic-acid transferase	05D8A@bactNOG,0GAY6@delNOG,0I2MY@eproNOG,16Q3U@proNOG,COG1519@NOG	3-Deoxy-D-manno-octulosonic-acid transferase			SZUA-1433_143:c(10769..11905)	3-deoxy-D-manno-octulosonic acid transferase	K02527	K02527	K02527	K02527	K02527
Campylobacterales_bacterium_SZUA-1433|SZUA-1433_00761	K07164		K07164	uncharacterized protein	07XHT@bactNOG,0GDYY@delNOG,0I3RJ@eproNOG,179PP@proNOG,COG1579@NOG	Putative zinc ribbon domain			SZUA-1433_143:c(11907..12647)	hypothetical protein	K07164	K07164	K07164	K07164	K07164
Campylobacterales_bacterium_SZUA-1433|SZUA-1433_00762	K22391	[EC:3.5.4.16]	E3.5.4.16	GTP cyclohydrolase I	05EGD@bactNOG,0GDH9@delNOG,0I3KY@eproNOG,16V4P@proNOG,COG0327@NOG	NIF3 (NGG1p interacting factor 3)			SZUA-1433_143:c(12656..13381)	GTP cyclohydrolase 1 type 2	K22391	K22391			
Campylobacterales_bacterium_SZUA-1433|SZUA-1433_00763	K01878	[EC:6.1.1.14]	glyQ	glycyl-tRNA synthetase alpha chain	07QIB@bactNOG,0GAUX@delNOG,0I2J6@eproNOG,16PEX@proNOG,COG0752@NOG	glycyl-tRNA synthetase subunit alpha (EC 6.1.1.14)			SZUA-1433_143:c(13359..14234)	Glycine--tRNA ligase alpha subunit	K01878	K01878	K01878	K01878	K01878
