#Protein ID	KO	EC	KO protein ID	KO protein name	eggNOG OG	eggNOG HMM Desc.	nr annotation	nr phylogenetic assignment	genome position	Prokka annotation	KO (4 intergrated)	GhostKOALA KO	KAAS KO	eggNOG KO (1st)	eggNOG COG transferred KO
Candidatus_sp_SZUA-1058|SZUA-1058_00001	K05592	[EC:3.6.4.13]	deaD, cshA	ATP-dependent RNA helicase DeaD	05C1J@bactNOG,0QI2F@gproNOG,16PDE@proNOG,COG0513@NOG	ATP-dependent RNA helicase			SZUA-1058_1:54..1805	ATP-dependent RNA helicase DeaD	K05592	K05592	K05592	K05592	K18692
Candidatus_sp_SZUA-1058|SZUA-1058_00279	K01929	[EC:6.3.2.10]	murF	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase	07EES@bactNOG,0QHXN@gproNOG,16UIU@proNOG,COG0770@NOG	Involved in cell wall formation. Catalyzes the final step in the synthesis of UDP-N-acetylmuramoyl-pentapeptide, the precursor of murein (By similarity)			SZUA-1058_98:c(273..1601)	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D- alanine ligase	K01929	K01929		K01929	K21612
Candidatus_sp_SZUA-1058|SZUA-1058_00280	K00765	[EC:2.4.2.17]	hisG	ATP phosphoribosyltransferase	05E21@bactNOG,0QJKX@gproNOG,16R8Y@proNOG,COG0040@NOG	Catalyzes the condensation of ATP and 5-phosphoribose 1- diphosphate to form N'-(5'-phosphoribosyl)-ATP (PR-ATP). Has a crucial role in the pathway because the rate of histidine biosynthesis seems to be controlled primarily by regulation of HisG enzymatic activity (By similarity)			SZUA-1058_99:1..201	ATP phosphoribosyltransferase	K00765	K00765		K00765	K00765
Candidatus_sp_SZUA-1058|SZUA-1058_00281	K00013	[EC:1.1.1.23]	hisD	histidinol dehydrogenase	05CEK@bactNOG,0QHW1@gproNOG,16PHT@proNOG,COG0141@NOG	Catalyzes the sequential NAD-dependent oxidations of L- histidinol to L-histidinaldehyde and then to L-histidine (By similarity)			SZUA-1058_99:198..1496	Histidinol dehydrogenase	K00013	K00013	K00013	K00013	K15509
Candidatus_sp_SZUA-1058|SZUA-1058_00282	K02013	[EC:3.6.3.34]	ABC.FEV.A	iron complex transport system ATP-binding protein	05DKW@bactNOG,0CZN3@chlNOG,COG1119@NOG	ABC transporter			SZUA-1058_99:c(1497..2279)	putative ABC transporter ATP-binding protein YlmA	K02013	K02013		K02013	K05776
Candidatus_sp_SZUA-1058|SZUA-1058_00283	K18588		COQ10	coenzyme Q-binding protein COQ10	08Z1B@bactNOG,0QSKI@gproNOG,17CB7@proNOG,COG2867@NOG	Cyclase dehydrase			SZUA-1058_100:377..808	Persistence and stress-resistance toxin PasT	K18588			K18588	K18588
Candidatus_sp_SZUA-1058|SZUA-1058_00284	K06181	[EC:5.4.99.20]	rluE	23S rRNA pseudouridine2457 synthase	0504D@bacNOG,08R99@bactNOG,0NVAA@firmNOG,COG1187@NOG	Pseudouridine synthase			SZUA-1058_100:801..1331	Ribosomal large subunit pseudouridine synthase E	K06181	K06181	K06181	K06181	K06183
Candidatus_sp_SZUA-1058|SZUA-1058_00285					05ED9@bactNOG,0QKZS@gproNOG,16QJE@proNOG,COG2833@NOG	Protein of unknown function (DUF455)			SZUA-1058_100:1318..2121	hypothetical protein					
Candidatus_sp_SZUA-1058|SZUA-1058_00286	K03469	[EC:3.1.26.4]	rnhA, RNASEH1	ribonuclease HI	08UMW@bactNOG,0QQZY@gproNOG,179MX@proNOG,COG0328@NOG	Endonuclease that specifically degrades the RNA of RNA- DNA hybrids (By similarity)			SZUA-1058_100:c(2114..2551)	Ribonuclease HI	K03469	K03469	K03469	K03469	K14159
Candidatus_sp_SZUA-1058|SZUA-1058_00287	K01953	[EC:6.3.5.4]	asnB, ASNS	asparagine synthase (glutamine-hydrolysing)	05CAQ@bactNOG,0QIGD@gproNOG,16QZ2@proNOG,COG0367@NOG	asparagine synthetase			SZUA-1058_100:c(2555..4327)	Asparagine synthetase [glutamine-hydrolyzing] 1	K01953	K01953		K01953	K18582
Candidatus_sp_SZUA-1058|SZUA-1058_00288	K01749	[EC:2.5.1.61]	hemC, HMBS	hydroxymethylbilane synthase	05D6W@bactNOG,0QK51@gproNOG,16QES@proNOG,COG0181@NOG	Tetrapolymerization of the monopyrrole PBG into the hydroxymethylbilane pre-uroporphyrinogen in several discrete steps (By similarity)			SZUA-1058_101:2..250	Porphobilinogen deaminase	K01749	K01749		K01749	K01749
Candidatus_sp_SZUA-1058|SZUA-1058_00289	K01724	[EC:4.2.1.96]	PCBD, phhB	4a-hydroxytetrahydrobiopterin dehydratase	021KS@aproNOG,05KZX@bactNOG,17GA4@proNOG,COG2154@NOG	Pterin carbinolamine dehydratase			SZUA-1058_101:252..542	Putative pterin-4-alpha-carbinolamine dehydratase	K01724	K01724		K01724	K01724
Candidatus_sp_SZUA-1058|SZUA-1058_00290	K03110		ftsY	fused signal recognition particle receptor	05CCP@bactNOG,0QHX2@gproNOG,16PX1@proNOG,COG0552@NOG	Involved in targeting and insertion of nascent membrane proteins into the cytoplasmic membrane. Acts as a receptor for the complex formed by the signal recognition particle (SRP) and the ribosome-nascent chain (RNC). Interaction with SRP-RNC leads to the transfer of the RNC complex to the Sec translocase for insertion into the membrane, the hydrolysis of GTP by both Ffh and FtsY, and the dissociation of the SRP-FtsY complex into the individual components (By similarity)			SZUA-1058_101:c(582..1535)	Signal recognition particle receptor FtsY	K03110	K03110		K03110	K13431
Candidatus_sp_SZUA-1058|SZUA-1058_00291	K08973		K08973	putative membrane protein	08YXA@bactNOG,0QSI4@gproNOG,17C31@proNOG,COG1981@NOG	membrane			SZUA-1058_101:1685..2110	hypothetical protein	K08973	K08973		K08973	K08973
Candidatus_sp_SZUA-1058|SZUA-1058_00292	K04077		groEL, HSPD1	chaperonin GroEL	05CJ9@bactNOG,0QHZ0@gproNOG,16QCK@proNOG,COG0459@NOG	Prevents misfolding and promotes the refolding and proper assembly of unfolded polypeptides generated under stress conditions (By similarity)			SZUA-1058_102:25..966	60 kDa chaperonin	K04077	K04077		K04077	K04077
Candidatus_sp_SZUA-1058|SZUA-1058_00293	K02622	[EC:5.99.1.-]	parE	topoisomerase IV subunit B	05C7D@bactNOG,0QIIA@gproNOG,16PUV@proNOG,COG0187@NOG	DNA topoisomerase IV, subunit B			SZUA-1058_102:1051..2934	DNA topoisomerase 4 subunit B	K02622	K02622	K03164	K02470	K03164
Candidatus_sp_SZUA-1058|SZUA-1058_00294	K01620	[EC:4.1.2.48]	ltaE	threonine aldolase	01QDM@aproNOG,05C5W@bactNOG,16UI7@proNOG,COG2008@NOG	Aldolase			SZUA-1058_103:c(1077..1598)	Low specificity L-threonine aldolase	K01620	K01620		K01620	K20801
Candidatus_sp_SZUA-1058|SZUA-1058_00295	K21835	[EC:1.1.98.5]	adf	secondary-alcohol dehydrogenase (coenzyme-F420)	01RYD@aproNOG,08M8W@bactNOG,16QB4@proNOG,COG2141@NOG	Bacterial luciferase family protein			SZUA-1058_104:c(12..1049)	Alkanal monooxygenase alpha chain	K21835				K21835
Candidatus_sp_SZUA-1058|SZUA-1058_00296	K21727		npcB	4-nitrophenol 2-monooxygenase / 4-nitrocatechol 4-monooxygenase, reductase component	05MXW@bactNOG,0BJMX@bproNOG,17FAW@proNOG,COG1853@NOG	Flavin reductase domain protein, FMN-binding			SZUA-1058_104:c(1060..1737)	Flavin-dependent monooxygenase, reductase subunit HsaB	K21727				K21727
Candidatus_sp_SZUA-1058|SZUA-1058_00297	K03722	[EC:3.6.4.12]	dinG	ATP-dependent DNA helicase DinG	05DVT@bactNOG,0QKHK@gproNOG,16RMK@proNOG,COG1199@NOG	Helicase			SZUA-1058_105:211..1788	putative ATP-dependent helicase DinG	K03722	K03722		K03722	K03722
Candidatus_sp_SZUA-1058|SZUA-1058_00298	K13283		fieF	ferrous-iron efflux pump FieF	076HS@bactNOG,0QJID@gproNOG,16SKJ@proNOG,COG0053@NOG	cation diffusion facilitator family transporter			SZUA-1058_105:1882..3018	putative cation efflux system protein	K13283				K13283
Candidatus_sp_SZUA-1058|SZUA-1058_00299									SZUA-1058_105:c(3023..3118)	Crossover junction endodeoxyribonuclease RuvC					
Candidatus_sp_SZUA-1058|SZUA-1058_00300	K01834	[EC:5.4.2.11]	PGAM, gpmA	2,3-bisphosphoglycerate-dependent phosphoglycerate mutase	05DKJ@bactNOG,0CZHS@chlNOG,COG0588@NOG	Catalyzes the interconversion of 2-phosphoglycerate and 3-phosphoglycerate (By similarity)			SZUA-1058_106:55..294	2,3-bisphosphoglycerate-dependent phosphoglycerate mutase	K01834	K01834		K01834	K01834
Candidatus_sp_SZUA-1058|SZUA-1058_00301					COG0457@NOG,KOG4626@euNOG	whole genome shotgun sequence			SZUA-1058_106:449..1294	TPR repeat-containing protein YrrB					
Candidatus_sp_SZUA-1058|SZUA-1058_00302	K18555		qnr, mcbG	fluoroquinolone resistance protein	05VRE@bactNOG,0GH6T@delNOG,0HHZZ@dproNOG,17JYH@proNOG,COG1357@NOG	Pentapeptide repeat-containing protein			SZUA-1058_106:1326..1793	Secreted effector protein PipB2	K18555				K18555
Candidatus_sp_SZUA-1058|SZUA-1058_00303	K03527	[EC:1.17.7.4]	ispH, lytB	4-hydroxy-3-methylbut-2-en-1-yl diphosphate reductase	05F9Q@bactNOG,0FK4D@cyaNOG,COG0535@NOG	Hopanoid biosynthesis associated radical SAM protein HpnH			SZUA-1058_106:c(1804..2811)	Putative mycofactocin radical SAM maturase MftC	K03527			K03527	K20588
Candidatus_sp_SZUA-1058|SZUA-1058_00304									SZUA-1058_106:3011..3205	hypothetical protein					
Candidatus_sp_SZUA-1058|SZUA-1058_00305	K08303	[EC:3.4.-.-]	K08303	putative protease	05CFP@bactNOG,0QIXV@gproNOG,16Q5B@proNOG,COG0826@NOG	Peptidase U32			SZUA-1058_106:c(3250..4548)	putative protease YdcP	K08303	K08303		K08303	K08303
Candidatus_sp_SZUA-1058|SZUA-1058_00306	K01420		fnr	CRP/FNR family transcriptional regulator, anaerobic regulatory protein	05IJJ@bactNOG,COG0664@NOG	transcriptional regulator, crp fnr family			SZUA-1058_106:c(4708..5112)	CRP-like cAMP-activated global transcriptional regulator	K01420			K01420	K21884
Candidatus_sp_SZUA-1058|SZUA-1058_00307	K01420		fnr	CRP/FNR family transcriptional regulator, anaerobic regulatory protein	05IJJ@bactNOG,0G8IW@deiNOG,COG0664@NOG	Transcriptional regulator, Crp Fnr family			SZUA-1058_106:c(5464..5826)	cAMP-activated global transcriptional regulator CRP	K01420			K01420	K21884
Candidatus_sp_SZUA-1058|SZUA-1058_00308	K21134		triC	multidrug efflux pump	05BZS@bactNOG,0GAR9@delNOG,0HC58@dproNOG,16PBH@proNOG,COG0841@NOG	acriflavin resistance protein			SZUA-1058_107:c(208..3060)	Multidrug resistance protein MexB	K21134				K21134
Candidatus_sp_SZUA-1058|SZUA-1058_00309	K00128	[EC:1.2.1.3]	ALDH	aldehyde dehydrogenase (NAD+)	01QA3@aproNOG,05C26@bactNOG,16PDZ@proNOG,COG1012@NOG	Aldehyde dehydrogenase			SZUA-1058_109:c(1416..1889)	3-succinoylsemialdehyde-pyridine dehydrogenase	K00128	K00128		K00128	K21802
Candidatus_sp_SZUA-1058|SZUA-1058_00310									SZUA-1058_110:536..676	hypothetical protein					
Candidatus_sp_SZUA-1058|SZUA-1058_00311	K02200		ccmH	cytochrome c-type biogenesis protein CcmH	08M1T@bactNOG,0QNFR@gproNOG,175R2@proNOG,COG4235@NOG	Cytochrome c-type biogenesis protein			SZUA-1058_110:c(840..1652)	Cytochrome c-type biogenesis protein CcmH	K02200	K02200		K02200	
Candidatus_sp_SZUA-1058|SZUA-1058_00312	K02198		ccmF	cytochrome c-type biogenesis protein CcmF	05DA4@bactNOG,0QI83@gproNOG,16QV6@proNOG,COG1138@NOG	Cytochrome c-type biogenesis protein ccmF			SZUA-1058_110:c(1649..2023)	Cytochrome c-type biogenesis protein CcmF	K02198	K02198		K02198	K04016
Candidatus_sp_SZUA-1058|SZUA-1058_00313	K20439		salP	putative phosphohexomutase / phosphatase	07S75@bactNOG,0QMKC@gproNOG,175KG@proNOG,COG0637@NOG	HAD-superfamily hydrolase subfamily IA variant 3			SZUA-1058_111:c(1054..1815)	Protein CbbY	K20439				K20439
Candidatus_sp_SZUA-1058|SZUA-1058_00314	K01657	[EC:4.1.3.27]	trpE	anthranilate synthase component I	05CRQ@bactNOG,0QIPW@gproNOG,16R32@proNOG,COG0147@NOG	anthranilate synthase component I			SZUA-1058_112:c(2578..2976)	Anthranilate synthase component 1	K01657	K01657		K01657	K20159
Candidatus_sp_SZUA-1058|SZUA-1058_00315	K07126		K07126	uncharacterized protein	05EUU@bactNOG,0QMPC@gproNOG,16RFM@proNOG,COG0790@NOG	Sel1 domain protein repeat-containing protein			SZUA-1058_113:c(12..548)	Secretory immunoglobulin A-binding protein EsiB	K07126	K07126		K07126	K21217
Candidatus_sp_SZUA-1058|SZUA-1058_00316	K02020		modA	molybdate transport system substrate-binding protein	07TG6@bactNOG,0GD9M@delNOG,0HERE@dproNOG,16VTG@proNOG,COG0725@NOG	ABC transporter, periplasmic molybdate-binding protein			SZUA-1058_113:758..1525	Molybdate-binding protein ModA	K02020	K02020		K02020	K22003
Candidatus_sp_SZUA-1058|SZUA-1058_00317	K13641		iclR	IclR family transcriptional regulator, acetate operon repressor	01T0A@aproNOG,05J4Q@bactNOG,16TG2@proNOG,COG1414@NOG	Transcriptional regulator IclR family			SZUA-1058_114:888..1676	Transcriptional regulator KdgR	K13641			K13641	K21827
Candidatus_sp_SZUA-1058|SZUA-1058_00318	K10191		lacK	lactose/L-arabinose transport system ATP-binding protein	01Q68@aproNOG,05C53@bactNOG,16PDX@proNOG,COG3842@NOG	ABC transporter			SZUA-1058_114:1699..2757	Maltose/maltodextrin import ATP-binding protein MalK	K10191	K10191	K10112	K10111	K11084
Candidatus_sp_SZUA-1058|SZUA-1058_00319	K12308	[EC:3.2.1.23]	bgaB, lacA	beta-galactosidase	01S9G@aproNOG,05C4C@bactNOG,16SWK@proNOG,COG1874@NOG	beta-galactosidase			SZUA-1058_114:c(2768..4669)	Beta-galactosidase	K12308	K12308		K12308	K12308
Candidatus_sp_SZUA-1058|SZUA-1058_00320	K22217		K22217	sugar lactone lactonase	05CYF@bactNOG,0R2SN@gproNOG,16RZ3@proNOG,COG3386@NOG	SMP-30/Gluconolaconase/LRE-like region			SZUA-1058_114:c(4677..5540)	6-deoxy-6-sulfogluconolactonase	K22217		K22217	K01053	K13874
Candidatus_sp_SZUA-1058|SZUA-1058_00321	K01631	[EC:4.1.2.21]	dgoA	2-dehydro-3-deoxyphosphogalactonate aldolase	01W6V@aproNOG,08RTU@bactNOG,17401@proNOG,COG0800@NOG	Aldolase			SZUA-1058_114:c(5530..6141)	2-dehydro-3-deoxy-6-phosphogalactonate aldolase	K01631	K01631	K01631	K01631	K01650
Candidatus_sp_SZUA-1058|SZUA-1058_00322	K00883	[EC:2.7.1.58]	dgoK	2-dehydro-3-deoxygalactonokinase	01RUC@aproNOG,05EI3@bactNOG,16R8R@proNOG,COG3734@NOG	2-dehydro-3-deoxygalactonokinase EC 2.7.1.58			SZUA-1058_114:c(6147..7058)	putative 2-dehydro-3-deoxygalactonokinase DgoK1	K00883	K00883	K00883	K00883	K00883
Candidatus_sp_SZUA-1058|SZUA-1058_00323	K22215	[EC:1.1.1.48][EC:1.1.1.120]	galD	galactose dehydrogenase	01T97@aproNOG,05FGE@bactNOG,0XRVJ@NOG,16T5B@proNOG	Short-chain dehydrogenase reductase SDR			SZUA-1058_114:c(7067..7837)	Sulfoquinovose 1-dehydrogenase	K22215	K22215	K22215		
Candidatus_sp_SZUA-1058|SZUA-1058_00324	K22216		ilvD1	dehydratase ilvD1	01QPT@aproNOG,05C01@bactNOG,16PQJ@proNOG,COG0129@NOG	Dihydroxy-acid dehydratase			SZUA-1058_114:c(7837..9552)	L-arabonate dehydratase	K22216	K22216		K01687	K13875
Candidatus_sp_SZUA-1058|SZUA-1058_00325	K07407	[EC:3.2.1.22]	E3.2.1.22B, galA, rafA	alpha-galactosidase	01SIE@aproNOG,05DME@bactNOG,16QS9@proNOG,COG3345@NOG	Alpha-galactosidase			SZUA-1058_114:c(9549..11624)	Alpha-galactosidase	K07407	K07407		K07407	K07407
Candidatus_sp_SZUA-1058|SZUA-1058_00326	K02026		ABC.MS.P1	multiple sugar transport system permease protein	01S5W@aproNOG,05EB1@bactNOG,16S8U@proNOG,COG0395@NOG	Binding-protein-dependent transport systems inner membrane component			SZUA-1058_114:c(11624..12472)	L-arabinose transport system permease protein AraQ	K02026	K02026		K02026	K17331
Candidatus_sp_SZUA-1058|SZUA-1058_00327	K02025		ABC.MS.P	multiple sugar transport system permease protein	01SB4@aproNOG,05F0P@bactNOG,16W58@proNOG,COG1175@NOG	ABC transporter (permease)			SZUA-1058_114:c(12475..13362)	Lactose transport system permease protein LacF	K02025	K02025		K02025	K17330
Candidatus_sp_SZUA-1058|SZUA-1058_00328	K02027		ABC.MS.S	multiple sugar transport system substrate-binding protein	01SVN@aproNOG,05XN3@bactNOG,0XPV5@NOG,16T3Q@proNOG	extracellular solute-binding protein, family 1			SZUA-1058_114:c(13443..14681)	Multiple sugar-binding protein	K02027	K02027	K10117	K02027	
Candidatus_sp_SZUA-1058|SZUA-1058_00329	K21053	[EC:3.5.4.2]	ade	adenine deaminase	05EKD@bactNOG,0QIJ7@gproNOG,16RFB@proNOG,COG1816@NOG	Catalyzes the hydrolytic deamination of adenine to hypoxanthine. Plays an important role in the purine salvage pathway and in nitrogen catabolism (By similarity)			SZUA-1058_114:c(14937..15272)	Adenine deaminase	K21053	K21053		K01488	K21053
Candidatus_sp_SZUA-1058|SZUA-1058_00330									SZUA-1058_115:c(377..1009)	hypothetical protein					
Candidatus_sp_SZUA-1058|SZUA-1058_00331									SZUA-1058_115:c(1120..2382)	hypothetical protein					
Candidatus_sp_SZUA-1058|SZUA-1058_00332					05C6S@bactNOG,09CB9@bctoNOG,0YT3X@NOG	TonB-dependent Receptor Plug			SZUA-1058_115:c(2395..4809)	hypothetical protein					
Candidatus_sp_SZUA-1058|SZUA-1058_00335	K02342	[EC:2.7.7.7]	dnaQ	DNA polymerase III subunit epsilon	07RZZ@bactNOG,0QI7Z@gproNOG,16RKN@proNOG,COG0847@NOG	DNA polymerase III subunit epsilon			SZUA-1058_116:c(284..979)	DNA polymerase III subunit epsilon	K02342	K02342		K02342	K18327
Candidatus_sp_SZUA-1058|SZUA-1058_00336	K03060	[EC:2.7.7.6]	rpoZ	DNA-directed RNA polymerase subunit omega	05VFG@bactNOG,0QVQX@gproNOG,17JSK@proNOG,COG1758@NOG	Promotes RNA polymerase assembly. Latches the N- and C- terminal regions of the beta' subunit thereby facilitating its interaction with the beta and alpha subunits (By similarity)			SZUA-1058_116:1014..1358	DNA-directed RNA polymerase subunit omega	K03060	K03060		K03060	K03060
Candidatus_sp_SZUA-1058|SZUA-1058_00337	K01895	[EC:6.2.1.1]	ACSS, acs	acetyl-CoA synthetase	08IQF@bactNOG,0RAT4@gproNOG,172WM@proNOG,COG0365@NOG	Catalyzes the conversion of acetate into acetyl-CoA (AcCoA), an essential intermediate at the junction of anabolic and catabolic pathways. AcsA undergoes a two-step reaction. In the first half reaction, AcsA combines acetate with ATP to form acetyl-adenylate (AcAMP) intermediate. In the second half reaction, it can then transfer the acetyl group from AcAMP to the sulfhydryl group of CoA, forming the product AcCoA (By similarity)			SZUA-1058_116:1507..3423	Acetyl-coenzyme A synthetase	K01895	K01895		K01895	K20458
Candidatus_sp_SZUA-1058|SZUA-1058_00338	K06445	[EC:1.3.99.-]	fadE	acyl-CoA dehydrogenase	07QPN@bactNOG,0QHUI@gproNOG,16QXT@proNOG,COG1960@NOG	acyl-CoA dehydrogenase			SZUA-1058_117:c(153..2396)	Acyl-coenzyme A dehydrogenase	K06445	K06445		K06445	K22027
Candidatus_sp_SZUA-1058|SZUA-1058_00339					COG1729@NOG	tol-Pal system protein YbgF			SZUA-1058_118:c(775..1428)	Outer membrane protein assembly factor BamD					
Candidatus_sp_SZUA-1058|SZUA-1058_00340	K03640		pal	peptidoglycan-associated lipoprotein	05KCK@bactNOG,0QTSX@gproNOG,17FFR@proNOG,COG2885@NOG	Peptidoglycan-associated lipoprotein			SZUA-1058_118:c(1477..1821)	Peptidoglycan-associated lipoprotein	K03640	K03640		K03640	K21218
Candidatus_sp_SZUA-1058|SZUA-1058_00341	K01755	[EC:4.3.2.1]	argH, ASL	argininosuccinate lyase	05CH7@bactNOG,0QHXR@gproNOG,16PDG@proNOG,COG0165@NOG	Arginosuccinase			SZUA-1058_119:978..2363	Argininosuccinate lyase	K01755	K01755	K01755	K01755	K14681
Candidatus_sp_SZUA-1058|SZUA-1058_00342	K00604	[EC:2.1.2.9]	MTFMT, fmt	methionyl-tRNA formyltransferase	05CAE@bactNOG,0QINX@gproNOG,16PY6@proNOG,COG0223@NOG	Modifies the free amino group of the aminoacyl moiety of methionyl-tRNA(fMet). The formyl group appears to play a dual role in the initiator identity of N-formylmethionyl-tRNA by (I) promoting its recognition by IF2 and (II) impairing its binding to EFTu-GTP (By similarity)			SZUA-1058_119:2363..3292	Methionyl-tRNA formyltransferase	K00604	K00604	K00604	K00604	K19640
Candidatus_sp_SZUA-1058|SZUA-1058_00343	K01887	[EC:6.1.1.19]	RARS, argS	arginyl-tRNA synthetase	05C75@bactNOG,0QI4S@gproNOG,16RDS@proNOG,COG0018@NOG	arginyl-tRNa synthetase			SZUA-1058_120:c(2258..3715)	Arginine--tRNA ligase	K01887	K01887		K01887	K01887
Candidatus_sp_SZUA-1058|SZUA-1058_00344	K07258	[EC:3.4.16.4]	dacC, dacA, dacD	serine-type D-Ala-D-Ala carboxypeptidase (penicillin-binding protein 5/6)	05DZ1@bactNOG,0QIIC@gproNOG,16R4N@proNOG,COG1686@NOG	D-alanyl-D-alanine carboxypeptidase			SZUA-1058_121:c(69..1214)	D-alanyl-D-alanine carboxypeptidase DacC	K07258	K07258		K07258	K07262
Candidatus_sp_SZUA-1058|SZUA-1058_00345	K05837		rodA, mrdB	rod shape determining protein RodA	05CNI@bactNOG,0QI74@gproNOG,16PCB@proNOG,COG0772@NOG	rod shape-determining protein RodA			SZUA-1058_121:c(1299..2435)	Peptidoglycan glycosyltransferase MrdB	K05837	K05837		K05837	K05837
Candidatus_sp_SZUA-1058|SZUA-1058_00346	K09008		NDUFAF3	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 3	11UA4@NOG				SZUA-1058_121:c(2432..2794)	hypothetical protein	K09008			K09008	
Candidatus_sp_SZUA-1058|SZUA-1058_00347	K03046	[EC:2.7.7.6]	rpoC	DNA-directed RNA polymerase subunit beta'	05D27@bactNOG,0QJIU@gproNOG,16PNC@proNOG,COG0086@NOG	DNA-dependent RNA polymerase catalyzes the transcription of DNA into RNA using the four ribonucleoside triphosphates as substrates (By similarity)			SZUA-1058_122:63..1637	DNA-directed RNA polymerase subunit beta'	K03046	K03046		K03046	K13797
Candidatus_sp_SZUA-1058|SZUA-1058_00348					087KQ@bactNOG,0R9AI@gproNOG,16ZM7@proNOG,COG2976@NOG	Inherit from COG: UPF0070 protein			SZUA-1058_123:136..576	hypothetical protein					
Candidatus_sp_SZUA-1058|SZUA-1058_00349	K09760		rmuC	DNA recombination protein RmuC	05CGY@bactNOG,0QIN6@gproNOG,16PXF@proNOG,COG1322@NOG	DNA recombination protein			SZUA-1058_124:196..972	hypothetical protein	K09760	K09760		K09760	K09760
Candidatus_sp_SZUA-1058|SZUA-1058_00350	K21883	[EC:1.1.1.401]	lra5	2-dehydro-3-deoxy-L-rhamnonate dehydrogenase (NAD+)	05UBK@bactNOG,0QHXU@gproNOG,16QXM@proNOG,COG1028@NOG	Short chain dehydrogenase			SZUA-1058_124:969..1718	putative oxidoreductase YciK	K21883				K21883
Candidatus_sp_SZUA-1058|SZUA-1058_00351	K01092	[EC:3.1.3.25]	E3.1.3.25, IMPA, suhB	myo-inositol-1(or 4)-monophosphatase	05ECY@bactNOG,0QIXK@gproNOG,16Q31@proNOG,COG0483@NOG	inositol monophosphatase			SZUA-1058_124:c(1724..2308)	Inositol-1-monophosphatase	K01092	K01092		K01092	K05602
Candidatus_sp_SZUA-1058|SZUA-1058_00352	K00256	[EC:1.3.99.16]	E1.3.99.16	isoquinoline 1-oxidoreductase	05CE2@bactNOG,0QJDG@gproNOG,16PV0@proNOG,COG1529@NOG	cytochrome C			SZUA-1058_125:3..281	Alcohol dehydrogenase (quinone), cytochrome c subunit	K00256			K00256	K21673
Candidatus_sp_SZUA-1058|SZUA-1058_00353	K17323		glpQ	glycerol transport system permease protein	05EH6@bactNOG,0QNX6@gproNOG,16PCH@proNOG,COG0395@NOG	binding-protein-dependent transport systems inner membrane component			SZUA-1058_125:c(420..1229)	Trehalose transport system permease protein SugB	K17323	K17323		K10229	K17331
Candidatus_sp_SZUA-1058|SZUA-1058_00354	K17322		K17322, glpP	glycerol transport system permease protein	01SI8@aproNOG,05HS6@bactNOG,16PHY@proNOG,COG1175@NOG	Binding-protein-dependent transport systems inner membrane component			SZUA-1058_125:c(1219..2085)	Trehalose transport system permease protein SugA	K17322	K17322		K17322	K17330
