#Protein ID	KO	EC	KO protein ID	KO protein name	eggNOG OG	eggNOG HMM Desc.	nr annotation	nr phylogenetic assignment	genome position	Prokka annotation	KO (4 intergrated)	GhostKOALA KO	KAAS KO	eggNOG KO (1st)	eggNOG COG transferred KO
Dehalococcoidia_bacterium_SZUA-1093|SZUA-1093_00001	K03892		arsR	ArsR family transcriptional regulator, arsenate/arsenite/antimonite-responsive transcriptional repressor	00P00@actNOG,05NK3@bactNOG,COG0640@NOG	transcriptional regulator, ArsR family			SZUA-1093_1:1101..1487	HTH-type transcriptional repressor CzrA	K03892			K03892	K22043
Dehalococcoidia_bacterium_SZUA-1093|SZUA-1093_00555									SZUA-1093_73:3327..3485	hypothetical protein					
Dehalococcoidia_bacterium_SZUA-1093|SZUA-1093_00556					05ZSV@bactNOG,0GJJQ@delNOG,0HJKJ@dproNOG,128CN@NOG,17N9K@proNOG	RDD family			SZUA-1093_74:c(700..1224)	hypothetical protein					
Dehalococcoidia_bacterium_SZUA-1093|SZUA-1093_00557	K21883	[EC:1.1.1.401]	lra5	2-dehydro-3-deoxy-L-rhamnonate dehydrogenase (NAD+)	061TZ@bactNOG,0BD4N@bproNOG,16RYM@proNOG,COG1028@NOG	Short-chain dehydrogenase reductase sdr			SZUA-1093_74:1392..2162	Dihydroanticapsin 7-dehydrogenase	K21883				K21883
Dehalococcoidia_bacterium_SZUA-1093|SZUA-1093_00558					00IVQ@actNOG,08WAQ@bactNOG,11KKE@NOG				SZUA-1093_74:c(2210..2950)	hypothetical protein					
Dehalococcoidia_bacterium_SZUA-1093|SZUA-1093_00559					0051E@aciNOG,079NS@bactNOG,0Y974@NOG				SZUA-1093_74:c(2975..4615)	hypothetical protein					
Dehalococcoidia_bacterium_SZUA-1093|SZUA-1093_00560									SZUA-1093_75:137..670	hypothetical protein					
Dehalococcoidia_bacterium_SZUA-1093|SZUA-1093_00561	K00088	[EC:1.1.1.205]	IMPDH, guaB	IMP dehydrogenase	05CP4@bactNOG,0D1UF@chloNOG,0G6Z8@dehNOG,COG0516@NOG	IMP dehydrogenase family protein			SZUA-1093_75:c(779..1921)	putative oxidoreductase/MSMEI_1564	K00088	K00088		K00088	K00364
Dehalococcoidia_bacterium_SZUA-1093|SZUA-1093_00562									SZUA-1093_75:c(2015..2206)	hypothetical protein					
Dehalococcoidia_bacterium_SZUA-1093|SZUA-1093_00563	K18979	[EC:1.17.99.6]	queG	epoxyqueuosine reductase	05EH2@bactNOG,0D26T@chloNOG,COG1600@NOG	Inherit from bactNOG: Catalyzes the conversion of epoxyqueuosine (oQ) to queuosine (Q), which is a hypermodified base found in the wobble positions of tRNA(Asp), tRNA(Asn), tRNA(His) and tRNA(Tyr) (By similarity)			SZUA-1093_75:2451..3611	Epoxyqueuosine reductase	K18979	K18979	K18979	K18979	K18979
Dehalococcoidia_bacterium_SZUA-1093|SZUA-1093_00564					0M03I@eurNOG,0RGWE@halNOG,0ZG2T@NOG,arCOG07784@arNOG				SZUA-1093_75:3608..4381	hypothetical protein					
Dehalococcoidia_bacterium_SZUA-1093|SZUA-1093_00566	K03553		recA	recombination protein RecA	05C68@bactNOG,0NDA0@firmNOG,0X24T@negNOG,COG0468@NOG	Can catalyze the hydrolysis of ATP in the presence of single-stranded DNA, the ATP-dependent uptake of single-stranded DNA by duplex DNA, and the ATP-dependent hybridization of homologous single-stranded DNAs. It interacts with LexA causing its activation and leading to its autocatalytic cleavage (By similarity)			SZUA-1093_76:642..1700	Protein RecA	K03553	K03553		K03553	K04484
Dehalococcoidia_bacterium_SZUA-1093|SZUA-1093_00567	K03565		recX	regulatory protein	05KC9@bactNOG,0D2WQ@chloNOG,0G7CV@dehNOG,COG2137@NOG	Modulates RecA activity (By similarity)			SZUA-1093_76:2022..2522	Regulatory protein RecX	K03565	K03565		K03565	K03565
Dehalococcoidia_bacterium_SZUA-1093|SZUA-1093_00568	K05521	[EC:3.2.2.24]	draG	ADP-ribosyl-[dinitrogen reductase] hydrolase	07TW8@bactNOG,0GS12@delNOG,0HRKI@dproNOG,16VN7@proNOG,COG1397@NOG	Dual specificity phosphatase, catalytic domain			SZUA-1093_76:2580..3206	hypothetical protein	K05521				K05521
Dehalococcoidia_bacterium_SZUA-1093|SZUA-1093_00569	K08194		dgoT	MFS transporter, ACS family, D-galactonate transporter	05DJB@bactNOG,0XPWC@NOG	Major Facilitator Superfamily			SZUA-1093_76:3453..4688	Hexuronate transporter	K08194			K08194	
Dehalococcoidia_bacterium_SZUA-1093|SZUA-1093_00570	K01631	[EC:4.1.2.21]	dgoA	2-dehydro-3-deoxyphosphogalactonate aldolase	01SCD@aproNOG,05CXK@bactNOG,16QS0@proNOG,COG4948@NOG	mandelate racemase muconate lactonizing			SZUA-1093_76:c(4720..5862)	D-galactonate dehydratase	K01631			K01631	K21624
Dehalococcoidia_bacterium_SZUA-1093|SZUA-1093_00571	K03699		tlyC	putative hemolysin	05C37@bactNOG,0D22Q@chloNOG,0G6Z6@dehNOG,COG1253@NOG	Domain of unknown function DUF21			SZUA-1093_76:6246..7559	hypothetical protein	K03699			K03699	K03699
Dehalococcoidia_bacterium_SZUA-1093|SZUA-1093_00572	K22305	[EC:3.1.3.3]	psp	phosphoserine phosphatase	05CVJ@bactNOG,0D2F7@chloNOG,0D6GJ@chlorNOG,COG0406@NOG	phosphoglycerate mutase			SZUA-1093_76:7531..8130	Phosphoserine phosphatase 1	K22305	K22305		K01834	K20581
Dehalococcoidia_bacterium_SZUA-1093|SZUA-1093_00573	K04075	[EC:6.3.4.19]	tilS, mesJ	tRNA(Ile)-lysidine synthase	05D3U@bactNOG,0D23D@chloNOG,0G73A@dehNOG,COG0037@NOG	Ligates lysine onto the cytidine present at position 34 of the AUA codon-specific tRNA(Ile) that contains the anticodon CAU, in an ATP-dependent manner. Cytidine is converted to lysidine, thus changing the amino acid specificity of the tRNA from methionine to isoleucine (By similarity)			SZUA-1093_76:8397..9788	tRNA(Ile)-lysidine synthase	K04075	K04075	K04075	K00760	K21947
Dehalococcoidia_bacterium_SZUA-1093|SZUA-1093_00574	K00763	[EC:6.3.4.21]	pncB, NAPRT1	nicotinate phosphoribosyltransferase	07SPF@bactNOG,0D23U@chloNOG,0G74H@dehNOG,COG1488@NOG	nicotinate phosphoribosyltransferase			SZUA-1093_76:c(9781..10779)	Nicotinate phosphoribosyltransferase pncB2	K00763	K00763		K00763	K00763
Dehalococcoidia_bacterium_SZUA-1093|SZUA-1093_00575									SZUA-1093_76:10822..11004	hypothetical protein					
Dehalococcoidia_bacterium_SZUA-1093|SZUA-1093_00576									SZUA-1093_76:c(11016..11303)	hypothetical protein					
Dehalococcoidia_bacterium_SZUA-1093|SZUA-1093_00577	K20816	[EC:3.5.2.19]	sttH	streptothricin hydrolase	081PT@bactNOG,COG1335@NOG	isochorismatase			SZUA-1093_76:c(11329..11859)	Phenazine biosynthesis protein PhzD1	K20816				K20816
Dehalococcoidia_bacterium_SZUA-1093|SZUA-1093_00578	K21366	[EC:2.4.1.122]	wbnJ	N-acetylgalactosaminide beta-1,3-galactosyltransferase	05E6A@bactNOG,COG0463@NOG	Glycosyl transferase, family 2			SZUA-1093_76:c(11963..12709)	Polyprenol monophosphomannose synthase	K21366				K21366
Dehalococcoidia_bacterium_SZUA-1093|SZUA-1093_00579	K00602	[EC:2.1.2.3][EC:3.5.4.10]	purH	phosphoribosylaminoimidazolecarboxamide formyltransferase / IMP cyclohydrolase	05DC1@bactNOG,0D1JT@chloNOG,0G6T0@dehNOG,COG0138@NOG	Bifunctional purine biosynthesis protein PurH			SZUA-1093_76:c(12752..14035)	Bifunctional purine biosynthesis protein PurH	K00602	K00602		K00602	K01492
Dehalococcoidia_bacterium_SZUA-1093|SZUA-1093_00580	K08234		yaeR	glyoxylase I family protein	020UX@aproNOG,05MQ0@bactNOG,11VMT@NOG,17FDI@proNOG	Glyoxalase/Bleomycin resistance protein/Dioxygenase superfamily			SZUA-1093_77:538..813	hypothetical protein	K08234			K08234	
Dehalococcoidia_bacterium_SZUA-1093|SZUA-1093_00581	K00101	[EC:1.1.2.3]	lldD	L-lactate dehydrogenase (cytochrome)	01RB1@aproNOG,05DMF@bactNOG,16QN1@proNOG,COG1304@NOG	FMN-dependent alpha-hydroxy acid dehydrogenase			SZUA-1093_77:c(1011..2081)	4-hydroxymandelate oxidase	K00101			K00101	K10530
Dehalococcoidia_bacterium_SZUA-1093|SZUA-1093_00582									SZUA-1093_77:c(2844..3221)	hypothetical protein					
Dehalococcoidia_bacterium_SZUA-1093|SZUA-1093_00583					05M0B@bactNOG,0D2ZI@chloNOG,0G7DZ@dehNOG,COG3824@NOG	Possibl zinc metallo-peptidase			SZUA-1093_78:c(463..828)	hypothetical protein					
Dehalococcoidia_bacterium_SZUA-1093|SZUA-1093_00584	K21835	[EC:1.1.98.5]	adf	secondary-alcohol dehydrogenase (coenzyme-F420)	00G64@actNOG,08NE2@bactNOG,COG2141@NOG	Luciferase-like monooxygenase			SZUA-1093_78:942..1883	hypothetical protein	K21835				K21835
Dehalococcoidia_bacterium_SZUA-1093|SZUA-1093_00585	K01684	[EC:4.2.1.6]	dgoD	galactonate dehydratase	05CXK@bactNOG,09BI0@bctoNOG,0PD9B@flaNOG,COG4948@NOG	Galactonate dehydratase			SZUA-1093_78:1884..3053	D-mannonate dehydratase	K01684	K01684		K01684	K21624
Dehalococcoidia_bacterium_SZUA-1093|SZUA-1093_00586									SZUA-1093_78:c(3171..3608)	hypothetical protein					
Dehalococcoidia_bacterium_SZUA-1093|SZUA-1093_00587	K09005		K09005	uncharacterized protein	0KUJI@eurNOG,0RHU4@halNOG,COG1430@NOG,arCOG03116@arNOG	Uncharacterized ACR, COG1430			SZUA-1093_79:231..1499	hypothetical protein	K09005	K09005		K09005	
Dehalococcoidia_bacterium_SZUA-1093|SZUA-1093_00588	K00108	[EC:1.1.99.1]	betA, CHDH	choline dehydrogenase	00CMY@actNOG,05CZ6@bactNOG,COG2303@NOG	Choline dehydrogenase			SZUA-1093_79:1678..3216	Oxygen-dependent choline dehydrogenase	K00108	K00108		K00108	K21166
Dehalococcoidia_bacterium_SZUA-1093|SZUA-1093_00589					0M1ZV@eurNOG,0WPKS@methaNOG,COG3391@NOG,arCOG03561@arNOG,arCOG03611@arNOG	NHL repeat			SZUA-1093_79:c(3182..4222)	Serine/threonine-protein kinase PknD					
Dehalococcoidia_bacterium_SZUA-1093|SZUA-1093_00590					01X7Z@aproNOG,07MZC@bactNOG,16TDW@proNOG,COG5267@NOG	Protein of unknown function (DUF1800)			SZUA-1093_79:c(4416..5831)	hypothetical protein					
Dehalococcoidia_bacterium_SZUA-1093|SZUA-1093_00591					08NAU@bactNOG,0GGBU@delNOG,0HGYB@dproNOG,0ZKQH@NOG,175DJ@proNOG	dehydrogenase reductase family			SZUA-1093_79:c(6375..7130)	(S)-1-Phenylethanol dehydrogenase					
Dehalococcoidia_bacterium_SZUA-1093|SZUA-1093_00592	K01617	[EC:4.1.1.77]	dmpH, xylI, nahK	2-oxo-3-hexenedioate decarboxylase	01Z2E@aproNOG,05G00@bactNOG,17DWC@proNOG,COG3971@NOG	2-keto-4-pentenoate hydratase			SZUA-1093_79:c(7206..7997)	2-hydroxyhexa-2,4-dienoate hydratase	K01617			K01617	K02554
Dehalococcoidia_bacterium_SZUA-1093|SZUA-1093_00593	K01426	[EC:3.5.1.4]	E3.5.1.4, amiE	amidase	05DV0@bactNOG,0GB6N@delNOG,0HCJY@dproNOG,16RB9@proNOG,COG0154@NOG	amidase EC 3.5.1.4			SZUA-1093_79:c(8057..9448)	Acylamidase	K01426	K01426	K19176	K01426	K21801
Dehalococcoidia_bacterium_SZUA-1093|SZUA-1093_00594	K01426	[EC:3.5.1.4]	E3.5.1.4, amiE	amidase	05DV0@bactNOG,0GB6N@delNOG,0HCJY@dproNOG,16RB9@proNOG,COG0154@NOG	amidase EC 3.5.1.4			SZUA-1093_79:c(9474..10859)	Acylamidase	K01426	K01426	K01426	K01426	K21801
Dehalococcoidia_bacterium_SZUA-1093|SZUA-1093_00595	K01586	[EC:4.1.1.20]	lysA	diaminopimelate decarboxylase	04S1H@bacNOG,05CU5@bactNOG,0NDJD@firmNOG,COG0019@NOG	Specifically catalyzes the decarboxylation of meso- diaminopimelate (meso-DAP) to L-lysine (By similarity)			SZUA-1093_79:c(10989..11315)	Diaminopimelate decarboxylase	K01586	K01586		K01586	K13747
Dehalococcoidia_bacterium_SZUA-1093|SZUA-1093_00596									SZUA-1093_80:178..327	hypothetical protein					
Dehalococcoidia_bacterium_SZUA-1093|SZUA-1093_00597	K22396	[EC:4.2.1.82]	yjhG, yagF	xylonate dehydratase	05C01@bactNOG,1DGUM@verNOG,1DNG9@verrNOG,COG0129@NOG	Dehydratase family			SZUA-1093_80:c(515..2530)	D-xylonate dehydratase YagF	K22396	K22396		K01687	K13875
Dehalococcoidia_bacterium_SZUA-1093|SZUA-1093_00598	K01426	[EC:3.5.1.4]	E3.5.1.4, amiE	amidase	01V84@aproNOG,05C3P@bactNOG,16R93@proNOG,COG0154@NOG	amidase EC 3.5.1.4			SZUA-1093_80:2689..4092	Putative amidase AmiD	K01426	K01426		K01426	K21801
Dehalococcoidia_bacterium_SZUA-1093|SZUA-1093_00599									SZUA-1093_80:c(4295..4786)	hypothetical protein					
Dehalococcoidia_bacterium_SZUA-1093|SZUA-1093_00600	K00153	[EC:1.1.1.306]	E1.1.1.306	S-(hydroxymethyl)mycothiol dehydrogenase	014KY@actNOG,08I9Z@bactNOG,COG1062@NOG	Mycothiol-dependent formaldehyde dehydrogenase			SZUA-1093_80:4953..6038	S-(hydroxymethyl)mycothiol dehydrogenase	K00153	K00153		K00121	K00153
Dehalococcoidia_bacterium_SZUA-1093|SZUA-1093_00601	K09835	[EC:5.2.1.13]	crtISO, crtH	prolycopene isomerase	05E7V@bactNOG,0D1PY@chloNOG,COG1233@NOG	FAD dependent oxidoreductase			SZUA-1093_80:c(6058..7617)	Phytoene desaturase (lycopene-forming)	K09835			K09835	K21779
Dehalococcoidia_bacterium_SZUA-1093|SZUA-1093_00602	K13800	[EC:2.7.4.14]	CMPK1, UMPK	UMP-CMP kinase	05NQQ@bactNOG,0QRB3@gproNOG,17A1S@proNOG,COG0563@NOG	adenylate kinase			SZUA-1093_80:7809..8111	hypothetical protein	K13800				K13800
Dehalococcoidia_bacterium_SZUA-1093|SZUA-1093_00603	K07047	[EC:3.5.1.91]	nfdA	N-substituted formamide deformylase	00EEU@actNOG,05EFZ@bactNOG,COG1574@NOG	amidohydrolase			SZUA-1093_80:c(8311..9930)	N-substituted formamide deformylase	K07047			K07047	K07047
Dehalococcoidia_bacterium_SZUA-1093|SZUA-1093_00604					05HR0@bactNOG,0XSJX@NOG	Beta-lactamase			SZUA-1093_80:c(9981..11081)	hypothetical protein					
Dehalococcoidia_bacterium_SZUA-1093|SZUA-1093_00605					025I8@aproNOG,08Q4P@bactNOG,11FCB@NOG,17WGQ@proNOG				SZUA-1093_80:11244..12986	hypothetical protein					
Dehalococcoidia_bacterium_SZUA-1093|SZUA-1093_00606	K00681	[EC:2.3.2.2][EC:3.4.19.13]	ggt	gamma-glutamyltranspeptidase / glutathione hydrolase	05CFB@bactNOG,COG0405@NOG	Gamma-glutamyltranspeptidase (EC 2.3.2.2)			SZUA-1093_80:13033..14733	Acylase ACY 1 proenzyme	K00681	K00681	K00681	K00681	K00681
Dehalococcoidia_bacterium_SZUA-1093|SZUA-1093_00607					07QGG@bactNOG,0ZHJR@NOG	Type I phosphodiesterase / nucleotide pyrophosphatase			SZUA-1093_81:351..1847	hypothetical protein					
Dehalococcoidia_bacterium_SZUA-1093|SZUA-1093_00608									SZUA-1093_81:1841..2407	hypothetical protein					
Dehalococcoidia_bacterium_SZUA-1093|SZUA-1093_00609									SZUA-1093_81:2681..2953	hypothetical protein					
Dehalococcoidia_bacterium_SZUA-1093|SZUA-1093_00610	K01061	[EC:3.1.1.45]	E3.1.1.45	carboxymethylenebutenolidase	07X64@bactNOG,COG0412@NOG	carboxymethylenebutenolidase (EC 3.1.1.45)			SZUA-1093_81:c(2963..3727)	Carboxymethylenebutenolidase	K01061	K01061		K01061	K01061
Dehalococcoidia_bacterium_SZUA-1093|SZUA-1093_00611	K02346	[EC:2.7.7.7]	dinB	DNA polymerase IV	05CQ3@bactNOG,0D2AR@chloNOG,0G7HK@dehNOG,COG0389@NOG	Poorly processive, error-prone DNA polymerase involved in untargeted mutagenesis. Copies undamaged DNA at stalled replication forks, which arise in vivo from mismatched or misaligned primer ends. These misaligned primers can be extended by PolIV. Exhibits no 3'-5' exonuclease (proofreading) activity. May be involved in translesional synthesis, in conjunction with the beta clamp from PolIII (By similarity)			SZUA-1093_81:4386..5570	DNA polymerase IV	K02346	K02346		K02346	K14161
Dehalococcoidia_bacterium_SZUA-1093|SZUA-1093_00612					07C79@bactNOG,0D5FC@chloNOG,0ZGWV@NOG				SZUA-1093_81:5519..5809	hypothetical protein					
Dehalococcoidia_bacterium_SZUA-1093|SZUA-1093_00613									SZUA-1093_81:5921..6202	hypothetical protein					
Dehalococcoidia_bacterium_SZUA-1093|SZUA-1093_00614	K00274	[EC:1.4.3.4]	MAO, aofH	monoamine oxidase	07Y6F@bactNOG,0D51V@chloNOG,0ZWKX@NOG	amine oxidase			SZUA-1093_81:6731..8044	Pseudooxynicotine oxidase	K00274			K00274	
Dehalococcoidia_bacterium_SZUA-1093|SZUA-1093_00615	K14162	[EC:2.7.7.7]	dnaE2	error-prone DNA polymerase	05C0B@bactNOG,0D3M1@chloNOG,COG0587@NOG	DNA polymerase III subunit alpha (EC 2.7.7.7)			SZUA-1093_81:8047..11277	Error-prone DNA polymerase	K14162	K14162		K02337	K14162
Dehalococcoidia_bacterium_SZUA-1093|SZUA-1093_00616									SZUA-1093_81:11478..11627	hypothetical protein					
Dehalococcoidia_bacterium_SZUA-1093|SZUA-1093_00617					08M46@bactNOG,0G9BY@deiNOG,11JSY@NOG	EamA-like transporter family			SZUA-1093_81:12177..13052	hypothetical protein					
Dehalococcoidia_bacterium_SZUA-1093|SZUA-1093_00618	K04751		glnB	nitrogen regulatory protein P-II 1					SZUA-1093_81:13220..13375	Nitrogen regulatory protein P-II	K04751	K04751			
Dehalococcoidia_bacterium_SZUA-1093|SZUA-1093_00619									SZUA-1093_81:13571..13768	hypothetical protein					
Dehalococcoidia_bacterium_SZUA-1093|SZUA-1093_00620									SZUA-1093_81:c(13765..14043)	hypothetical protein					
Dehalococcoidia_bacterium_SZUA-1093|SZUA-1093_00621	K06188		aqpZ	aquaporin Z	07RDT@bactNOG,09CP2@bctoNOG,0FY6U@cytNOG,COG0580@NOG	Major intrinsic protein			SZUA-1093_81:c(14203..14475)	hypothetical protein	K06188	K06188		K06188	K06188
Dehalococcoidia_bacterium_SZUA-1093|SZUA-1093_00622	K07281	[EC:2.7.7.74]	ipct	1L-myo-inositol 1-phosphate cytidylyltransferase	02GXE@arcNOG,0KYK9@eurNOG,COG0558@NOG,arCOG00674@arNOG	CDP-alcohol phosphatidyltransferase			SZUA-1093_81:c(14558..15190)	Bifunctional IPC transferase and DIPP synthase	K07281			K07281	
Dehalococcoidia_bacterium_SZUA-1093|SZUA-1093_00623	K06167	[EC:3.1.4.55]	phnP	phosphoribosyl 1,2-cyclic phosphate phosphodiesterase	05DNY@bactNOG,COG1235@NOG	Beta-lactamase domain protein			SZUA-1093_81:c(15187..15969)	Phosphoribosyl 1,2-cyclic phosphate phosphodiesterase	K06167	K06167	K06167	K06167	K06167
Dehalococcoidia_bacterium_SZUA-1093|SZUA-1093_00624					02HJP@arcNOG,0KUM3@eurNOG,COG1213@NOG,arCOG00673@arNOG	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase			SZUA-1093_81:c(15960..16682)	Bifunctional IPC transferase and DIPP synthase					
Dehalococcoidia_bacterium_SZUA-1093|SZUA-1093_00625	K00568	[EC:2.1.1.222][EC:2.1.1.64]	ubiG	2-polyprenyl-6-hydroxyphenyl methylase / 3-demethylubiquinone-9 3-methyltransferase	05DXX@bactNOG,COG0500@NOG	methyltransferase			SZUA-1093_81:c(16817..17656)	Ubiquinone/menaquinone biosynthesis C-methyltransferase UbiE	K00568			K00568	K21377
Dehalococcoidia_bacterium_SZUA-1093|SZUA-1093_00626	K01091	[EC:3.1.3.18]	gph	phosphoglycolate phosphatase	07Z04@bactNOG,COG0546@NOG	HAD-superfamily hydrolase subfamily IA			SZUA-1093_81:c(17653..18375)	Phosphoglycolate phosphatase	K01091	K01091		K01091	K11777
Dehalococcoidia_bacterium_SZUA-1093|SZUA-1093_00627	K07404	[EC:3.1.1.31]	pgl	6-phosphogluconolactonase	05HHQ@bactNOG,1DHAB@verNOG,1DMGZ@verrNOG,COG2706@NOG	Pfam:Muc_lac_enz			SZUA-1093_81:c(19177..19473)	6-phosphogluconolactonase	K07404	K07404		K07404	K07404
Dehalococcoidia_bacterium_SZUA-1093|SZUA-1093_00628	K00058	[EC:1.1.1.95][EC:1.1.1.399]	serA, PHGDH	D-3-phosphoglycerate dehydrogenase / 2-oxoglutarate reductase	08JQ1@bactNOG,0F7E3@cloNOG,0P6PQ@firmNOG,COG0111@NOG	Dehydrogenase			SZUA-1093_82:c(446..1450)	Glyoxylate/hydroxypyruvate reductase B	K00058	K00058		K00058	K16843
Dehalococcoidia_bacterium_SZUA-1093|SZUA-1093_00629									SZUA-1093_82:c(1466..2167)	hypothetical protein					
Dehalococcoidia_bacterium_SZUA-1093|SZUA-1093_00630	K01424	[EC:3.5.1.1]	E3.5.1.1, ansA, ansB	L-asparaginase	05HDK@bactNOG,0B7I3@bproNOG,16RJV@proNOG,COG0252@NOG	L-asparaginase			SZUA-1093_82:c(2310..3317)	L-asparaginase 2	K01424	K01424	K01424	K01424	K09482
Dehalococcoidia_bacterium_SZUA-1093|SZUA-1093_00631									SZUA-1093_82:c(3314..3832)	hypothetical protein					
Dehalococcoidia_bacterium_SZUA-1093|SZUA-1093_00632					00HHR@actNOG,07GRE@bactNOG,0Z2AW@NOG	Putative cyclase			SZUA-1093_82:4040..4981	hypothetical protein					
Dehalococcoidia_bacterium_SZUA-1093|SZUA-1093_00633									SZUA-1093_82:c(5107..5439)	hypothetical protein					
Dehalococcoidia_bacterium_SZUA-1093|SZUA-1093_00634	K04091	[EC:1.14.14.5]	ssuD	alkanesulfonate monooxygenase	07B9R@bactNOG,COG2141@NOG	Luciferase family			SZUA-1093_82:c(5653..6582)	hypothetical protein	K04091			K04091	K21835
Dehalococcoidia_bacterium_SZUA-1093|SZUA-1093_00635									SZUA-1093_82:6732..6926	hypothetical protein					
Dehalococcoidia_bacterium_SZUA-1093|SZUA-1093_00636	K02433	[EC:6.3.5.6][EC:6.3.5.7]	gatA, QRSL1	aspartyl-tRNA(Asn)/glutamyl-tRNA(Gln) amidotransferase subunit A	05C3P@bactNOG,0D1GE@chloNOG,COG0154@NOG	Amidase (EC 3.5.1.4)			SZUA-1093_82:6923..8350	Glutamyl-tRNA(Gln) amidotransferase subunit A	K02433	K02433		K01426	K21801
Dehalococcoidia_bacterium_SZUA-1093|SZUA-1093_00637									SZUA-1093_82:c(9216..9434)	hypothetical protein					
Dehalococcoidia_bacterium_SZUA-1093|SZUA-1093_00638									SZUA-1093_82:9809..9943	hypothetical protein					
Dehalococcoidia_bacterium_SZUA-1093|SZUA-1093_00639									SZUA-1093_82:10001..10315	hypothetical protein					
Dehalococcoidia_bacterium_SZUA-1093|SZUA-1093_00640	K00626	[EC:2.3.1.9]	E2.3.1.9, atoB	acetyl-CoA C-acetyltransferase	04RQV@bacNOG,05CHU@bactNOG,0ND51@firmNOG,COG0183@NOG	Acetyl-CoA acetyltransferase			SZUA-1093_82:c(10432..11625)	Acetyl-CoA acetyltransferase	K00626	K00626		K00626	K07823
Dehalococcoidia_bacterium_SZUA-1093|SZUA-1093_00641					07MZC@bactNOG,0B9WF@bproNOG,16TDW@proNOG,COG5267@NOG	Protein of unknown function (DUF1800)			SZUA-1093_82:12449..13837	hypothetical protein					
Dehalococcoidia_bacterium_SZUA-1093|SZUA-1093_00642									SZUA-1093_82:c(13916..14206)	hypothetical protein					
Dehalococcoidia_bacterium_SZUA-1093|SZUA-1093_00643	K07497		K07497	putative transposase					SZUA-1093_83:c(581..766)	hypothetical protein	K07497	K07497			
Dehalococcoidia_bacterium_SZUA-1093|SZUA-1093_00645									SZUA-1093_83:1603..1791	hypothetical protein					
Dehalococcoidia_bacterium_SZUA-1093|SZUA-1093_00646	K04756		ahpD	alkyl hydroperoxide reductase subunit D	COG2128@NOG	Antioxidant protein with alkyl hydroperoxidase activity. Required for the reduction of the AhpC active site cysteine residues and for the regeneration of the AhpC enzyme activity (By similarity)			SZUA-1093_83:1852..2160	hypothetical protein	K04756				K04756
Dehalococcoidia_bacterium_SZUA-1093|SZUA-1093_00647	K09992		K09992	uncharacterized protein	06C3W@bactNOG,0Z0ZZ@NOG	Membrane-bound dehydrogenase domain protein			SZUA-1093_83:c(2185..2859)	hypothetical protein	K09992			K09992	
Dehalococcoidia_bacterium_SZUA-1093|SZUA-1093_00648	K01838	[EC:5.4.2.6]	pgmB	beta-phosphoglucomutase	04UVD@bacNOG,05MN5@bactNOG,0NKRN@firmNOG,COG0637@NOG	hydrolase			SZUA-1093_83:c(2959..3633)	Hexitol phosphatase B	K01838			K01838	K20439
Dehalococcoidia_bacterium_SZUA-1093|SZUA-1093_00649									SZUA-1093_83:3881..4729	hypothetical protein					
Dehalococcoidia_bacterium_SZUA-1093|SZUA-1093_00650	K01849	[EC:5.4.99.2]	E5.4.99.2B, mcmA2	methylmalonyl-CoA mutase, C-terminal domain	08Z6F@bactNOG,COG2185@NOG	cobalamin b12-binding domain protein			SZUA-1093_83:c(4726..5130)	Pivalyl-CoA mutase small subunit	K01849	K01849		K01849	K20907
Dehalococcoidia_bacterium_SZUA-1093|SZUA-1093_00651	K05606	[EC:5.1.99.1]	MCEE, epi	methylmalonyl-CoA/ethylmalonyl-CoA epimerase	00IQV@actNOG,08ZVT@bactNOG,COG0346@NOG	methylmalonyl-CoA epimerase			SZUA-1093_83:c(5137..5577)	hypothetical protein	K05606	K05606		K05606	K21265
Dehalococcoidia_bacterium_SZUA-1093|SZUA-1093_00652	K00248	[EC:1.3.8.1]	ACADS, bcd	butyryl-CoA dehydrogenase	05C1G@bactNOG,0ENQU@cloNOG,0ND7R@firmNOG,COG1960@NOG	acyl-CoA dehydrogenase			SZUA-1093_83:c(5622..6770)	Acyl-CoA dehydrogenase, short-chain specific	K00248			K00248	K22027
Dehalococcoidia_bacterium_SZUA-1093|SZUA-1093_00653									SZUA-1093_83:c(6959..7195)	hypothetical protein					
Dehalococcoidia_bacterium_SZUA-1093|SZUA-1093_00654	K01848	[EC:5.4.99.2]	E5.4.99.2A, mcmA1	methylmalonyl-CoA mutase, N-terminal domain	05D5P@bactNOG,0EP81@cloNOG,0NDNJ@firmNOG,COG1884@NOG	Methylmalonyl-CoA mutase			SZUA-1093_83:c(7413..9059)	Methylmalonyl-CoA mutase	K01848	K01848		K01848	K20906
