#Protein ID	KO	EC	KO protein ID	KO protein name	eggNOG OG	eggNOG HMM Desc.	nr annotation	nr phylogenetic assignment	genome position	Prokka annotation	KO (4 intergrated)	GhostKOALA KO	KAAS KO	eggNOG KO (1st)	eggNOG COG transferred KO
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_00001	K00344	[EC:1.6.5.5]	qor, CRYZ	NADPH2:quinone reductase	05EE6@bactNOG,0D4HV@chloNOG,COG0604@NOG	Alcohol dehydrogenase zinc-binding domain protein			SZUA-1128_1:c(145..1113)	Quinone oxidoreductase 1	K00344	K00344		K00344	K21839
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_00445	K21727		npcB	4-nitrophenol 2-monooxygenase / 4-nitrocatechol 4-monooxygenase, reductase component	05JR2@bactNOG,COG1853@NOG	flavin reductase domain protein, FMN-binding			SZUA-1128_144:c(371..628)	hypothetical protein	K21727				K21727
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_00446	K14162	[EC:2.7.7.7]	dnaE2	error-prone DNA polymerase	05C0B@bactNOG,0D3M1@chloNOG,COG0587@NOG	DNA polymerase III subunit alpha (EC 2.7.7.7)			SZUA-1128_144:c(807..4079)	Error-prone DNA polymerase	K14162	K14162		K02337	K14162
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_00447	K01464	[EC:3.5.2.2]	DPYS, dht, hydA	dihydropyrimidinase	COG0044@NOG	Dihydroorotase			SZUA-1128_145:c(313..1737)	D-hydantoinase	K01464	K01464			K01466
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_00448					00C1K@actNOG,05DCM@bactNOG,0XPZP@NOG	Major facilitator superfamily			SZUA-1128_145:c(1903..3243)	putative MFS-type transporter YhjX					
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_00449	K21600		csoR, ricR	CsoR family transcriptional regulator, copper-sensing transcriptional repressor	05VPX@bactNOG,0D335@chloNOG,COG1937@NOG	Pfam:DUF156			SZUA-1128_145:3733..4020	Copper-sensing transcriptional repressor CsoR	K21600	K21600		K07807	K21600
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_00450	K16593	[EC:1.14.14.46]	bioI, CYP107H	pimeloyl-[acyl-carrier protein] synthase	00DYH@actNOG,06A3M@bactNOG,COG2124@NOG	cytochrome p450			SZUA-1128_146:288..1520	Biotin biosynthesis cytochrome P450	K16593			K16593	K22005
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_00451	K05337		fer	ferredoxin	00TQV@actNOG,06C8G@bactNOG,0Y3IE@NOG	Pfam:DUF1271			SZUA-1128_146:1542..1766	hypothetical protein	K05337	K05337		K05337	
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_00452					08X3N@bactNOG,0D4AX@chloNOG,0G6YD@dehNOG,11JEC@NOG	phosphoribosylglycinamide transformylase			SZUA-1128_146:c(1932..2489)	Phosphoribosylglycinamide formyltransferase					
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_00453	K00820	[EC:2.6.1.16]	glmS, GFPT	glucosamine---fructose-6-phosphate aminotransferase (isomerizing)	05C46@bactNOG,0GAY7@delNOG,0HC9K@dproNOG,16PFR@proNOG,COG0449@NOG	Catalyzes the first step in hexosamine metabolism, converting fructose-6P into glucosamine-6P using glutamine as a nitrogen source (By similarity)			SZUA-1128_147:151..2037	Glutamine--fructose-6-phosphate aminotransferase [isomerizing]	K00820	K00820		K00820	K00820
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_00454	K13057	[EC:2.4.1.245]	treT	trehalose synthase	088YS@bactNOG,0D50R@chloNOG,0XQX3@NOG	Glycosyl transferases group 1			SZUA-1128_147:2292..3617	Trehalose synthase	K13057	K13057		K13057	
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_00455	K00033	[EC:1.1.1.44][EC:1.1.1.343]	PGD, gnd, gntZ	6-phosphogluconate dehydrogenase	08J5G@bactNOG,0D5ZI@chloNOG,COG1023@NOG	6-phosphogluconate dehydrogenase, decarboxylating			SZUA-1128_148:245..1177	6-phosphogluconate dehydrogenase, NAD(+)-dependent, decarboxylating	K00033	K00033		K00033	K00033
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_00456	K00036	[EC:1.1.1.49][EC:1.1.1.363]	G6PD, zwf	glucose-6-phosphate 1-dehydrogenase	05D8W@bactNOG,0FJM3@cyaNOG,COG0364@NOG	glucose-6-phosphate 1-dehydrogenase			SZUA-1128_148:1177..1761	Glucose-6-phosphate 1-dehydrogenase	K00036	K00036		K00036	K15242
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_00457	K01607	[EC:4.1.1.44]	pcaC	4-carboxymuconolactone decarboxylase	08XJS@bactNOG,0BETW@bproNOG,11SFK@NOG,17BX7@proNOG	Inherit from proNOG: carboxymuconolactone decarboxylase			SZUA-1128_148:1854..2369	hypothetical protein	K01607			K01607	
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_00458	K05710		hcaC	3-phenylpropionate/trans-cinnamate dioxygenase ferredoxin component	07RF1@bactNOG,0D39R@chloNOG,0XPPK@NOG	Rieske (2Fe-2S) domain-containing protein			SZUA-1128_148:c(2422..2745)	Biphenyl dioxygenase ferredoxin subunit	K05710	K05710		K00363	
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_00459									SZUA-1128_148:c(2786..3181)	hypothetical protein					
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_00460									SZUA-1128_149:c(46..324)	hypothetical protein					
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_00461	K20882	[EC:2.8.3.24]	hadA	(R)-2-hydroxy-4-methylpentanoate CoA-transferase	COG1804@NOG	l-carnitine dehydratase bile acid-inducible protein F			SZUA-1128_149:c(327..1601)	Succinyl-CoA:(R)-benzylsuccinate CoA-transferase subunit BbsF	K20882				K20882
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_00462	K07749	[EC:2.8.3.16]	frc	formyl-CoA transferase	05C04@bactNOG,0D3N5@chloNOG,COG1804@NOG	L-carnitine dehydratase bile acid-inducible protein F			SZUA-1128_149:c(1604..2797)	Acetyl-CoA:oxalate CoA-transferase	K07749			K07749	K20882
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_00463					06C59@bactNOG,0Y588@NOG				SZUA-1128_151:c(123..1424)	hypothetical protein					
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_00464					0610T@bactNOG,128A1@NOG				SZUA-1128_151:c(1396..1758)	hypothetical protein					
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_00465					05EPR@bactNOG,COG1307@NOG	degv family			SZUA-1128_152:c(258..1118)	Protein DegV					
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_00466	K07030		K07030	uncharacterized protein	05DP4@bactNOG,0D1NP@chloNOG,0G6XG@dehNOG,COG1461@NOG	DAK2 domain			SZUA-1128_152:c(1214..1819)	hypothetical protein	K07030	K07030		K07030	K07030
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_00467									SZUA-1128_153:35..577	hypothetical protein					
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_00468									SZUA-1128_154:c(167..814)	hypothetical protein					
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_00470	K03268	[EC:1.14.12.3][EC:1.14.12.11][EC:1.14.12.-]	todC1, bedC1, tcbAa	benzene/toluene/chlorobenzene dioxygenase subunit alpha	01RAC@aproNOG,05FUY@bactNOG,16QQ2@proNOG,COG4638@NOG	alpha subunit			SZUA-1128_155:333..1604	3-phenylpropionate/cinnamic acid dioxygenase subunit alpha	K03268			K03268	K21724
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_00471									SZUA-1128_155:1648..1947	hypothetical protein					
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_00472									SZUA-1128_155:2019..2195	hypothetical protein					
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_00473	K01952	[EC:6.3.5.3]	purL, PFAS	phosphoribosylformylglycinamidine synthase	04WMV@bacNOG,05VR9@bactNOG,0NP49@firmNOG,COG1828@NOG	phosphoribosylformylglycinamidine synthase			SZUA-1128_155:c(2423..2680)	Phosphoribosylformylglycinamidine synthase subunit PurS	K01952	K01952	K01952	K01952	
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_00474					00CRC@actNOG,06T0V@bactNOG,0YIX1@NOG	Membrane			SZUA-1128_155:c(2745..3401)	hypothetical protein					
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_00475	K01923	[EC:6.3.2.6]	purC	phosphoribosylaminoimidazole-succinocarboxamide synthase	05C8V@bactNOG,0D1W9@chloNOG,COG0152@NOG	phosphoribosylaminoimidazolesuccinocarboxamide synthase (EC 6.3.2.6)			SZUA-1128_155:c(3473..4372)	Phosphoribosylaminoimidazole-succinocarboxamide synthase	K01923	K01923	K01923	K01923	K13713
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_00476	K01756	[EC:4.3.2.2]	purB, ADSL	adenylosuccinate lyase	05C83@bactNOG,0D1N2@chloNOG,0G6UX@dehNOG,COG0015@NOG	adenylosuccinate lyase			SZUA-1128_155:c(4529..5845)	Adenylosuccinate lyase	K01756	K01756		K01756	K22004
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_00477	K08966	[EC:3.1.3.87]	mtnX	2-hydroxy-3-keto-5-methylthiopentenyl-1-phosphate phosphatase	05JAS@bactNOG,0D4J2@chloNOG,0G74W@dehNOG,COG4359@NOG	Inherit from bactNOG: Dephosphorylates 2-hydroxy-3-keto-5-methylthiopentenyl- 1-phosphate (HK-MTPenyl-1-P) yielding 1,2-dihydroxy-3-keto-5- methylthiopentene (DHK-MTPene) (By similarity)			SZUA-1128_155:c(5938..6657)	2-hydroxy-3-keto-5-methylthiopentenyl-1- phosphate phosphatase	K08966			K08966	K08966
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_00478	K01588	[EC:5.4.99.18]	purE	5-(carboxyamino)imidazole ribonucleotide mutase	08UM6@bactNOG,0D2P4@chloNOG,0G77D@dehNOG,COG0041@NOG	Catalyzes the conversion of N5-carboxyaminoimidazole ribonucleotide (N5-CAIR) to 4-carboxy-5-aminoimidazole ribonucleotide (CAIR) (By similarity)			SZUA-1128_155:c(6602..7060)	N5-carboxyaminoimidazole ribonucleotide mutase	K01588	K01588		K01588	K01588
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_00479									SZUA-1128_156:2..460	hypothetical protein					
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_00480									SZUA-1128_156:529..1431	hypothetical protein					
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_00481	K01426	[EC:3.5.1.4]	E3.5.1.4, amiE	amidase	04TFY@bacNOG,05D9J@bactNOG,0NEX2@firmNOG,COG2421@NOG	Acetamidase formamidase			SZUA-1128_157:c(315..1190)	Formamidase	K01426	K01426		K01426	K01455
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_00482									SZUA-1128_157:c(1590..1748)	hypothetical protein					
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_00483									SZUA-1128_158:5..199	hypothetical protein					
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_00484					05C0R@bactNOG,0D21K@chloNOG,0XNN3@NOG	drug resistance transporter, EmrB QacA subfamily			SZUA-1128_158:c(245..1753)	Riboflavin transporter RibZ					
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_00485	K03088		rpoE	RNA polymerase sigma-70 factor, ECF subfamily	05EMN@bactNOG,0EVAN@cloNOG,0NI8T@firmNOG,COG1595@NOG	RNA polymerase			SZUA-1128_159:32..325	ECF RNA polymerase sigma factor SigW	K03088	K03088		K03088	K03088
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_00486	K03088		rpoE	RNA polymerase sigma-70 factor, ECF subfamily	0046H@aciNOG,05EMN@bactNOG,COG1595@NOG	ECF subfamily RNA polymerase			SZUA-1128_159:319..582	ECF RNA polymerase sigma factor SigE	K03088	K03088		K03088	K03088
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_00487	K00175	[EC:1.2.7.3][EC:1.2.7.11]	korB, oorB, oforB	2-oxoglutarate/2-oxoacid ferredoxin oxidoreductase subunit beta	05DQU@bactNOG,0D1JG@chloNOG,0D7M3@chlorNOG,COG1013@NOG	Pyruvate ferredoxin flavodoxin oxidoreductase, beta subunit			SZUA-1128_159:c(667..1533)	2-oxoglutarate oxidoreductase subunit KorB	K00175	K00175		K00175	K19071
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_00488	K00174	[EC:1.2.7.3][EC:1.2.7.11]	korA, oorA, oforA	2-oxoglutarate/2-oxoacid ferredoxin oxidoreductase subunit alpha	05DI2@bactNOG,0D1JE@chloNOG,0D7M1@chlorNOG,COG0674@NOG,COG1014@NOG	pyruvate flavodoxin ferredoxin oxidoreductase domain-containing protein			SZUA-1128_159:c(1530..3245)	2-oxoglutarate oxidoreductase subunit KorA	K00174	K00174		K00174	K04090
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_00489									SZUA-1128_159:3362..3649	hypothetical protein					
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_00490	K01462	[EC:3.5.1.88]	PDF, def	peptide deformylase	08Z02@bactNOG,0D2YV@chloNOG,0G7B8@dehNOG,COG0242@NOG	Removes the formyl group from the N-terminal Met of newly synthesized proteins. Requires at least a dipeptide for an efficient rate of reaction. N-terminal L-methionine is a prerequisite for activity but the enzyme has broad specificity at other positions (By similarity)			SZUA-1128_160:c(320..928)	Peptide deformylase	K01462	K01462		K01462	K01462
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_00491	K04066	[EC:3.6.4.-]	priA	primosomal protein N' (replication factor Y) (superfamily II helicase)	05C25@bactNOG,0D1W2@chloNOG,0G6ZK@dehNOG,COG1198@NOG	primosomal protein N'			SZUA-1128_160:c(1068..2444)	Primosomal protein N'	K04066	K04066		K01990	K04066
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_00492					05JST@bactNOG,0ZWXX@NOG,171XD@proNOG	Inherit from bactNOG: Dehydratase			SZUA-1128_161:c(452..901)	hypothetical protein					
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_00493	K07053	[EC:3.1.3.97]	E3.1.3.97	3',5'-nucleoside bisphosphate phosphatase	08VKE@bactNOG,0GE94@delNOG,0HF51@dproNOG,17B56@proNOG,COG0613@NOG	PHP domain protein			SZUA-1128_161:c(976..1635)	hypothetical protein	K07053			K07053	K20859
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_00494	K21835	[EC:1.1.98.5]	adf	secondary-alcohol dehydrogenase (coenzyme-F420)	00J9A@actNOG,08M8W@bactNOG,COG2141@NOG	Luciferase-like protein			SZUA-1128_162:14..1027	Alkanal monooxygenase alpha chain	K21835				K21835
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_00495									SZUA-1128_162:c(1114..1230)	hypothetical protein					
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_00496									SZUA-1128_162:c(1381..1860)	hypothetical protein					
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_00497									SZUA-1128_163:204..386	hypothetical protein					
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_00498	K02013	[EC:3.6.3.34]	ABC.FEV.A	iron complex transport system ATP-binding protein	05DIK@bactNOG,0D2II@chloNOG,COG1121@NOG	ABC transporter			SZUA-1128_163:c(865..1761)	High-affinity zinc uptake system ATP-binding protein ZnuC	K02013			K02013	K19973
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_00499	K02077		ABC.ZM.S	zinc/manganese transport system substrate-binding protein	04SIT@bacNOG,05DSE@bactNOG,0NEP2@firmNOG,COG0803@NOG	ABC transporter			SZUA-1128_163:c(1852..2772)	Periplasmic chelated iron-binding protein YfeA	K02077			K02077	K19975
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_00500	K03711		fur, zur, furB	Fur family transcriptional regulator, ferric uptake regulator	05I3K@bactNOG,0D365@chloNOG,COG0735@NOG	regulator, Fur family			SZUA-1128_163:c(2820..3263)	Zinc-specific metallo-regulatory protein	K03711	K03711		K03711	K09826
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_00501	K05606	[EC:5.1.99.1]	MCEE, epi	methylmalonyl-CoA/ethylmalonyl-CoA epimerase	08ZVT@bactNOG,0ETA5@cloNOG,0NJ9V@firmNOG,COG0346@NOG	methylmalonyl-CoA epimerase			SZUA-1128_163:c(3618..4499)	hypothetical protein	K05606	K05606		K01759	K21265
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_00502									SZUA-1128_163:c(4631..5056)	hypothetical protein					
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_00503	K13996	[EC:5.3.4.1]	EPS1	protein disulfide-isomerase	05KJP@bactNOG,COG0526@NOG	alkyl hydroperoxide reductase Thiol specific antioxidant Mal allergen			SZUA-1128_164:c(173..592)	Thiol-disulfide oxidoreductase ResA	K13996				K13996
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_00505	K07749	[EC:2.8.3.16]	frc	formyl-CoA transferase	01QE7@aproNOG,05C04@bactNOG,16PTM@proNOG,COG1804@NOG	L-carnitine dehydratase bile acid-inducible protein F			SZUA-1128_164:1112..2380	Acetyl-CoA:oxalate CoA-transferase	K07749			K07749	K20882
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_00506					07YJC@bactNOG,0ZXBP@NOG	Alpha beta hydrolase			SZUA-1128_164:c(2495..3130)	Lipase 3					
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_00507					07WAR@bactNOG,COG1379@NOG	Inherit from COG: Uvrd rep helicase			SZUA-1128_165:129..461	hypothetical protein					
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_00508									SZUA-1128_165:c(512..2971)	hypothetical protein					
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_00509	K03789	[EC:2.3.1.266]	rimI	[ribosomal protein S18]-alanine N-acetyltransferase	0818W@bactNOG,0D2DF@chloNOG,0G7C4@dehNOG,COG0456@NOG	Ribosomal-protein-alanine acetyltransferase			SZUA-1128_165:3119..3769	Ribosomal-protein-alanine acetyltransferase	K03789	K03789		K03789	K20794
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_00510	K00859	[EC:2.7.1.24]	coaE	dephospho-CoA kinase	08ZQD@bactNOG,0ETHV@cloNOG,0NJ9S@firmNOG,COG0237@NOG	Catalyzes the phosphorylation of the 3'-hydroxyl group of dephosphocoenzyme A to form coenzyme A (By similarity)			SZUA-1128_165:4074..4685	Dephospho-CoA kinase	K00859			K00859	K00859
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_00511									SZUA-1128_165:c(4786..5199)	hypothetical protein					
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_00512	K01520	[EC:3.6.1.23]	dut, DUT	dUTP pyrophosphatase	0KSWV@eurNOG,0WM24@methaNOG,COG0717@NOG,arCOG04048@arNOG	This enzyme is involved in nucleotide metabolism it produces dUMP, the immediate precursor of thymidine nucleotides and it decreases the intracellular concentration of dUTP so that uracil cannot be incorporated into DNA (By similarity)			SZUA-1128_166:301..822	Deoxycytidine triphosphate deaminase	K01520	K01520		K01494	
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_00513	K02033		ABC.PE.P	peptide/nickel transport system permease protein	05CJM@bactNOG,1AMUU@spiNOG,COG0601@NOG	ABC transporter permease			SZUA-1128_167:13..837	Glutathione transport system permease protein GsiC	K02033	K02033		K02033	K19227
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_00514	K02034		ABC.PE.P1	peptide/nickel transport system permease protein	01W1P@aproNOG,05C2T@bactNOG,16QXW@proNOG,COG1173@NOG	permease protein			SZUA-1128_167:904..1893	putative D,D-dipeptide transport system permease protein DdpC	K02034	K02034		K02034	K19228
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_00515									SZUA-1128_167:2109..2549	hypothetical protein					
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_00516									SZUA-1128_167:c(2916..3365)	hypothetical protein					
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_00517					01T5C@aproNOG,07URY@bactNOG,0ZVJR@NOG,176BI@proNOG	BNR/Asp-box repeat			SZUA-1128_168:c(15..1004)	Xyloglucanase Xgh74A					
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_00518	K01759	[EC:4.4.1.5]	GLO1, gloA	lactoylglutathione lyase	012CN@actNOG,068HA@bactNOG,0XUYC@NOG	Glyoxalase/Bleomycin resistance protein/Dioxygenase superfamily			SZUA-1128_168:c(1265..1738)	hypothetical protein	K01759			K01759	
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_00519	K03733		xerC	integrase/recombinase XerC	05C13@bactNOG,0D33K@chloNOG,0G74M@dehNOG,COG4974@NOG	Site-specific tyrosine recombinase, which acts by catalyzing the cutting and rejoining of the recombining DNA molecules. The XerC-XerD complex is essential to convert dimers of the bacterial chromosome into monomers to permit their segregation at cell division. It also contributes to the segregational stability of plasmids (By similarity)			SZUA-1128_169:16..966	Tyrosine recombinase XerC	K03733			K03733	
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_00520	K03786	[EC:4.2.1.10]	aroQ, qutE	3-dehydroquinate dehydratase II	08Z38@bactNOG,0ET5V@cloNOG,0NJCZ@firmNOG,COG0757@NOG	Catalyzes a trans-dehydration via an enolate intermediate (By similarity)			SZUA-1128_169:998..1438	3-dehydroquinate dehydratase	K03786	K03786		K00457	K03786
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_00521									SZUA-1128_170:356..697	hypothetical protein					
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_00522	K21835	[EC:1.1.98.5]	adf	secondary-alcohol dehydrogenase (coenzyme-F420)	07B9R@bactNOG,COG2141@NOG	Luciferase family			SZUA-1128_170:860..1750	hypothetical protein	K21835				K21835
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_00523									SZUA-1128_170:c(1936..2358)	hypothetical protein					
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_00524									SZUA-1128_170:c(2400..2618)	hypothetical protein					
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_00525									SZUA-1128_171:89..514	hypothetical protein					
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_00526	K21835	[EC:1.1.98.5]	adf	secondary-alcohol dehydrogenase (coenzyme-F420)	00D7E@actNOG,07EQP@bactNOG,COG2141@NOG	Monooxygenase			SZUA-1128_171:c(1408..2787)	Dimethyl-sulfide monooxygenase	K21835				K21835
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_00527									SZUA-1128_172:35..241	hypothetical protein					
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_00528	K02340	[EC:2.7.7.7]	holA	DNA polymerase III subunit delta	083X3@bactNOG,0D2VA@chloNOG,0G75J@dehNOG,COG1466@NOG	DNA polymerase III, delta			SZUA-1128_172:355..1377	putative protein YqeN	K02340	K02340		K02340	K02340
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_00529									SZUA-1128_172:1374..1535	hypothetical protein					
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_00530									SZUA-1128_173:217..450	hypothetical protein					
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_00531					07HWE@bactNOG,0D5KB@chloNOG,0YRA3@NOG	Pfam:DUF55			SZUA-1128_173:1392..1976	hypothetical protein					
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_00532	K03527	[EC:1.17.7.4]	ispH, lytB	4-hydroxy-3-methylbut-2-en-1-yl diphosphate reductase	05C48@bactNOG,0B80D@bproNOG,16PFS@proNOG,COG0761@NOG	Converts 1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate into isopentenyl diphosphate (IPP) and dimethylallyl diphosphate (DMAPP) (By similarity)			SZUA-1128_174:c(482..1381)	4-hydroxy-3-methylbut-2-enyl diphosphate reductase	K03527	K03527		K02945	K03527
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_00533	K01733	[EC:4.2.3.1]	thrC	threonine synthase	0038Q@aciNOG,07R3C@bactNOG,COG0498@NOG	Threonine synthase			SZUA-1128_174:c(1443..2231)	Threonine synthase	K01733	K01733		K01733	K15527
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_00534	K13730		inlA	internalin A	08NJY@bactNOG,COG4886@NOG	Repeat protein			SZUA-1128_175:c(89..1777)	Internalin-A	K13730			K13730	K15353
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_00535	K01720	[EC:4.2.1.79]	prpD	2-methylcitrate dehydratase	01S64@aproNOG,05ED6@bactNOG,173TZ@proNOG,COG2079@NOG	MmgE PrpD family protein			SZUA-1128_176:15..416	hypothetical protein	K01720			K01720	K05608
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_00536	K10026	[EC:4.3.99.3]	queE	7-carboxy-7-deazaguanine synthase	05EIZ@bactNOG,09A0T@bctoNOG,0FW70@cytNOG,COG0602@NOG	Catalyzes the conversion of 6-carboxy-5,6,7,8- tetrahydropterin (CPH4) to 7-carboxy-7-deazaguanine (CDG) (By similarity)			SZUA-1128_176:c(471..1178)	7-carboxy-7-deazaguanine synthase	K10026	K10026		K10026	K10026
