#Protein ID	KO	EC	KO protein ID	KO protein name	eggNOG OG	eggNOG HMM Desc.	nr annotation	nr phylogenetic assignment	genome position	Prokka annotation	KO (4 intergrated)	GhostKOALA KO	KAAS KO	eggNOG KO (1st)	eggNOG COG transferred KO
Aquifex_aeolicus_SZUA-1519|SZUA-1519_00001	K01622	[EC:4.1.2.13][EC:3.1.3.11]	K01622	fructose 1,6-bisphosphate aldolase/phosphatase	02F0N@aquNOG,07NFR@bactNOG,COG1980@NOG	Fructose-1,6-bisphosphatase			SZUA-1519_1:c(9..1154)	Fructose-1,6-bisphosphate aldolase/phosphatase	K01622	K01622		K01622	K01622
Aquifex_aeolicus_SZUA-1519|SZUA-1519_00289	K03320		amt, AMT, MEP	ammonium transporter, Amt family	02ERY@aquNOG,05BZU@bactNOG,0XNMH@NOG	ammonium transporter			SZUA-1519_15:c(11118..12338)	Ammonia channel	K03320	K03320			
Aquifex_aeolicus_SZUA-1519|SZUA-1519_00290	K01892	[EC:6.1.1.21]	HARS, hisS	histidyl-tRNA synthetase	02F24@aquNOG,05CUT@bactNOG,COG0124@NOG	histidyl-tRNA synthetase (EC 6.1.1.21)			SZUA-1519_15:c(12437..13678)	Histidine--tRNA ligase	K01892	K01892	K01892	K01892	K01892
Aquifex_aeolicus_SZUA-1519|SZUA-1519_00291	K11991	[EC:3.5.4.33]	tadA	tRNA(adenine34) deaminase	02FPJ@aquNOG,08Z6B@bactNOG,COG0590@NOG	CMP dCMP deaminase zinc-binding			SZUA-1519_15:c(13681..14136)	tRNA-specific adenosine deaminase	K11991	K11991		K01485	K11991
Aquifex_aeolicus_SZUA-1519|SZUA-1519_00292	K03820	[EC:2.3.1.-]	lnt	apolipoprotein N-acyltransferase	02FF5@aquNOG,05CE8@bactNOG,COG0815@NOG	Transfers the fatty acyl group on membrane lipoproteins (By similarity)			SZUA-1519_15:14141..15430	Apolipoprotein N-acyltransferase	K03820	K03820		K03820	K03820
Aquifex_aeolicus_SZUA-1519|SZUA-1519_00293	K09022	[EC:3.5.99.10]	ridA, tdcF, RIDA	2-iminobutanoate/2-iminopropanoate deaminase	02FUM@aquNOG,05KME@bactNOG,COG0251@NOG	endoribonuclease L-PSP			SZUA-1519_15:15446..15829	2-iminobutanoate/2-iminopropanoate deaminase	K09022	K09022		K09022	K09022
Aquifex_aeolicus_SZUA-1519|SZUA-1519_00294	K03630		radC	DNA repair protein RadC	02FBU@aquNOG,05W5Q@bactNOG,COG2003@NOG	DNA repair protein RadC			SZUA-1519_15:15822..16496	hypothetical protein	K03630	K03630		K03630	K03630
Aquifex_aeolicus_SZUA-1519|SZUA-1519_00295	K01775	[EC:5.1.1.1]	alr	alanine racemase	02F2F@aquNOG,05CJ4@bactNOG,COG0787@NOG	Catalyzes the interconversion of L-alanine and D- alanine. May also act on other amino acids (By similarity)			SZUA-1519_15:16499..17527	Alanine racemase	K01775	K01775		K01775	K20707
Aquifex_aeolicus_SZUA-1519|SZUA-1519_00296	K02654	[EC:3.4.23.43][EC:2.1.1.-]	pilD, pppA	leader peptidase (prepilin peptidase) / N-methyltransferase	02F5G@aquNOG,05EHH@bactNOG,COG1989@NOG	Cleaves type-4 fimbrial leader sequence and methylates the N-terminal (generally Phe) residue (By similarity)			SZUA-1519_15:c(17524..18294)	Leader peptidase PppA	K02654	K02654		K02236	K10966
Aquifex_aeolicus_SZUA-1519|SZUA-1519_00297	K07568	[EC:2.4.99.17]	queA	S-adenosylmethionine:tRNA ribosyltransferase-isomerase	02ESX@aquNOG,05E2N@bactNOG,COG0809@NOG	Transfers and isomerizes the ribose moiety from AdoMet to the 7-aminomethyl group of 7-deazaguanine (preQ1-tRNA) to give epoxyqueuosine (oQ-tRNA) (By similarity)			SZUA-1519_15:18365..19402	S-adenosylmethionine:tRNA ribosyltransferase-isomerase	K07568	K07568		K07568	K07568
Aquifex_aeolicus_SZUA-1519|SZUA-1519_00298	K00789	[EC:2.5.1.6]	metK	S-adenosylmethionine synthetase	02END@aquNOG,05CPH@bactNOG,COG0192@NOG	Catalyzes the formation of S-adenosylmethionine from methionine and ATP. The overall synthetic reaction is composed of two sequential steps, AdoMet formation and the subsequent tripolyphosphate hydrolysis which occurs prior to release of AdoMet from the enzyme (By similarity)			SZUA-1519_15:19412..20542	S-adenosylmethionine synthase	K00789	K00789		K00789	K00789
Aquifex_aeolicus_SZUA-1519|SZUA-1519_00299	K07277		SAM50, TOB55, bamA	outer membrane protein insertion porin family	02EJT@aquNOG,05E1Z@bactNOG,COG4775@NOG	Outer membrane protein assembly complex, YaeT protein			SZUA-1519_15:c(20539..22830)	Outer membrane protein assembly factor BamA	K07277	K07277		K07277	K07277
Aquifex_aeolicus_SZUA-1519|SZUA-1519_00300	K03696		clpC	ATP-dependent Clp protease ATP-binding subunit ClpC	02EQP@aquNOG,05C2Z@bactNOG,COG0542@NOG	ATPase AAA-2 domain protein			SZUA-1519_15:c(22851..25301)	Negative regulator of genetic competence ClpC/MecB	K03696	K03696		K03696	K11907
Aquifex_aeolicus_SZUA-1519|SZUA-1519_00301	K09810	[EC:3.6.3.-]	lolD	lipoprotein-releasing system ATP-binding protein	02FC8@aquNOG,05CQU@bactNOG,COG1136@NOG	Part of the ABC transporter complex LolCDE involved in the translocation of mature outer membrane-directed lipoproteins, from the inner membrane to the periplasmic chaperone, LolA. Responsible for the formation of the LolA-lipoprotein complex in an ATP-dependent manner (By similarity)			SZUA-1519_15:c(25351..26019)	Lipoprotein-releasing system ATP-binding protein LolD	K09810	K09810		K02003	K19083
Aquifex_aeolicus_SZUA-1519|SZUA-1519_00302									SZUA-1519_15:26045..26824	hypothetical protein					
Aquifex_aeolicus_SZUA-1519|SZUA-1519_00303	K03726	[EC:3.6.4.-]	helS	helicase	02ERN@aquNOG,07VR0@bactNOG,COG1204@NOG	DEAD DEAH box helicase domain protein			SZUA-1519_15:c(26801..29071)	putative helicase HelY	K03726	K03726		K03726	K12854
Aquifex_aeolicus_SZUA-1519|SZUA-1519_00304	K01923	[EC:6.3.2.6]	purC	phosphoribosylaminoimidazole-succinocarboxamide synthase	02F2D@aquNOG,05C8V@bactNOG,COG0152@NOG	phosphoribosylaminoimidazole-succinocarboxamide synthase (EC 6.3.2.6)			SZUA-1519_15:c(29110..29820)	Phosphoribosylaminoimidazole-succinocarboxamide synthase	K01923	K01923	K01587	K01923	K13713
Aquifex_aeolicus_SZUA-1519|SZUA-1519_00305	K00133	[EC:1.2.1.11]	asd	aspartate-semialdehyde dehydrogenase	02EM5@aquNOG,05CM3@bactNOG,COG0136@NOG	Catalyzes the NADPH-dependent formation of L-aspartate- semialdehyde (L-ASA) by the reductive dephosphorylation of L- aspartyl-4-phosphate (By similarity)			SZUA-1519_15:29884..30957	Aspartate-semialdehyde dehydrogenase	K00133	K00133	K00133	K00133	K15017
Aquifex_aeolicus_SZUA-1519|SZUA-1519_00306									SZUA-1519_15:c(30964..31533)	hypothetical protein					
Aquifex_aeolicus_SZUA-1519|SZUA-1519_00307	K08744	[EC:2.7.8.41]	CRLS	cardiolipin synthase (CMP-forming)	08UKJ@bactNOG,0G6IU@defNOG,COG0558@NOG	CDP-alcohol phosphatidyltransferase			SZUA-1519_15:31568..32116	CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase	K08744	K08744		K00995	K17884
Aquifex_aeolicus_SZUA-1519|SZUA-1519_00308	K02356		efp	elongation factor P	02ETG@aquNOG,05DRH@bactNOG,COG0231@NOG	Involved in peptide bond synthesis. Stimulates efficient translation and peptide-bond synthesis on native or reconstituted 70S ribosomes in vitro. Probably functions indirectly by altering the affinity of the ribosome for aminoacyl-tRNA, thus increasing their reactivity as acceptors for peptidyl transferase (By similarity)			SZUA-1519_15:32120..32686	Elongation factor P	K02356	K02356		K02356	K03263
Aquifex_aeolicus_SZUA-1519|SZUA-1519_00309	K02160		accB, bccP	acetyl-CoA carboxylase biotin carboxyl carrier protein	02FFV@aquNOG,05KM4@bactNOG,COG0511@NOG	Acetyl-CoA carboxylase, biotin carboxyl carrier protein			SZUA-1519_15:32686..33147	Biotin carboxyl carrier protein of acetyl-CoA carboxylase	K02160	K02160	K02160	K02160	K20140
Aquifex_aeolicus_SZUA-1519|SZUA-1519_00310	K18672	[EC:2.7.7.85]	dacA	diadenylate cyclase	02F0G@aquNOG,05C8B@bactNOG,COG1624@NOG	DisA bacterial checkpoint controller nucleotide-binding			SZUA-1519_15:33140..33913	Cyclic di-AMP synthase CdaA	K18672			K18672	K18672
Aquifex_aeolicus_SZUA-1519|SZUA-1519_00311	K06167	[EC:3.1.4.55]	phnP	phosphoribosyl 1,2-cyclic phosphate phosphodiesterase	02F20@aquNOG,08WKU@bactNOG,COG1235@NOG	Metallo-beta-lactamase family			SZUA-1519_15:c(33910..34668)	Ribonuclease BN	K06167				K06167
Aquifex_aeolicus_SZUA-1519|SZUA-1519_00312	K06941	[EC:2.1.1.192]	rlmN	23S rRNA (adenine2503-C2)-methyltransferase	02F7R@aquNOG,05C55@bactNOG,COG0820@NOG	Specifically methylates position 2 of adenine 2503 in 23S rRNA and position 2 of adenine 37 in tRNAs (By similarity)			SZUA-1519_15:34690..35751	putative dual-specificity RNA methyltransferase RlmN	K06941	K06941		K06941	K06941
Aquifex_aeolicus_SZUA-1519|SZUA-1519_00313	K00283	[EC:1.4.4.2]	gcvPB	glycine dehydrogenase subunit 2	02F0V@aquNOG,07RGW@bactNOG,COG1003@NOG	The glycine cleavage system catalyzes the degradation of glycine. The P protein binds the alpha-amino group of glycine through its pyridoxal phosphate cofactor			SZUA-1519_15:c(35761..37197)	putative glycine dehydrogenase (decarboxylating) subunit 2	K00283	K00283		K00281	K00283
Aquifex_aeolicus_SZUA-1519|SZUA-1519_00314	K13996	[EC:5.3.4.1]	EPS1	protein disulfide-isomerase	02EW6@aquNOG,08UYR@bactNOG,COG0526@NOG	glutaredoxin-like domain protein			SZUA-1519_15:c(37311..38036)	hypothetical protein	K13996				K13996
Aquifex_aeolicus_SZUA-1519|SZUA-1519_00315	K02499		yabN	tetrapyrrole methylase family protein / MazG family protein	02F39@aquNOG,05DXN@bactNOG,COG1694@NOG	MazG family			SZUA-1519_16:29..796	Nucleoside triphosphate pyrophosphohydrolase	K02499	K02499		K02428	K04765
Aquifex_aeolicus_SZUA-1519|SZUA-1519_00316	K06142		hlpA, ompH	outer membrane protein	02G2A@aquNOG,062GP@bactNOG,COG2825@NOG	outer membrane chaperone			SZUA-1519_16:832..1362	hypothetical protein	K06142			K06142	K06142
Aquifex_aeolicus_SZUA-1519|SZUA-1519_00317	K04656		hypF	hydrogenase maturation protein HypF	02F1D@aquNOG,05C8H@bactNOG,COG0068@NOG	(NiFe) hydrogenase maturation protein HypF			SZUA-1519_16:1462..3696	Carbamoyltransferase HypF	K04656	K04656	K04656	K04656	K04656
Aquifex_aeolicus_SZUA-1519|SZUA-1519_00318					02FMM@aquNOG,05FV0@bactNOG,11PND@NOG				SZUA-1519_16:3800..5104	hypothetical protein					
Aquifex_aeolicus_SZUA-1519|SZUA-1519_00319	K00566	[EC:2.8.1.13]	mnmA, trmU	tRNA-uridine 2-sulfurtransferase	02EQD@aquNOG,05CR1@bactNOG,COG0482@NOG	Thiamine biosynthesis protein			SZUA-1519_16:5154..6185	tRNA-specific 2-thiouridylase MnmA	K00566			K00566	K21027
Aquifex_aeolicus_SZUA-1519|SZUA-1519_00320					02G3G@aquNOG,06EMI@bactNOG,0Y5DA@NOG				SZUA-1519_16:6199..6447	hypothetical protein					
Aquifex_aeolicus_SZUA-1519|SZUA-1519_00321									SZUA-1519_16:6474..6716	Fe/S biogenesis protein NfuA					
Aquifex_aeolicus_SZUA-1519|SZUA-1519_00322									SZUA-1519_16:6716..7375	hypothetical protein					
Aquifex_aeolicus_SZUA-1519|SZUA-1519_00323	K00979	[EC:2.7.7.38]	kdsB	3-deoxy-manno-octulosonate cytidylyltransferase (CMP-KDO synthetase)	02ENM@aquNOG,05CET@bactNOG,COG1212@NOG	Activates KDO (a required 8-carbon sugar) for incorporation into bacterial lipopolysaccharide in Gram-negative bacteria (By similarity)			SZUA-1519_16:7406..8122	3-deoxy-manno-octulosonate cytidylyltransferase	K00979	K00979		K00979	K00979
Aquifex_aeolicus_SZUA-1519|SZUA-1519_00324	K01000	[EC:2.7.8.13]	mraY	phospho-N-acetylmuramoyl-pentapeptide-transferase	02F5D@aquNOG,05CPY@bactNOG,COG0472@NOG	First step of the lipid cycle reactions in the biosynthesis of the cell wall peptidoglycan (By similarity)			SZUA-1519_16:8134..9285	Phospho-N-acetylmuramoyl-pentapeptide- transferase	K01000	K01000		K01000	K13685
Aquifex_aeolicus_SZUA-1519|SZUA-1519_00325	K09769		K09769	uncharacterized protein	02F91@aquNOG,05D48@bactNOG,COG1692@NOG	Inherit from bactNOG: metallophosphoesterase			SZUA-1519_16:c(9282..10094)	2',3'-cyclic-nucleotide 2'-phosphodiesterase	K09769	K09769		K09769	K09769
Aquifex_aeolicus_SZUA-1519|SZUA-1519_00326	K09761	[EC:2.1.1.193]	rsmE	16S rRNA (uracil1498-N3)-methyltransferase	02FFC@aquNOG,07XZW@bactNOG,COG1385@NOG	Specifically methylates the N3 position of the uracil ring of uridine 1498 (m3U1498) in 16S rRNA. Acts on the fully assembled 30S ribosomal subunit (By similarity)			SZUA-1519_17:1460..2182	Ribosomal RNA small subunit methyltransferase E	K09761	K09761		K09761	K09761
Aquifex_aeolicus_SZUA-1519|SZUA-1519_00327									SZUA-1519_17:c(2166..2603)	hypothetical protein					
Aquifex_aeolicus_SZUA-1519|SZUA-1519_00328	K01955	[EC:6.3.5.5]	carB, CPA2	carbamoyl-phosphate synthase large subunit	02ETA@aquNOG,05CU6@bactNOG,COG0458@NOG	Carbamoyl-phosphate synthase			SZUA-1519_17:2660..4354	Carbamoyl-phosphate synthase large chain	K01955	K01955		K01955	K16181
Aquifex_aeolicus_SZUA-1519|SZUA-1519_00329	K22699				0KRE4@eurNOG,1CDKH@thermNOG,COG1635@NOG,arCOG00574@arNOG	Catalyzes the conversion of ribose 1,5-bisphosphate to ribulose 1,5-bisphosphate (RuBP), the CO(2) acceptor and substrate for RubisCO (By similarity)			SZUA-1519_17:4518..5267	Putative thiazole biosynthetic enzyme	K22699	K22699	K22699	K03146	
Aquifex_aeolicus_SZUA-1519|SZUA-1519_00330	K21883	[EC:1.1.1.401]	lra5	2-dehydro-3-deoxy-L-rhamnonate dehydrogenase (NAD+)	02FB9@aquNOG,07YA7@bactNOG,COG1028@NOG	short-chain dehydrogenase reductase			SZUA-1519_17:c(5277..6035)	Enoyl-[acyl-carrier-protein] reductase [NADPH] FabL	K21883				K21883
Aquifex_aeolicus_SZUA-1519|SZUA-1519_00332	K04078		groES, HSPE1	chaperonin GroES	02FRH@aquNOG,05K5Y@bactNOG,COG0234@NOG	Binds to Cpn60 in the presence of Mg-ATP and suppresses the ATPase activity of the latter (By similarity)			SZUA-1519_17:6346..6642	10 kDa chaperonin	K04078	K04078		K04078	K04078
Aquifex_aeolicus_SZUA-1519|SZUA-1519_00333	K04077		groEL, HSPD1	chaperonin GroEL	02EW2@aquNOG,05CJ9@bactNOG,COG0459@NOG	Prevents misfolding and promotes the refolding and proper assembly of unfolded polypeptides generated under stress conditions (By similarity)			SZUA-1519_17:6672..8309	60 kDa chaperonin	K04077	K04077		K04077	K04077
Aquifex_aeolicus_SZUA-1519|SZUA-1519_00334	K01698	[EC:4.2.1.24]	hemB, ALAD	porphobilinogen synthase	02EJV@aquNOG,05D52@bactNOG,COG0113@NOG	Delta-aminolevulinic acid dehydratase			SZUA-1519_17:8346..9362	Delta-aminolevulinic acid dehydratase	K01698	K01698		K01698	K01698
Aquifex_aeolicus_SZUA-1519|SZUA-1519_00335	K06945		K06945	uncharacterized protein	02FEK@aquNOG,08RCI@bactNOG,COG2229@NOG	small GTP-binding protein			SZUA-1519_17:c(9359..9895)	hypothetical protein	K06945	K06945		K06945	K06945
Aquifex_aeolicus_SZUA-1519|SZUA-1519_00336	K02422		fliS	flagellar protein FliS	02FX7@aquNOG,085C8@bactNOG,COG1516@NOG	flagellar protein FliS			SZUA-1519_17:9990..10373	hypothetical protein	K02422			K02422	K02422
Aquifex_aeolicus_SZUA-1519|SZUA-1519_00337									SZUA-1519_17:10339..10641	hypothetical protein					
Aquifex_aeolicus_SZUA-1519|SZUA-1519_00338	K02394		flgI	flagellar P-ring protein precursor FlgI	02F36@aquNOG,05D92@bactNOG,COG1706@NOG	Assembles around the rod to form the L-ring and probably protects the motor basal body from shearing forces during rotation (By similarity)			SZUA-1519_17:c(10634..11692)	Flagellar P-ring protein	K02394	K02394		K02394	K02394
Aquifex_aeolicus_SZUA-1519|SZUA-1519_00339	K00170	[EC:1.2.7.1]	porB	pyruvate ferredoxin oxidoreductase beta subunit	02F6S@aquNOG,07R90@bactNOG,COG1013@NOG	Thiamine pyrophosphate protein domain protein TPP-binding			SZUA-1519_17:c(11729..12805)	Pyruvate synthase subunit PorB	K00170	K00170		K00170	K19071
Aquifex_aeolicus_SZUA-1519|SZUA-1519_00340	K00169	[EC:1.2.7.1]	porA	pyruvate ferredoxin oxidoreductase alpha subunit	02EPV@aquNOG,07UB7@bactNOG,COG0674@NOG	Pyruvate flavodoxin ferredoxin oxidoreductase domain protein			SZUA-1519_17:c(12842..14053)	Pyruvate synthase subunit PorA	K00169	K00169		K00169	K19070
Aquifex_aeolicus_SZUA-1519|SZUA-1519_00341	K00171	[EC:1.2.7.1]	porD	pyruvate ferredoxin oxidoreductase delta subunit	02FW8@aquNOG,05WGB@bactNOG,COG1144@NOG	pyruvate ferredoxin flavodoxin oxidoreductase, delta subunit			SZUA-1519_17:c(14070..14384)	Pyruvate synthase subunit PorD	K00171	K00171		K00171	K19072
Aquifex_aeolicus_SZUA-1519|SZUA-1519_00342	K00172	[EC:1.2.7.1]	porG	pyruvate ferredoxin oxidoreductase gamma subunit	02EN1@aquNOG,05EJ5@bactNOG,COG1014@NOG	Pyruvate ketoisovalerate oxidoreductase, gamma subunit			SZUA-1519_17:c(14460..15098)	Pyruvate synthase subunit PorC	K00172	K00172		K00172	K04090
Aquifex_aeolicus_SZUA-1519|SZUA-1519_00343	K01959	[EC:6.4.1.1]	pycA	pyruvate carboxylase subunit A	02EKE@aquNOG,05CER@bactNOG,COG0439@NOG	acetyl-CoA carboxylase, biotin carboxylase			SZUA-1519_17:c(15166..16605)	2-oxoglutarate carboxylase small subunit	K01959	K01959		K01959	K20141
Aquifex_aeolicus_SZUA-1519|SZUA-1519_00344	K00088	[EC:1.1.1.205]	IMPDH, guaB	IMP dehydrogenase	02F9E@aquNOG,05CP4@bactNOG,COG0516@NOG,COG0517@NOG	Catalyzes the conversion of inosine 5'-phosphate (IMP) to xanthosine 5'-phosphate (XMP), the first committed and rate- limiting step in the de novo synthesis of guanine nucleotides, and therefore plays an important role in the regulation of cell growth (By similarity)			SZUA-1519_17:16760..18226	Inosine-5'-monophosphate dehydrogenase	K00088	K00088	K00088	K00088	K07200
Aquifex_aeolicus_SZUA-1519|SZUA-1519_00345	K03797	[EC:3.4.21.102]	E3.4.21.102, prc, ctpA	carboxyl-terminal processing protease	02EXA@aquNOG,05CN1@bactNOG,COG0793@NOG	Carboxyl-terminal protease			SZUA-1519_17:18257..19513	putative CtpA-like serine protease	K03797	K03797		K03797	K03797
Aquifex_aeolicus_SZUA-1519|SZUA-1519_00346	K01628	[EC:4.1.2.17]	fucA	L-fuculose-phosphate aldolase	02FNE@aquNOG,08VJM@bactNOG,COG0235@NOG	Class II aldolase adducin family protein			SZUA-1519_17:c(19505..20047)	Methylthioribulose-1-phosphate dehydratase	K01628	K01628		K01628	K18847
Aquifex_aeolicus_SZUA-1519|SZUA-1519_00347	K00806	[EC:2.5.1.31]	uppS	undecaprenyl diphosphate synthase	02F0Z@aquNOG,05CR3@bactNOG,COG0020@NOG	Catalyzes the condensation of isopentenyl diphosphate (IPP) with allylic pyrophosphates generating different type of terpenoids (By similarity)			SZUA-1519_17:c(20028..20744)	Isoprenyl transferase	K00806	K00806		K00806	K21273
Aquifex_aeolicus_SZUA-1519|SZUA-1519_00348	K02337	[EC:2.7.7.7]	dnaE	DNA polymerase III subunit alpha	02EUE@aquNOG,05C0B@bactNOG,COG0587@NOG	DNA polymerase III subunit alpha			SZUA-1519_17:20793..25502	DNA polymerase III subunit alpha	K02337	K02337		K02337	K14162
Aquifex_aeolicus_SZUA-1519|SZUA-1519_00349	K03750	[EC:2.10.1.1]	moeA	molybdopterin molybdotransferase	02EKR@aquNOG,05CVM@bactNOG,COG0303@NOG	Molybdenum cofactor synthesis domain protein			SZUA-1519_17:c(25513..26742)	Molybdopterin molybdenumtransferase	K03750	K03750		K03750	K03750
Aquifex_aeolicus_SZUA-1519|SZUA-1519_00350	K15898	[EC:2.5.1.97]	pseI, neuB3	pseudaminic acid synthase	05D2T@bactNOG,0GAXR@delNOG,0HC7K@dproNOG,16QJX@proNOG,COG2089@NOG	synthase			SZUA-1519_17:26764..27807	Pseudaminic acid synthase	K15898	K15898	K15898	K01654	K21279
Aquifex_aeolicus_SZUA-1519|SZUA-1519_00351	K00657	[EC:2.3.1.57]	speG, SAT	diamine N-acetyltransferase	05VDT@bactNOG,0GFX3@delNOG,0I44A@eproNOG,17G42@proNOG,COG1670@NOG	pseudaminic acid biosynthesis			SZUA-1519_17:27862..28308	UDP-4-amino-4, 6-dideoxy-N-acetyl-beta-L-altrosamine N-acetyltransferase	K00657			K00657	K21992
Aquifex_aeolicus_SZUA-1519|SZUA-1519_00352	K07263	[EC:3.4.24.-]	pqqL	zinc protease	02ESP@aquNOG,05C1V@bactNOG,COG0612@NOG	Peptidase M16 domain protein			SZUA-1519_17:c(28289..29548)	putative zinc protease	K07263			K07263	K07263
Aquifex_aeolicus_SZUA-1519|SZUA-1519_00353	K03981	[EC:5.3.4.1]	dsbC	thiol:disulfide interchange protein DsbC	02GB6@aquNOG,07976@bactNOG,0Z62T@NOG				SZUA-1519_17:29665..30588	hypothetical protein	K03981			K03981	
Aquifex_aeolicus_SZUA-1519|SZUA-1519_00354	K00721	[EC:2.4.1.83]	DPM1	dolichol-phosphate mannosyltransferase	02EX8@aquNOG,05CKK@bactNOG,COG0463@NOG	glycosyl transferase family 2			SZUA-1519_17:30607..31593	Dodecaprenyl-phosphate galacturonate synthase	K00721			K00721	K21366
Aquifex_aeolicus_SZUA-1519|SZUA-1519_00355	K03169	[EC:5.99.1.2]	topB	DNA topoisomerase III	0FAWS@creNOG,COG0550@NOG,arCOG01527@arNOG	DNA topoisomerase			SZUA-1519_17:c(31736..33505)	DNA topoisomerase 3	K03169	K03169		K03168	
Aquifex_aeolicus_SZUA-1519|SZUA-1519_00356	K00912	[EC:2.7.1.130]	lpxK	tetraacyldisaccharide 4'-kinase	02FSY@aquNOG,05CHD@bactNOG,COG1663@NOG	Transfers the gamma-phosphate of ATP to the 4'-position of a tetraacyldisaccharide 1-phosphate intermediate (termed DS-1- P) to form tetraacyldisaccharide 1,4'-bis-phosphate (lipid IVA) (By similarity)			SZUA-1519_17:c(33508..34470)	Tetraacyldisaccharide 4'-kinase	K00912	K00912		K00912	K00912
Aquifex_aeolicus_SZUA-1519|SZUA-1519_00357	K01955	[EC:6.3.5.5]	carB, CPA2	carbamoyl-phosphate synthase large subunit	02F7T@aquNOG,06VAK@bactNOG,0YKB1@NOG	ATP-grasp domain			SZUA-1519_17:c(34452..34763)	hypothetical protein	K01955	K01955		K01955	
Aquifex_aeolicus_SZUA-1519|SZUA-1519_00358					02FZM@aquNOG,064ND@bactNOG,125RQ@NOG	Coenzyme PQQ synthesis protein D (PqqD)			SZUA-1519_17:c(35038..35283)	hypothetical protein					
Aquifex_aeolicus_SZUA-1519|SZUA-1519_00359	K02017	[EC:3.6.3.29]	modC	molybdate transport system ATP-binding protein	0KRE9@eurNOG,0WQIQ@methNOG,COG3839@NOG,arCOG00175@arNOG	TOBE domain			SZUA-1519_17:c(35293..36345)	Putative 2-aminoethylphosphonate import ATP-binding protein PhnT	K02017	K02017	K15497	K02017	
Aquifex_aeolicus_SZUA-1519|SZUA-1519_00360	K02018		modB	molybdate transport system permease protein	0KS05@eurNOG,COG0555@NOG,arCOG00164@arNOG	NifC-like ABC-type porter			SZUA-1519_17:c(36342..37079)	Sulfate transport system permease protein CysW	K02018	K02018	K02018	K02018	
Aquifex_aeolicus_SZUA-1519|SZUA-1519_00361									SZUA-1519_17:c(37167..37361)	hypothetical protein					
Aquifex_aeolicus_SZUA-1519|SZUA-1519_00362	K03470	[EC:3.1.26.4]	rnhB	ribonuclease HII	02FHV@aquNOG,08UH2@bactNOG,COG0164@NOG	Endonuclease that specifically degrades the RNA of RNA- DNA hybrids (By similarity)			SZUA-1519_18:24..596	Ribonuclease HII	K03470	K03470		K03470	K03470
