#Protein ID	KO	EC	KO protein ID	KO protein name	eggNOG OG	eggNOG HMM Desc.	nr annotation	nr phylogenetic assignment	genome position	Prokka annotation	KO (4 intergrated)	GhostKOALA KO	KAAS KO	eggNOG KO (1st)	eggNOG COG transferred KO
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_00001	K00288	[EC:1.5.1.5][EC:3.5.4.9][EC:6.3.4.3]	MTHFD	methylenetetrahydrofolate dehydrogenase (NADP+) / methenyltetrahydrofolate cyclohydrolase / formyltetrahydrofolate synthetase	05CKU@bactNOG,0D1VH@chloNOG,COG2759@NOG	Formate--tetrahydrofolate ligase (EC 6.3.4.3)			SZUA-1494_1:5..1879	Formate--tetrahydrofolate ligase	K00288	K00288		K00288	K01938
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_00569					11U4U@NOG,arCOG03655@arNOG				SZUA-1494_246:1880..2128	hypothetical protein					
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_00570					06WNK@bactNOG,0F0PD@cloNOG,0NW8E@firmNOG,12629@NOG				SZUA-1494_246:2161..2442	hypothetical protein					
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_00571	K11540	[EC:6.3.5.5][EC:2.1.3.2][EC:3.5.2.3]	CAD	carbamoyl-phosphate synthase / aspartate carbamoyltransferase / dihydroorotase	0IUMU@euNOG,152PW@perNOG,COG0540@NOG	Aspartate/ornithine carbamoyltransferase, Asp/Orn binding domain			SZUA-1494_247:44..514	Aspartate carbamoyltransferase catalytic subunit	K11540	K11540		K00609	K00609
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_00572	K13421	[EC:2.4.2.10][EC:4.1.1.23]	UMPS	uridine monophosphate synthetase	0IUBJ@euNOG,0K3YQ@euNOG,0T5R9@kinNOG,COG0284@NOG,COG0461@NOG	Orotidine-5-phosphate decarboxylase orotate phosphoribosyltransferase			SZUA-1494_247:522..1934	Orotate phosphoribosyltransferase	K13421	K13421	K01591	K00762	K00762
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_00573	K17828	[EC:1.3.1.14]	pyrDI	dihydroorotate dehydrogenase (NAD+) catalytic subunit	0KREM@eurNOG,0WK57@methaNOG,COG0167@NOG,arCOG00603@arNOG	Catalyzes the conversion of dihydroorotate to orotate (By similarity)			SZUA-1494_247:1959..2891	Dihydroorotate dehydrogenase B (NAD(+)), catalytic subunit	K17828	K17828		K00226	
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_00574	K02823		pyrDII	dihydroorotate dehydrogenase electron transfer subunit	0KRS4@eurNOG,0WPZQ@methNOG,COG0543@NOG,arCOG02199@arNOG	Responsible for channeling the electrons from the oxidation of dihydroorotate from the FMN redox center in the PyrD type B subunit to the ultimate electron acceptor NAD( ) (By similarity)			SZUA-1494_247:2881..3603	Dihydroorotate dehydrogenase B (NAD(+)), electron transfer subunit	K02823	K02823		K02823	
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_00575	K03118		tatC	sec-independent protein translocase protein TatC	0005U@acidNOG,0047E@aciNOG,05DCX@bactNOG,COG0805@NOG	Part of the twin-arginine translocation (Tat) system that transports large folded proteins containing a characteristic twin-arginine motif in their signal peptide across membranes (By similarity)			SZUA-1494_248:71..301	Sec-independent protein translocase protein TatC	K03118	K03118		K03118	K03118
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_00576	K05716	[EC:4.6.1.-]	CPGS	cyclic 2,3-diphosphoglycerate synthetase	05DYG@bactNOG,COG2403@NOG	Inherit from COG: Catalyzes the formation of cyclic 2,3-diphosphoglycerate (cDPG) by formation of an intramolecular phosphoanhydride bond at the expense of ATP			SZUA-1494_248:556..1872	Cyclic 2,3-diphosphoglycerate synthetase	K05716				K05716
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_00577					08YE1@bactNOG,0D29Q@chloNOG,11M3S@NOG	4-vinyl reductase, 4VR			SZUA-1494_249:55..483	hypothetical protein					
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_00578									SZUA-1494_249:c(514..1623)	hypothetical protein					
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_00579									SZUA-1494_250:c(1213..1533)	hypothetical protein					
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_00580	K01273	[EC:3.4.13.19]	DPEP	membrane dipeptidase	08H2V@bactNOG,09SMM@bctoNOG,COG2355@NOG	Membrane dipeptidase			SZUA-1494_250:c(1603..1887)	hypothetical protein	K01273	K01273		K01273	
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_00581	K01929	[EC:6.3.2.10]	murF	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase	07EES@bactNOG,0D1E2@chloNOG,0D7K6@chlorNOG,COG0770@NOG	Involved in cell wall formation. Catalyzes the final step in the synthesis of UDP-N-acetylmuramoyl-pentapeptide, the precursor of murein (By similarity)			SZUA-1494_251:c(950..1804)	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D- alanine ligase	K01929	K01929		K01929	K21612
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_00582	K06867		K06867	uncharacterized protein	05HXF@bactNOG,17DIQ@proNOG,COG0666@NOG	accessory protein			SZUA-1494_252:c(394..1167)	Protein PhlB	K06867			K06867	K18696
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_00583					05JSJ@bactNOG,0BQ0U@bproNOG,11Q13@NOG,17DBY@proNOG				SZUA-1494_252:c(1413..1859)	hypothetical protein					
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_00584	K03925		mraZ	MraZ protein	04UEM@bacNOG,08V6E@bactNOG,0NI6N@firmNOG,COG2001@NOG	cell division protein MraZ			SZUA-1494_253:18..440	Transcriptional regulator MraZ	K03925	K03925	K03925	K03925	K03925
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_00585	K03438	[EC:2.1.1.199]	mraW, rsmH	16S rRNA (cytosine1402-N4)-methyltransferase	05CGJ@bactNOG,0D1UJ@chloNOG,COG0275@NOG	Specifically methylates the N4 position of cytidine in position 1402 (C1402) of 16S rRNA (By similarity)			SZUA-1494_253:455..1399	Ribosomal RNA small subunit methyltransferase H	K03438	K03438		K03438	K03438
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_00586									SZUA-1494_253:1418..1885	Cell division protein FtsL					
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_00587	K03524	[EC:6.3.4.15]	birA	BirA family transcriptional regulator, biotin operon repressor / biotin---[acetyl-CoA-carboxylase] ligase	05HJX@bactNOG,0GE1T@delNOG,0HDU7@dproNOG,16UTQ@proNOG,COG0340@NOG,COG1654@NOG	biotin acetyl-CoA-carboxylase ligase			SZUA-1494_254:118..678	Bifunctional ligase/repressor BirA	K03524	K03524		K03524	K03524
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_00588									SZUA-1494_254:800..913	hypothetical protein					
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_00589					05NQ9@bactNOG,0R6KC@gproNOG,0ZX20@NOG,17S7Y@proNOG	6-pyruvoyl-tetrahydropterin synthase related domain; membrane protein			SZUA-1494_254:c(1100..4138)	hypothetical protein					
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_00590									SZUA-1494_255:c(72..752)	hypothetical protein					
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_00591	K19273	[EC:2.3.-.-]	sat4	streptothricin acetyltransferase	04WK1@bacNOG,08U7W@bactNOG,0NHA3@firmNOG,11FF5@NOG	acetyltransferase			SZUA-1494_255:c(749..1327)	Ribosomal-protein-alanine acetyltransferase	K19273			K19273	
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_00592	K01192	[EC:3.2.1.25]	E3.2.1.25, MANBA, manB	beta-mannosidase	05D6I@bactNOG,0NFE8@firmNOG,COG3250@NOG	Glycoside hydrolase, family 2			SZUA-1494_255:c(1332..1949)	Exo-beta-D-glucosaminidase	K01192	K01192		K01192	K12111
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_00593									SZUA-1494_256:c(162..773)	hypothetical protein					
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_00594									SZUA-1494_256:c(807..1118)	hypothetical protein					
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_00595									SZUA-1494_256:c(1131..1937)	hypothetical protein					
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_00596									SZUA-1494_257:c(65..388)	hypothetical protein					
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_00597					07C4I@bactNOG,0D5PD@chloNOG,0ZGVZ@NOG				SZUA-1494_258:3..293	hypothetical protein					
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_00598	K00797	[EC:2.5.1.16]	speE, SRM	spermidine synthase	05IH7@bactNOG,0D1HM@chloNOG,0XSNI@NOG	Spermidine synthase-like protein			SZUA-1494_258:332..1864	Polyamine aminopropyltransferase	K00797			K00797	
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_00599					08ZAA@bactNOG,0D36R@chloNOG,COG1302@NOG	Pfam:DUF322			SZUA-1494_259:196..537	hypothetical protein					
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_00600									SZUA-1494_259:c(726..1496)	hypothetical protein					
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_00601									SZUA-1494_260:608..2260	hypothetical protein					
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_00602					0KS99@eurNOG,0WN6W@methaNOG,COG1520@NOG,arCOG02482@arNOG	PQQ			SZUA-1494_261:c(432..1553)	Serine/threonine-protein kinase AfsK					
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_00603	K14330	[EC:1.2.1.80]	K14330	fatty aldehyde-generating acyl-ACP reductase	05E6N@bactNOG,0EPG2@cloNOG,0NDWU@firmNOG,COG5322@NOG	shikimate quinate 5-dehydrogenase			SZUA-1494_262:44..1051	Aminotransferase PigE	K14330		K14330	K14330	K14330
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_00604					05BZU@bactNOG,0D1QV@chloNOG,0XNMH@NOG	Response regulator receiver			SZUA-1494_262:1122..2027	Alkaline phosphatase synthesis transcriptional regulatory protein PhoP					
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_00605	K17830	[EC:1.3.1.101][EC:1.3.7.11]	GGR	digeranylgeranylglycerophospholipid reductase	0KRAM@eurNOG,0WJUN@methaNOG,COG0644@NOG,arCOG00570@arNOG	Is involved in the reduction of 2,3- digeranylgeranylglycerophospholipids (unsaturated archaeols) into 2,3-diphytanylglycerophospholipids (saturated archaeols) in the biosynthesis of archaeal membrane lipids. Catalyzes the formation of archaetidic acid (2,3-di-O-phytanyl-sn-glyceryl phosphate) from 2,3-di-O-geranylgeranylglyceryl phosphate (DGGGP) via the hydrogenation of each double bond of the isoprenoid chains (By similarity)			SZUA-1494_263:c(136..1440)	Menaquinone reductase	K17830	K17830		K17830	
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_00606	K02078		acpP	acyl carrier protein	01ZP4@aproNOG,05VNB@bactNOG,17FK2@proNOG,COG0236@NOG	Carrier of the growing fatty acid chain in fatty acid biosynthesis (By similarity)			SZUA-1494_263:c(1576..1761)	Acyl carrier protein	K02078	K02078		K02078	K21790
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_00607									SZUA-1494_264:65..511	hypothetical protein					
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_00608									SZUA-1494_264:c(604..1752)	hypothetical protein					
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_00609	K08303	[EC:3.4.-.-]	K08303	putative protease	0KREG@eurNOG,0WQMV@methNOG,COG0826@NOG,arCOG03202@arNOG	Peptidase U32			SZUA-1494_265:169..420	hypothetical protein	K08303			K08303	
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_00610									SZUA-1494_266:35..403	hypothetical protein					
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_00611	K07240		chrA	chromate transporter	07S0Z@bactNOG,0G9X6@deiNOG,COG2059@NOG	Chromate transporter, chromate ion transporter (CHR) family			SZUA-1494_266:474..992	putative chromate transport protein	K07240	K07240	K07240	K07240	K07240
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_00612					003NV@aciNOG,08NV7@bactNOG,11F4B@NOG				SZUA-1494_267:5..1273	o-phthalyl amidase					
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_00613	K02003		ABC.CD.A	putative ABC transport system ATP-binding protein	05CQU@bactNOG,0D2HU@chloNOG,COG1136@NOG	ABC transporter related			SZUA-1494_267:1347..2054	putative ABC transporter ATP-binding protein YknY	K02003	K02003		K02003	K19083
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_00614	K02004		ABC.CD.P	putative ABC transport system permease protein	07W9B@bactNOG,0D2H0@chloNOG,0ZTDE@NOG	FtsX-like permease family			SZUA-1494_267:2065..4431	ABC transporter permease YtrF	K02004	K02004		K02004	
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_00615									SZUA-1494_268:192..344	hypothetical protein					
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_00616	K00004	[EC:1.1.1.4][EC:1.1.1.-][EC:1.1.1.303]	BDH, butB	(R,R)-butanediol dehydrogenase / meso-butanediol dehydrogenase / diacetyl reductase	05CPQ@bactNOG,0ESY5@cloNOG,0NGMP@firmNOG,COG1063@NOG	chlorophyll synthesis pathway protein BchC			SZUA-1494_268:c(609..1694)	D-arabitol-phosphate dehydrogenase	K00004			K00004	K21680
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_00617	K11645	[EC:4.1.2.13]	fbaB	fructose-bisphosphate aldolase, class I	0KRDD@eurNOG,0WK3T@methaNOG,COG1830@NOG,arCOG04044@arNOG	aldolase (EC 4.1.2.13)			SZUA-1494_268:c(1719..1913)	3-hydroxy-5-phosphonooxypentane-2,4-dione thiolase	K11645			K11645	
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_00618	K00252	[EC:1.3.8.6]	GCDH, gcdH	glutaryl-CoA dehydrogenase	05C1G@bactNOG,0EQ37@cloNOG,0NGNR@firmNOG,COG1960@NOG	Acyl-CoA dehydrogenase, N-terminal domain			SZUA-1494_269:102..845	Acyl-CoA dehydrogenase	K00252			K00252	K22027
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_00619	K03521		fixA, etfB	electron transfer flavoprotein beta subunit	05BZJ@bactNOG,0ENZ8@cloNOG,0ND7Y@firmNOG,COG2086@NOG	Electron transfer flavoprotein			SZUA-1494_269:912..1691	Caffeyl-CoA reductase-Etf complex subunit CarD	K03521	K03521		K03521	K03521
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_00620	K04069	[EC:1.97.1.4]	pflA, pflC, pflE	pyruvate formate lyase activating enzyme	0KVS1@eurNOG,COG1180@NOG,arCOG00947@arNOG	radical sam domain protein			SZUA-1494_270:c(97..1173)	hypothetical protein	K04069	K04069		K04069	
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_00621					0ZVEM@NOG,arCOG00137@arNOG	Major facilitator superfamily			SZUA-1494_270:c(1289..2593)	hypothetical protein					
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_00622	K00239	[EC:1.3.5.1][EC:1.3.5.4]	sdhA, frdA	succinate dehydrogenase / fumarate reductase, flavoprotein subunit	05C00@bactNOG,0ENMS@cloNOG,0ND5Q@firmNOG,COG1053@NOG	fumarate reductase, flavoprotein subunit			SZUA-1494_270:c(2670..3821)	L-aspartate oxidase	K00239	K00239		K00239	K18556
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_00623	K02010	[EC:3.6.3.30]	afuC, fbpC	iron(III) transport system ATP-binding protein	05C53@bactNOG,0D3K2@chloNOG,COG3842@NOG	TOBE domain			SZUA-1494_271:c(656..1753)	Spermidine/putrescine import ATP-binding protein PotA	K02010			K02010	K11084
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_00624	K03641		tolB	TolB protein	07TIH@bactNOG,COG0823@NOG	Involved in the TonB-independent uptake of proteins (By similarity)			SZUA-1494_272:90..1880	Protein TolB	K03641	K03641		K03641	K20934
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_00625									SZUA-1494_272:c(1900..2409)	hypothetical protein					
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_00626									SZUA-1494_273:c(349..1608)	hypothetical protein					
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_00627	K10685	[EC:6.2.1.45]	UBLE1B, SAE2, UBA2	ubiquitin-like 1-activating enzyme E1 B	08Y8V@bactNOG,155RX@plaNOG,COG0476@NOG	UBA THIF-type NAD FAD binding protein			SZUA-1494_273:c(1724..3445)	Sulfur carrier protein ThiS adenylyltransferase	K10685		K10685		K21147
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_00628	K02892		RP-L23, MRPL23, rplW	large subunit ribosomal protein L23	00MWC@actNOG,05KZR@bactNOG,COG0089@NOG	One of the early assembly proteins it binds 23S rRNA. One of the proteins that surrounds the polypeptide exit tunnel on the outside of the ribosome. Forms the main docking site for trigger factor binding to the ribosome (By similarity)			SZUA-1494_274:12..215	50S ribosomal protein L23	K02892	K02892		K02892	K02893
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_00629	K02886		RP-L2, MRPL2, rplB	large subunit ribosomal protein L2	05CFD@bactNOG,0D1M6@chloNOG,COG0090@NOG	One of the primary rRNA binding proteins. Required for association of the 30S and 50S subunits to form the 70S ribosome, for tRNA binding and peptide bond formation. It has been suggested to have peptidyltransferase activity			SZUA-1494_274:352..1188	50S ribosomal protein L2	K02886	K02886	K02886	K02886	K02938
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_00630	K02965		RP-S19, rpsS	small subunit ribosomal protein S19	05K7S@bactNOG,0D2XN@chloNOG,COG0185@NOG	Protein S19 forms a complex with S13 that binds strongly to the 16S ribosomal RNA (By similarity)			SZUA-1494_274:1249..1536	30S ribosomal protein S19	K02965	K02965	K02965	K02965	K02965
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_00631	K02890		RP-L22, MRPL22, rplV	large subunit ribosomal protein L22	05KAP@bactNOG,0FNB8@cyaNOG,COG0091@NOG	its binding is stimulated by other ribosomal proteins, e.g. L4, L17, and L20. It is important during the early stages of 50S assembly. It makes multiple contacts with different domains of the 23S rRNA in the assembled 50S subunit and ribosome (By similarity)			SZUA-1494_274:1593..1937	50S ribosomal protein L22	K02890	K02890	K02890	K02890	K02890
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_00632					02U1U@arNOG,0ZVCH@NOG	Pfam:DUF894			SZUA-1494_275:c(466..1710)	Multidrug resistance protein MdtG					
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_00633	K02030		ABC.PA.S	polar amino acid transport system substrate-binding protein	0KTQF@eurNOG,COG0834@NOG,arCOG01799@arNOG	ABC transporter			SZUA-1494_276:c(211..1020)	L-cystine-binding protein FliY	K02030	K02030	K02030	K02030	
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_00634					07FV3@bactNOG,0D41V@chloNOG,0D6ZN@chlorNOG,0YAKG@NOG				SZUA-1494_276:c(1014..2126)	hypothetical protein					
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_00635	K02025		ABC.MS.P	multiple sugar transport system permease protein	0KWVG@eurNOG,0RH7H@halNOG,COG1175@NOG,arCOG00157@arNOG	binding-protein-dependent transport systems inner membrane component			SZUA-1494_277:93..977	Inner membrane ABC transporter permease protein YcjO	K02025	K02025	K02025	K02025	
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_00636									SZUA-1494_278:709..1314	hypothetical protein					
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_00637									SZUA-1494_279:1334..1630	hypothetical protein					
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_00638					05CDY@bactNOG,COG0217@NOG	transcriptional regulatory protein			SZUA-1494_280:11..769	putative transcriptional regulatory protein					
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_00639	K01159	[EC:3.1.22.4]	ruvC	crossover junction endodeoxyribonuclease RuvC	05NHU@bactNOG,0D2VJ@chloNOG,COG0817@NOG	Nuclease that resolves Holliday junction intermediates in genetic recombination. Cleaves the cruciform structure in supercoiled DNA by nicking to strands with the same polarity at sites symmetrically opposed at the junction in the homologous arms and leaves a 5'-terminal phosphate and a 3'-terminal hydroxyl group (By similarity)			SZUA-1494_280:782..1279	Crossover junction endodeoxyribonuclease RuvC	K01159	K01159		K01159	K01159
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_00640	K03550	[EC:3.6.4.12]	ruvA	holliday junction DNA helicase RuvA	05KA4@bactNOG,0D2TN@chloNOG,COG0632@NOG	The RuvA-RuvB complex in the presence of ATP renatures cruciform structure in supercoiled DNA with palindromic sequence, indicating that it may promote strand exchange reactions in homologous recombination. RuvAB is a helicase that mediates the Holliday junction migration by localized denaturation and reannealing. RuvA stimulates, in the presence of DNA, the weak ATPase activity of RuvB (By similarity)			SZUA-1494_280:1305..1883	Holliday junction ATP-dependent DNA helicase RuvA	K03550	K03550		K03550	K03550
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_00641									SZUA-1494_280:c(1753..2550)	hypothetical protein					
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_00642									SZUA-1494_280:c(2578..2913)	hypothetical protein					
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_00643	K02108		ATPF0A, atpB	F-type H+-transporting ATPase subunit a	01U62@aproNOG,07WCG@bactNOG,16VEJ@proNOG,COG0356@NOG	it plays a direct role in the translocation of protons across the membrane (By similarity)			SZUA-1494_281:c(33..671)	ATP synthase subunit a	K02108	K02108	K02108	K02108	K02126
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_00644									SZUA-1494_281:c(703..972)	hypothetical protein					
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_00645									SZUA-1494_281:c(969..1247)	hypothetical protein					
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_00646	K02114		ATPF1E, atpC	F-type H+-transporting ATPase subunit epsilon					SZUA-1494_281:c(1244..1621)	ATP synthase epsilon chain	K02114	K02114			
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_00647	K02112	[EC:3.6.3.14]	ATPF1B, atpD	F-type H+-transporting ATPase subunit beta	05C4J@bactNOG,0ENUG@cloNOG,0NDAS@firmNOG,COG0055@NOG	Produces ATP from ADP in the presence of a proton gradient across the membrane. The catalytic sites are hosted primarily by the beta subunits (By similarity)			SZUA-1494_281:c(1614..3029)	ATP synthase subunit beta	K02112	K02112		K02112	K02133
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_00648	K09815		znuA	zinc transport system substrate-binding protein	05DSE@bactNOG,0EQE9@cloNOG,0NEII@firmNOG,COG0803@NOG	periplasmic solute binding protein			SZUA-1494_282:15..650	High-affinity zinc uptake system binding-protein ZnuA	K09815	K09815		K02077	K19975
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_00649	K01142	[EC:3.1.11.2]	E3.1.11.2, xthA	exodeoxyribonuclease III	05CGK@bactNOG,0ENPE@cloNOG,0NDX0@firmNOG,COG0708@NOG	exodeoxyribonuclease III			SZUA-1494_282:662..1459	Exodeoxyribonuclease III	K01142	K01142	K01142	K01142	K01142
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_00650	K09817	[EC:3.6.3.-]	znuC	zinc transport system ATP-binding protein	0KRZC@eurNOG,0WKI1@methaNOG,COG1121@NOG,arCOG00201@arNOG	ABC transporter			SZUA-1494_282:1488..2303	High-affinity zinc uptake system ATP-binding protein ZnuC	K09817		K09817	K02074	
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_00651	K03076		secY	preprotein translocase subunit SecY	05CGG@bactNOG,1C89I@synNOG,COG0201@NOG	The central subunit of the protein translocation channel SecYEG. Consists of two halves formed by TMs 1-5 and 6-10. These two domains form a lateral gate at the front which open onto the bilayer between TMs 2 and 7, and are clamped together by SecE at the back. The channel is closed by both a pore ring composed of hydrophobic SecY resides and a short helix (helix 2A) on the extracellular side of the membrane which forms a plug. The plug probably moves laterally to allow the channel to open. The ring and the pore may move independently (By similarity)			SZUA-1494_283:c(695..865)	Protein translocase subunit SecY	K03076	K03076		K03076	K03076
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_00652	K02876		RP-L15, MRPL15, rplO	large subunit ribosomal protein L15	08UZ0@bactNOG,COG0200@NOG	Binds to the 23S rRNA (By similarity)			SZUA-1494_283:c(968..1450)	50S ribosomal protein L15	K02876	K02876		K02876	K02900
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_00653	K02907		RP-L30, MRPL30, rpmD	large subunit ribosomal protein L30	05VPB@bactNOG,0D32W@chloNOG,0D6PH@chlorNOG,COG1841@NOG	50S ribosomal protein L30			SZUA-1494_283:c(1495..1710)	50S ribosomal protein L30	K02907	K02907		K02907	K02937
